10000 INGIND35 50
53783 31 INF01
53784 2 BIO10
53785 27 FIS01
53786 18 MED18
53787 48 IINF04
53788 71 INGIND35
53789 23 FIS01
53790 15 INGIND35
53791 50 BIO10
53792 12 FIS01
53793 83 INGIND35
53794 27 MED18
53795 64 IINF04
53796 63 IINF05
53797 99 INF01
53798 73 AGR03
53799 80 MAT01
53800 12 IINF05
53801 94 INF01
53802 61 IINF05
53803 32 INF01
53804 69 BIO10
53805 15 MED18
53806 53 BIO10
53807 99 MAT01
53808 84 INF01
53809 45 CHIM02
53810 9 BIO10
53811 22 BIO10
53812 58 FIS01
53813 19 INF01
53814 8 BIO10
53815 75 INF01
53816 25 MAT01
53817 84 INGIND35
53818 30 MED18
53819 50 FIS01
53820 98 INF01
53821 95 BIO10
53822 32 BIO10
53823 91 CHIM02
53824 24 AGR03
53825 78 FIS01
53826 4 INGIND35
53827 31 IINF04
53828 18 BIO10
53829 79 IINF04
53830 14 MAT01
53831 91 FIS01
53832 97 INF01
53833 9 INGIND35
53834 84 IINF04
53835 78 AGR03
53836 100 IINF04
53837 27 BIO10
53838 78 INF01
53839 31 CHIM02
53840 92 MED18
53841 29 MAT01
53842 61 FIS01
53843 84 MED18
53844 32 IINF04
53845 12 MAT01
53846 8 IINF04
53847 63 FIS01
53848 19 MED18
53849 74 MAT01
53850 81 CHIM02
53851 3 INGIND35
53852 53 MED18
53853 24 IINF05
53854 34 MAT01
53855 51 IINF05
53856 54 MAT01
53857 2 MAT01
53858 83 IINF05
53859 2 IINF04
53860 6 AGR03
53861 42 AGR03
53862 45 MAT01
53863 74 MED18
53864 49 IINF04
53865 40 IINF05
53866 48 AGR03
53867 11 MAT01
53868 5 INGIND35
53869 93 IINF05
53870 39 INF01
53871 86 IINF05
53872 20 IINF04
53873 67 CHIM02
53874 12 MAT01
53875 73 IINF05
53876 39 IINF05
53877 77 AGR03
53878 15 FIS01
53879 81 INF01
53880 22 BIO10
53881 48 MED18
53882 36 BIO10
53883 24 BIO10
53884 86 CHIM02
53885 11 INGIND35
53886 10 IINF04
53887 41 IINF05
53888 90 CHIM02
53889 94 IINF04
53890 19 INF01
53891 67 IINF05
53892 99 INGIND35
53893 42 IINF05
53894 47 AGR03
53895 45 IINF05
53896 64 CHIM02
53897 1 IINF04
53898 92 FIS01
53899 15 IINF05
53900 47 FIS01
53901 24 AGR03
53902 27 IINF05
53903 79 INF01
53904 12 CHIM02
53905 60 CHIM02
53906 65 AGR03
53907 5 INGIND35
53908 39 CHIM02
53909 68 INGIND35
53910 60 IINF05
53911 87 CHIM02
53912 78 IINF05
53913 82 AGR03
53914 81 IINF05
53915 24 INF01
53916 24 CHIM02
53917 21 AGR03
53918 45 INGIND35
53919 52 BIO10
53920 96 CHIM02
53921 45 FIS01
53922 39 CHIM02
53923 8 AGR03
53924 10 INGIND35
53925 7 INGIND35
53926 11 IINF05
53927 18 IINF04
53928 20 IINF04
53929 81 INF01
53930 8 INF01
53931 58 AGR03
53932 29 BIO10
53933 30 CHIM02
53934 29 INF01
53935 49 IINF04
53936 79 CHIM02
53937 28 IINF05
53938 33 INF01
53939 41 IINF04
53940 12 MED18
53941 96 INGIND35
53942 77 MAT01
53943 83 BIO10
53944 26 FIS01
53945 49 CHIM02
53946 33 BIO10
53947 86 MAT01
53948 26 AGR03
53949 87 BIO10
53950 15 AGR03
53951 85 INF01
53952 1 BIO10
53953 91 BIO10
53954 92 IINF05
53955 43 INF01
53956 89 BIO10
53957 33 INF01
53958 41 AGR03
53959 8 AGR03
53960 72 FIS01
53961 64 AGR03
53962 24 INGIND35
53963 39 INGIND35
53964 67 BIO10
53965 66 MAT01
53966 77 MAT01
53967 74 IINF04
53968 3 IINF04
53969 39 FIS01
53970 94 FIS01
53971 19 MAT01
53972 19 CHIM02
53973 74 BIO10
53974 33 IINF05
53975 64 INGIND35
53976 17 FIS01
53977 90 INF01
53978 43 AGR03
53979 92 AGR03
53980 71 IINF04
53981 71 INF01
53982 24 IINF04
53983 49 AGR03
53984 100 INGIND35
53985 8 FIS01
53986 73 FIS01
53987 51 BIO10
53988 68 INF01
53989 54 INGIND35
53990 95 BIO10
53991 75 MED18
53992 82 MAT01
53993 50 MED18
53994 81 AGR03
53995 57 INF01
53996 60 MED18
53997 13 IINF04
53998 71 CHIM02
53999 5 AGR03
54000 2 INF01
54001 73 BIO10
54002 24 BIO10
54003 21 INGIND35
54004 31 IINF05
54005 47 MED18
54006 31 MAT01
54007 30 INGIND35
54008 46 MAT01
54009 97 AGR03
54010 64 CHIM02
54011 98 IINF04
54012 86 AGR03
54013 98 IINF04
54014 7 CHIM02
54015 44 CHIM02
54016 67 FIS01
54017 68 BIO10
54018 21 IINF04
54019 62 INF01
54020 24 MED18
54021 20 INGIND35
54022 59 IINF04
54023 23 IINF04
54024 69 INF01
54025 68 INF01
54026 5 BIO10
54027 19 IINF04
54028 38 AGR03
54029 72 MAT01
54030 49 MED18
54031 80 MED18
54032 37 BIO10
54033 58 MAT01
54034 19 IINF04
54035 82 AGR03
54036 66 AGR03
54037 60 BIO10
54038 15 INGIND35
54039 95 IINF05
54040 56 BIO10
54041 37 IINF05
54042 80 BIO10
54043 28 IINF05
54044 17 IINF05
54045 90 IINF04
54046 39 INF01
54047 61 IINF05
54048 4 MAT01
54049 23 FIS01
54050 65 AGR03
54051 68 CHIM02
54052 91 MED18
54053 6 MAT01
54054 47 INGIND35
54055 94 MED18
54056 23 AGR03
54057 70 FIS01
54058 87 INF01
54059 25 INF01
54060 1 INGIND35
54061 32 CHIM02
54062 9 MED18
54063 2 MED18
54064 23 IINF04
54065 36 IINF04
54066 23 BIO10
54067 53 IINF05
54068 53 CHIM02
54069 41 MAT01
54070 13 IINF04
54071 35 IINF04
54072 9 MED18
54073 78 CHIM02
54074 90 INF01
54075 14 INGIND35
54076 69 FIS01
54077 78 FIS01
54078 60 AGR03
54079 12 BIO10
54080 41 IINF04
54081 100 INGIND35
54082 62 CHIM02
54083 38 INF01
54084 9 CHIM02
54085 87 MAT01
54086 76 FIS01
54087 21 BIO10
54088 96 MED18
54089 43 FIS01
54090 59 BIO10
54091 8 AGR03
54092 10 MED18
54093 86 IINF04
54094 38 MAT01
54095 99 IINF04
54096 10 INF01
54097 55 MAT01
54098 88 INF01
54099 45 IINF04
54100 21 IINF04
54101 57 BIO10
54102 41 IINF04
54103 30 INF01
54104 70 CHIM02
54105 1 CHIM02
54106 39 CHIM02
54107 62 MED18
54108 25 AGR03
54109 85 IINF05
54110 90 INGIND35
54111 93 IINF05
54112 65 CHIM02
54113 46 IINF04
54114 22 AGR03
54115 45 IINF04
54116 78 IINF04
54117 27 IINF05
54118 13 FIS01
54119 23 CHIM02
54120 97 INGIND35
54121 5 CHIM02
54122 66 BIO10
54123 30 MED18
54124 88 IINF04
54125 44 CHIM02
54126 40 AGR03
54127 78 AGR03
54128 28 CHIM02
54129 85 INF01
54130 58 BIO10
54131 83 MAT01
54132 72 AGR03
54133 29 IINF04
54134 18 MED18
54135 94 INF01
54136 5 IINF04
54137 74 CHIM02
54138 23 IINF05
54139 9 INF01
54140 15 MED18
54141 53 FIS01
54142 58 FIS01
54143 43 INF01
54144 46 MED18
54145 44 CHIM02
54146 83 MAT01
54147 46 BIO10
54148 70 MAT01
54149 96 MAT01
54150 95 AGR03
54151 21 INGIND35
54152 95 IINF04
54153 22 AGR03
54154 53 BIO10
54155 48 MAT01
54156 37 FIS01
54157 87 INF01
54158 27 IINF04
54159 45 MAT01
54160 79 IINF05
54161 73 MAT01
54162 79 IINF05
54163 41 MAT01
54164 32 INGIND35
54165 94 MAT01
54166 97 IINF04
54167 76 MAT01
54168 90 CHIM02
54169 29 CHIM02
54170 58 IINF05
54171 31 INGIND35
54172 75 IINF04
54173 43 BIO10
54174 55 AGR03
54175 98 MED18
54176 55 INF01
54177 29 INGIND35
54178 54 IINF04
54179 16 BIO10
54180 10 MAT01
54181 66 IINF04
54182 5 IINF04
54183 99 INGIND35
54184 31 AGR03
54185 99 MED18
54186 8 IINF04
54187 33 INGIND35
54188 52 MED18
54189 23 INGIND35
54190 51 FIS01
54191 14 INGIND35
54192 89 FIS01
54193 15 MAT01
54194 78 FIS01
54195 57 BIO10
54196 31 INF01
54197 24 BIO10
54198 95 MAT01
54199 51 INGIND35
54200 54 INGIND35
54201 41 FIS01
54202 42 IINF04
54203 49 AGR03
54204 29 CHIM02
54205 44 INF01
54206 75 IINF05
54207 47 BIO10
54208 95 FIS01
54209 19 AGR03
54210 38 BIO10
54211 62 AGR03
54212 18 IINF05
54213 37 INGIND35
54214 55 INF01
54215 7 FIS01
54216 34 INGIND35
54217 11 IINF05
54218 44 MAT01
54219 7 CHIM02
54220 79 BIO10
54221 63 AGR03
54222 71 IINF05
54223 69 IINF05
54224 61 INF01
54225 78 FIS01
54226 51 AGR03
54227 35 IINF05
54228 15 INGIND35
54229 94 MAT01
54230 45 MED18
54231 57 CHIM02
54232 61 INF01
54233 93 AGR03
54234 98 IINF05
54235 6 BIO10
54236 98 MED18
54237 63 INGIND35
54238 43 IINF05
54239 40 FIS01
54240 71 INF01
54241 99 MAT01
54242 67 AGR03
54243 86 MAT01
54244 71 IINF05
54245 19 CHIM02
54246 79 AGR03
54247 21 BIO10
54248 37 INGIND35
54249 49 IINF05
54250 50 CHIM02
54251 3 CHIM02
54252 77 INF01
54253 22 IINF04
54254 61 FIS01
54255 79 BIO10
54256 17 AGR03
54257 54 MAT01
54258 5 CHIM02
54259 81 AGR03
54260 88 IINF04
54261 34 BIO10
54262 1 CHIM02
54263 100 INF01
54264 90 CHIM02
54265 98 FIS01
54266 93 BIO10
54267 88 MED18
54268 58 MED18
54269 82 INF01
54270 27 MAT01
54271 41 BIO10
54272 52 IINF05
54273 41 FIS01
54274 43 AGR03
54275 62 MED18
54276 93 BIO10
54277 10 CHIM02
54278 91 INGIND35
54279 9 INF01
54280 69 MAT01
54281 6 AGR03
54282 99 BIO10
54283 86 AGR03
54284 73 IINF04
54285 95 FIS01
54286 31 AGR03
54287 22 BIO10
54288 88 INF01
54289 44 INGIND35
54290 78 BIO10
54291 50 INF01
54292 45 BIO10
54293 63 INF01
54294 65 AGR03
54295 70 FIS01
54296 53 MED18
54297 97 IINF04
54298 70 FIS01
54299 77 FIS01
54300 90 IINF04
54301 1 FIS01
54302 37 IINF05
54303 51 IINF05
54304 74 IINF04
54305 43 FIS01
54306 13 AGR03
54307 85 MAT01
54308 49 INGIND35
54309 38 IINF04
54310 16 BIO10
54311 60 IINF04
54312 76 CHIM02
54313 73 IINF04
54314 84 MAT01
54315 56 INF01
54316 48 BIO10
54317 80 IINF05
54318 44 BIO10
54319 40 FIS01
54320 37 BIO10
54321 29 INF01
54322 71 IINF05
54323 37 INF01
54324 81 FIS01
54325 26 IINF04
54326 88 AGR03
54327 74 BIO10
54328 21 MAT01
54329 38 AGR03
54330 77 IINF04
54331 75 MED18
54332 89 FIS01
54333 9 INF01
54334 59 BIO10
54335 28 MAT01
54336 46 BIO10
54337 15 BIO10
54338 30 BIO10
54339 4 AGR03
54340 37 IINF05
54341 32 FIS01
54342 16 MAT01
54343 33 INGIND35
54344 42 AGR03
54345 90 CHIM02
54346 64 MAT01
54347 20 INGIND35
54348 79 CHIM02
54349 31 FIS01
54350 78 MED18
54351 68 IINF05
54352 90 INF01
54353 50 AGR03
54354 40 BIO10
54355 86 BIO10
54356 94 AGR03
54357 6 IINF05
54358 72 MAT01
54359 55 INF01
54360 54 CHIM02
54361 12 BIO10
54362 35 AGR03
54363 10 BIO10
54364 3 INF01
54365 13 INGIND35
54366 80 IINF04
54367 64 CHIM02
54368 65 BIO10
54369 82 INF01
54370 54 INF01
54371 14 IINF04
54372 91 AGR03
54373 24 AGR03
54374 26 MED18
54375 40 IINF04
54376 81 MAT01
54377 6 MAT01
54378 46 BIO10
54379 57 FIS01
54380 1 FIS01
54381 4 CHIM02
54382 62 MED18
54383 65 MAT01
54384 15 MAT01
54385 69 IINF05
54386 68 FIS01
54387 63 AGR03
54388 72 IINF05
54389 77 IINF05
54390 39 IINF04
54391 98 IINF05
54392 17 BIO10
54393 35 CHIM02
54394 66 INF01
54395 4 MAT01
54396 63 INF01
54397 7 INF01
54398 90 MAT01
54399 36 IINF05
54400 2 INGIND35
54401 76 INGIND35
54402 29 IINF05
54403 77 INF01
54404 3 MAT01
54405 76 MED18
54406 34 BIO10
54407 70 IINF04
54408 23 INGIND35
54409 19 IINF05
54410 97 INF01
54411 14 CHIM02
54412 15 MAT01
54413 92 IINF05
54414 86 MED18
54415 59 AGR03
54416 74 MAT01
54417 3 CHIM02
54418 28 MED18
54419 1 IINF04
54420 34 MAT01
54421 91 CHIM02
54422 85 BIO10
54423 87 MED18
54424 15 INGIND35
54425 18 BIO10
54426 18 MAT01
54427 72 MAT01
54428 33 IINF04
54429 76 MED18
54430 73 INF01
54431 75 IINF04
54432 50 BIO10
54433 67 AGR03
54434 66 MED18
54435 40 INGIND35
54436 93 IINF04
54437 59 FIS01
54438 20 MAT01
54439 93 IINF04
54440 5 MED18
54441 58 BIO10
54442 40 AGR03
54443 55 MAT01
54444 62 MED18
54445 19 MED18
54446 97 IINF05
54447 48 MED18
54448 47 MED18
54449 10 BIO10
54450 12 IINF04
54451 49 CHIM02
54452 71 IINF05
54453 85 INGIND35
54454 80 MED18
54455 70 CHIM02
54456 26 MED18
54457 32 MAT01
54458 47 IINF04
54459 25 IINF05
54460 21 BIO10
54461 55 INGIND35
54462 10 MAT01
54463 7 FIS01
54464 92 INF01
54465 52 IINF05
54466 54 AGR03
54467 20 INF01
54468 62 IINF05
54469 50 IINF05
54470 45 MED18
54471 91 IINF04
54472 24 IINF04
54473 95 IINF05
54474 33 FIS01
54475 95 CHIM02
54476 14 AGR03
54477 10 MED18
54478 74 INF01
54479 5 IINF04
54480 66 INGIND35
54481 52 INGIND35
54482 69 IINF04
54483 24 FIS01
54484 16 IINF05
54485 67 CHIM02
54486 46 MAT01
54487 26 CHIM02
54488 29 INF01
54489 46 FIS01
54490 9 IINF04
54491 48 IINF05
54492 84 MED18
54493 61 IINF05
54494 32 INF01
54495 14 CHIM02
54496 16 INGIND35
54497 49 INGIND35
54498 74 CHIM02
54499 47 IINF04
54500 73 CHIM02
54501 3 INGIND35
54502 26 INF01
54503 98 BIO10
54504 74 IINF04
54505 56 BIO10
54506 44 BIO10
54507 70 INGIND35
54508 85 BIO10
54509 4 CHIM02
54510 89 BIO10
54511 20 AGR03
54512 17 MAT01
54513 29 INF01
54514 21 AGR03
54515 45 MED18
54516 55 AGR03
54517 56 IINF05
54518 89 IINF05
54519 98 MAT01
54520 57 FIS01
54521 90 AGR03
54522 49 IINF04
54523 37 CHIM02
54524 30 CHIM02
54525 55 CHIM02
54526 69 AGR03
54527 87 CHIM02
54528 11 IINF04
54529 11 AGR03
54530 94 FIS01
54531 35 IINF05
54532 97 MED18
54533 69 IINF05
54534 98 INGIND35
54535 75 FIS01
54536 67 IINF05
54537 76 INF01
54538 97 CHIM02
54539 66 IINF05
54540 29 IINF04
54541 50 AGR03
54542 11 IINF05
54543 17 AGR03
54544 64 MAT01
54545 9 MED18
54546 16 INF01
54547 74 FIS01
54548 42 MED18
54549 31 AGR03
54550 10 MAT01
54551 52 MAT01
54552 19 INF01
54553 19 CHIM02
54554 18 IINF05
54555 88 IINF05
54556 3 INF01
54557 14 MED18
54558 93 BIO10
54559 55 MED18
54560 100 IINF04
54561 34 FIS01
54562 75 BIO10
54563 17 IINF04
54564 6 INF01
54565 100 AGR03
54566 12 FIS01
54567 16 INF01
54568 78 MED18
54569 17 CHIM02
54570 24 INF01
54571 76 IINF05
54572 64 MAT01
54573 27 IINF04
54574 39 FIS01
54575 87 INF01
54576 31 INGIND35
54577 62 IINF04
54578 28 FIS01
54579 77 AGR03
54580 60 CHIM02
54581 78 MAT01
54582 91 MED18
54583 1 MAT01
54584 41 CHIM02
54585 67 IINF05
54586 40 CHIM02
54587 64 BIO10
54588 18 INGIND35
54589 36 MED18
54590 67 MAT01
54591 100 CHIM02
54592 62 BIO10
54593 59 IINF05
54594 41 FIS01
54595 3 INGIND35
54596 81 MED18
54597 30 INGIND35
54598 45 MED18
54599 79 MED18
54600 58 FIS01
54601 63 IINF04
54602 8 INGIND35
54603 16 INF01
54604 44 MAT01
54605 63 AGR03
54606 40 IINF05
54607 72 MAT01
54608 85 FIS01
54609 42 FIS01
54610 38 INF01
54611 28 IINF05
54612 34 MAT01
54613 85 IINF05
54614 22 BIO10
54615 7 MAT01
54616 59 AGR03
54617 92 INGIND35
54618 82 MAT01
54619 66 INF01
54620 88 BIO10
54621 74 MAT01
54622 73 CHIM02
54623 47 INF01
54624 11 MED18
54625 49 IINF05
54626 15 CHIM02
54627 4 INF01
54628 45 IINF04
54629 20 FIS01
54630 32 CHIM02
54631 40 BIO10
54632 57 IINF05
54633 92 IINF04
54634 17 BIO10
54635 29 INGIND35
54636 77 INF01
54637 98 IINF04
54638 44 IINF04
54639 38 BIO10
54640 65 IINF04
54641 61 CHIM02
54642 9 INF01
54643 91 MAT01
54644 1 INF01
54645 88 MAT01
54646 3 AGR03
54647 26 MED18
54648 22 IINF04
54649 41 MAT01
54650 28 BIO10
54651 47 MAT01
54652 73 CHIM02
54653 91 AGR03
54654 67 FIS01
54655 92 INGIND35
54656 10 MAT01
54657 26 MAT01
54658 96 INF01
54659 66 IINF04
54660 26 MAT01
54661 19 IINF04
54662 5 MAT01
54663 85 CHIM02
54664 99 IINF05
54665 94 MED18
54666 50 INF01
54667 67 AGR03
54668 21 INGIND35
54669 59 INF01
54670 78 IINF05
54671 100 MAT01
54672 13 FIS01
54673 68 IINF05
54674 100 FIS01
54675 34 MED18
54676 26 INF01
54677 44 IINF04
54678 87 MAT01
54679 47 MAT01
54680 81 BIO10
54681 64 IINF04
54682 14 AGR03
54683 84 IINF05
54684 89 FIS01
54685 77 AGR03
54686 51 BIO10
54687 73 BIO10
54688 21 IINF05
54689 47 IINF05
54690 23 INF01
54691 97 INGIND35
54692 46 FIS01
54693 85 FIS01
54694 44 INGIND35
54695 36 IINF04
54696 70 AGR03
54697 87 AGR03
54698 49 MED18
54699 95 CHIM02
54700 22 CHIM02
54701 46 INF01
54702 80 IINF05
54703 16 CHIM02
54704 86 INF01
54705 40 IINF05
54706 20 INGIND35
54707 61 MED18
54708 55 CHIM02
54709 78 CHIM02
54710 66 CHIM02
54711 72 INGIND35
54712 28 MED18
54713 81 INGIND35
54714 66 IINF05
54715 7 MAT01
54716 19 INF01
54717 77 INF01
54718 96 BIO10
54719 68 INF01
54720 29 IINF04
54721 91 MAT01
54722 90 BIO10
54723 40 MAT01
54724 6 MAT01
54725 78 IINF04
54726 46 FIS01
54727 19 MAT01
54728 43 INF01
54729 5 AGR03
54730 86 CHIM02
54731 78 AGR03
54732 14 MED18
54733 61 FIS01
54734 96 MED18
54735 62 AGR03
54736 19 INF01
54737 74 IINF05
54738 39 IINF04
54739 98 CHIM02
54740 24 INF01
54741 17 FIS01
54742 85 AGR03
54743 93 CHIM02
54744 24 IINF04
54745 44 MAT01
54746 61 IINF04
54747 41 MAT01
54748 45 FIS01
54749 22 FIS01
54750 95 FIS01
54751 52 MAT01
54752 98 FIS01
54753 94 MAT01
54754 62 IINF05
54755 67 CHIM02
54756 99 MAT01
54757 63 INGIND35
54758 75 FIS01
54759 84 MED18
54760 66 CHIM02
54761 28 IINF04
54762 26 FIS01
54763 38 BIO10
54764 46 IINF05
54765 36 INF01
54766 79 MED18
54767 72 IINF04
54768 21 AGR03
54769 49 AGR03
54770 26 IINF04
54771 99 INF01
54772 46 FIS01
54773 7 MED18
54774 56 MED18
54775 38 MED18
54776 5 BIO10
54777 74 IINF05
54778 26 MAT01
54779 37 FIS01
54780 35 INF01
54781 83 MAT01
54782 91 IINF05
54783 28 IINF04
54784 77 CHIM02
54785 20 FIS01
54786 22 FIS01
54787 12 AGR03
54788 44 INGIND35
54789 44 AGR03
54790 42 CHIM02
54791 33 FIS01
54792 58 AGR03
54793 51 INGIND35
54794 22 AGR03
54795 1 IINF04
54796 77 AGR03
54797 6 AGR03
54798 70 MED18
54799 75 IINF04
54800 12 INF01
54801 38 INGIND35
54802 30 AGR03
54803 30 IINF05
54804 8 CHIM02
54805 79 FIS01
54806 36 INGIND35
54807 68 AGR03
54808 81 MED18
54809 7 MED18
54810 3 AGR03
54811 48 INGIND35
54812 53 FIS01
54813 34 IINF04
54814 69 INGIND35
54815 38 MED18
54816 4 INF01
54817 46 CHIM02
54818 79 IINF05
54819 31 MED18
54820 66 CHIM02
54821 36 CHIM02
54822 78 IINF04
54823 50 INGIND35
54824 35 BIO10
54825 90 INF01
54826 12 IINF05
54827 44 MED18
54828 54 INF01
54829 51 FIS01
54830 7 CHIM02
54831 34 INF01
54832 74 BIO10
54833 72 MED18
54834 33 FIS01
54835 9 INGIND35
54836 10 INF01
54837 40 CHIM02
54838 36 INF01
54839 98 FIS01
54840 7 MED18
54841 37 IINF04
54842 42 CHIM02
54843 74 BIO10
54844 100 MED18
54845 54 IINF05
54846 95 AGR03
54847 26 INF01
54848 67 MED18
54849 79 AGR03
54850 15 FIS01
54851 35 IINF04
54852 73 BIO10
54853 96 IINF04
54854 60 IINF04
54855 20 INGIND35
54856 46 BIO10
54857 14 CHIM02
54858 18 IINF05
54859 66 BIO10
54860 55 IINF05
54861 65 MAT01
54862 83 INF01
54863 80 CHIM02
54864 49 CHIM02
54865 16 AGR03
54866 14 MED18
54867 10 IINF05
54868 48 AGR03
54869 98 CHIM02
54870 70 CHIM02
54871 85 MAT01
54872 45 INGIND35
54873 58 AGR03
54874 71 IINF04
54875 92 IINF04
54876 23 MED18
54877 28 BIO10
54878 6 MED18
54879 56 IINF04
54880 42 AGR03
54881 61 MED18
54882 74 MED18
54883 31 INF01
54884 82 IINF04
54885 92 IINF04
54886 25 AGR03
54887 38 CHIM02
54888 59 FIS01
54889 49 IINF05
54890 11 BIO10
54891 45 FIS01
54892 49 MAT01
54893 13 CHIM02
54894 77 AGR03
54895 1 BIO10
54896 11 BIO10
54897 85 BIO10
54898 70 FIS01
54899 77 IINF04
54900 26 INF01
54901 22 MED18
54902 79 AGR03
54903 72 INF01
54904 23 INGIND35
54905 51 MAT01
54906 36 BIO10
54907 35 IINF04
54908 16 MAT01
54909 91 INGIND35
54910 5 AGR03
54911 97 IINF05
54912 54 MAT01
54913 70 MED18
54914 31 INF01
54915 4 INF01
54916 28 BIO10
54917 55 IINF04
54918 60 BIO10
54919 22 IINF05
54920 48 INF01
54921 97 FIS01
54922 31 INGIND35
54923 84 FIS01
54924 38 AGR03
54925 59 INF01
54926 95 FIS01
54927 10 INF01
54928 46 IINF05
54929 44 AGR03
54930 55 IINF04
54931 39 INGIND35
54932 11 FIS01
54933 40 FIS01
54934 64 MED18
54935 22 IINF05
54936 90 IINF05
54937 16 IINF04
54938 20 MED18
54939 3 INGIND35
54940 43 FIS01
54941 93 INGIND35
54942 1 IINF05
54943 95 BIO10
54944 74 INGIND35
54945 8 IINF05
54946 55 MAT01
54947 81 FIS01
54948 55 INGIND35
54949 57 CHIM02
54950 83 FIS01
54951 26 FIS01
54952 49 BIO10
54953 59 AGR03
54954 49 AGR03
54955 20 AGR03
54956 67 IINF05
54957 13 IINF04
54958 94 BIO10
54959 16 AGR03
54960 63 INF01
54961 73 IINF04
54962 4 FIS01
54963 55 IINF05
54964 20 INGIND35
54965 40 MAT01
54966 23 IINF05
54967 36 INF01
54968 36 CHIM02
54969 10 IINF04
54970 22 INF01
54971 82 FIS01
54972 68 AGR03
54973 40 FIS01
54974 84 INGIND35
54975 58 INF01
54976 47 CHIM02
54977 34 MED18
54978 12 INGIND35
54979 53 FIS01
54980 41 CHIM02
54981 56 INF01
54982 30 IINF04
54983 94 AGR03
54984 38 INF01
54985 17 IINF05
54986 52 IINF04
54987 25 FIS01
54988 19 IINF05
54989 3 MED18
54990 32 CHIM02
54991 45 CHIM02
54992 83 MED18
54993 1 AGR03
54994 54 IINF04
54995 10 MAT01
54996 89 IINF04
54997 81 INF01
54998 60 FIS01
54999 9 BIO10
55000 96 CHIM02
55001 8 FIS01
55002 65 BIO10
55003 35 BIO10
55004 83 AGR03
55005 27 INGIND35
55006 4 IINF05
55007 58 MAT01
55008 73 AGR03
55009 68 CHIM02
55010 2 AGR03
55011 82 MAT01
55012 30 AGR03
55013 74 FIS01
55014 69 BIO10
55015 78 BIO10
55016 66 IINF05
55017 61 AGR03
55018 71 AGR03
55019 83 MED18
55020 65 BIO10
55021 44 BIO10
55022 8 MAT01
55023 13 FIS01
55024 40 MED18
55025 81 IINF04
55026 67 INF01
55027 74 MED18
55028 83 MED18
55029 80 AGR03
55030 46 BIO10
55031 39 AGR03
55032 62 MED18
55033 37 MED18
55034 79 AGR03
55035 49 AGR03
55036 38 IINF05
55037 87 INGIND35
55038 74 AGR03
55039 38 BIO10
55040 5 INGIND35
55041 76 INF01
55042 73 MAT01
55043 4 CHIM02
55044 37 IINF05
55045 58 CHIM02
55046 21 MAT01
55047 2 IINF05
55048 82 BIO10
55049 16 MAT01
55050 81 AGR03
55051 93 INF01
55052 11 INGIND35
55053 66 INGIND35
55054 32 MED18
55055 69 BIO10
55056 11 INGIND35
55057 68 IINF04
55058 93 MED18
55059 38 BIO10
55060 57 BIO10
55061 66 MED18
55062 3 MAT01
55063 1 MED18
55064 34 MED18
55065 19 BIO10
55066 47 INF01
55067 49 BIO10
55068 41 IINF05
55069 69 INF01
55070 47 MAT01
55071 49 AGR03
55072 100 INGIND35
55073 48 MAT01
55074 70 IINF04
55075 6 BIO10
55076 45 CHIM02
55077 67 BIO10
55078 54 IINF04
55079 11 FIS01
55080 49 AGR03
55081 57 INGIND35
55082 97 INF01
55083 78 MAT01
55084 97 CHIM02
55085 45 IINF05
55086 81 BIO10
55087 11 CHIM02
55088 71 INF01
55089 47 INGIND35
55090 13 IINF05
55091 33 IINF05
55092 43 INGIND35
55093 58 CHIM02
55094 36 FIS01
55095 36 MAT01
55096 2 BIO10
55097 85 MED18
55098 10 AGR03
55099 84 IINF04
55100 78 IINF05
55101 32 BIO10
55102 21 MAT01
55103 78 CHIM02
55104 20 FIS01
55105 63 INGIND35
55106 25 CHIM02
55107 87 IINF04
55108 53 BIO10
55109 43 IINF05
55110 95 AGR03
55111 39 AGR03
55112 76 FIS01
55113 42 FIS01
55114 43 CHIM02
55115 79 FIS01
55116 23 BIO10
55117 81 MAT01
55118 40 AGR03
55119 46 BIO10
55120 73 CHIM02
55121 54 MAT01
55122 60 BIO10
55123 87 IINF05
55124 84 MED18
55125 84 FIS01
55126 78 INF01
55127 57 MED18
55128 10 MED18
55129 35 BIO10
55130 55 CHIM02
55131 13 BIO10
55132 99 MAT01
55133 2 AGR03
55134 30 FIS01
55135 22 CHIM02
55136 8 INGIND35
55137 71 IINF04
55138 64 BIO10
55139 66 MED18
55140 27 FIS01
55141 52 INGIND35
55142 29 MAT01
55143 33 INF01
55144 86 MED18
55145 90 BIO10
55146 65 MED18
55147 68 IINF05
55148 44 BIO10
55149 54 CHIM02
55150 1 IINF04
55151 56 MED18
55152 33 AGR03
55153 19 CHIM02
55154 5 CHIM02
55155 13 IINF04
55156 24 INGIND35
55157 20 INF01
55158 73 INF01
55159 34 BIO10
55160 28 AGR03
55161 99 AGR03
55162 76 BIO10
55163 83 IINF05
55164 20 IINF04
55165 89 IINF05
55166 95 INF01
55167 30 IINF05
55168 45 INGIND35
55169 34 CHIM02
55170 40 IINF04
55171 66 AGR03
55172 5 FIS01
55173 12 INF01
55174 15 IINF05
55175 85 IINF04
55176 90 AGR03
55177 27 MAT01
55178 4 CHIM02
55179 24 BIO10
55180 60 FIS01
55181 38 INF01
55182 32 INGIND35
