5000 INGIND35 100
81445 81 IINF05
81446 87 FIS01
81447 17 CHIM02
81448 48 INGIND35
81449 82 MAT01
81450 66 IINF05
81451 32 FIS01
81452 70 MED18
81453 20 BIO10
81454 10 INF01
81455 22 AGR03
81456 69 IINF04
81457 24 MED18
81458 43 INGIND35
81459 60 AGR03
81460 77 IINF05
81461 38 MED18
81462 6 CHIM02
81463 64 MED18
81464 59 BIO10
81465 27 IINF04
81466 39 IINF05
81467 57 IINF04
81468 90 FIS01
81469 13 MED18
81470 83 AGR03
81471 52 INGIND35
81472 39 MAT01
81473 29 BIO10
81474 59 AGR03
81475 62 MAT01
81476 10 INF01
81477 67 BIO10
81478 22 MAT01
81479 92 AGR03
81480 98 IINF05
81481 66 AGR03
81482 34 INGIND35
81483 25 FIS01
81484 79 INGIND35
81485 45 CHIM02
81486 6 AGR03
81487 21 MAT01
81488 84 MAT01
81489 1 FIS01
81490 17 MAT01
81491 77 INGIND35
81492 17 MAT01
81493 71 MED18
81494 88 AGR03
81495 5 CHIM02
81496 73 IINF04
81497 97 IINF05
81498 56 CHIM02
81499 8 INGIND35
81500 34 IINF04
81501 10 INF01
81502 65 IINF05
81503 50 MAT01
81504 67 BIO10
81505 28 INF01
81506 76 INF01
81507 21 INGIND35
81508 24 IINF05
81509 33 MED18
81510 13 IINF05
81511 40 AGR03
81512 82 CHIM02
81513 51 FIS01
81514 60 IINF04
81515 78 IINF04
81516 58 IINF05
81517 50 MAT01
81518 50 BIO10
81519 67 INF01
81520 72 CHIM02
81521 34 IINF04
81522 50 IINF04
81523 70 INF01
81524 93 AGR03
81525 7 MED18
81526 99 INF01
81527 52 INGIND35
81528 71 FIS01
81529 33 BIO10
81530 95 INF01
81531 58 CHIM02
81532 29 IINF05
81533 43 AGR03
81534 50 IINF05
81535 72 IINF04
81536 52 IINF04
81537 60 AGR03
81538 25 AGR03
81539 80 INF01
81540 22 MED18
81541 42 IINF05
81542 74 AGR03
81543 36 IINF05
81544 50 FIS01
81545 58 FIS01
81546 60 IINF05
81547 89 BIO10
81548 29 CHIM02
81549 14 AGR03
81550 81 AGR03
81551 3 BIO10
81552 32 FIS01
81553 98 AGR03
81554 85 IINF04
81555 71 IINF04
81556 89 INGIND35
81557 83 CHIM02
81558 27 BIO10
81559 20 INGIND35
81560 39 MED18
81561 44 BIO10
81562 51 AGR03
81563 6 MAT01
81564 51 MAT01
81565 24 BIO10
81566 10 FIS01
81567 91 IINF04
81568 70 IINF04
81569 58 INGIND35
81570 57 AGR03
81571 60 MED18
81572 21 INF01
81573 60 IINF04
81574 27 AGR03
81575 31 INGIND35
81576 13 CHIM02
81577 38 INGIND35
81578 93 MAT01
81579 49 MED18
81580 69 MAT01
81581 62 BIO10
81582 32 MAT01
81583 72 INGIND35
81584 78 INGIND35
81585 84 FIS01
81586 61 FIS01
81587 78 BIO10
81588 12 MED18
81589 10 MAT01
81590 92 CHIM02
81591 28 FIS01
81592 32 MED18
81593 6 MED18
81594 65 FIS01
81595 33 CHIM02
81596 96 CHIM02
81597 94 FIS01
81598 13 BIO10
81599 100 FIS01
81600 50 IINF04
81601 48 INF01
81602 5 INGIND35
81603 82 MAT01
81604 12 CHIM02
81605 72 IINF05
81606 44 MED18
81607 86 CHIM02
81608 34 AGR03
81609 40 AGR03
81610 4 INGIND35
81611 14 MAT01
81612 69 IINF05
81613 98 IINF05
81614 74 FIS01
81615 24 IINF04
81616 11 CHIM02
81617 12 FIS01
81618 53 INGIND35
81619 87 CHIM02
81620 73 MAT01
81621 81 BIO10
81622 93 MED18
81623 54 INGIND35
81624 8 BIO10
81625 3 IINF05
81626 56 BIO10
81627 23 INGIND35
81628 98 INGIND35
81629 82 IINF05
81630 68 IINF05
81631 36 INGIND35
81632 4 BIO10
81633 12 BIO10
81634 23 IINF04
81635 27 INF01
81636 53 IINF04
81637 37 MED18
81638 63 FIS01
81639 63 BIO10
81640 34 IINF04
81641 14 INF01
81642 85 CHIM02
81643 15 FIS01
81644 34 IINF05
81645 100 AGR03
81646 22 BIO10
81647 1 IINF05
81648 59 FIS01
81649 52 INF01
81650 69 INF01
81651 86 INF01
81652 6 IINF04
81653 10 CHIM02
81654 70 INF01
81655 83 FIS01
81656 42 MAT01
81657 49 IINF04
81658 30 BIO10
81659 5 INF01
81660 17 IINF04
81661 53 FIS01
81662 85 INGIND35
81663 80 BIO10
81664 3 INGIND35
81665 21 AGR03
81666 76 AGR03
81667 32 INGIND35
81668 15 MAT01
81669 25 IINF04
81670 5 INGIND35
81671 95 IINF04
81672 26 MED18
81673 93 FIS01
81674 45 FIS01
81675 98 BIO10
81676 52 MAT01
81677 2 MED18
81678 86 AGR03
81679 95 AGR03
81680 69 BIO10
81681 98 BIO10
81682 86 CHIM02
81683 28 AGR03
81684 70 CHIM02
81685 99 CHIM02
81686 34 IINF04
81687 31 MAT01
81688 72 CHIM02
81689 48 CHIM02
81690 61 AGR03
81691 33 INGIND35
81692 88 FIS01
81693 32 MED18
81694 48 CHIM02
81695 84 FIS01
81696 86 INF01
81697 31 INF01
81698 54 FIS01
81699 10 IINF05
81700 19 BIO10
81701 10 MAT01
81702 93 INGIND35
81703 61 INF01
81704 68 FIS01
81705 71 IINF05
81706 46 IINF04
81707 95 IINF05
81708 26 INF01
81709 40 AGR03
81710 68 INF01
81711 61 MAT01
81712 16 INF01
81713 92 CHIM02
81714 88 INF01
81715 5 MED18
81716 10 INGIND35
81717 27 FIS01
81718 78 MED18
81719 3 IINF04
81720 51 FIS01
81721 59 INGIND35
81722 44 AGR03
81723 61 INGIND35
81724 13 FIS01
81725 39 AGR03
81726 64 IINF04
81727 93 INGIND35
81728 98 INGIND35
81729 37 MED18
81730 88 MED18
81731 95 IINF04
81732 51 MAT01
81733 70 INF01
81734 98 IINF04
81735 18 AGR03
81736 22 MAT01
81737 77 AGR03
81738 78 IINF05
81739 6 MED18
81740 12 FIS01
81741 68 IINF05
81742 92 AGR03
81743 60 MED18
81744 100 IINF05
81745 66 INGIND35
81746 65 BIO10
81747 73 INF01
81748 22 IINF04
81749 45 IINF05
81750 4 MAT01
81751 38 BIO10
81752 95 BIO10
81753 78 INF01
81754 5 AGR03
81755 65 FIS01
81756 55 IINF05
81757 12 FIS01
81758 29 INGIND35
81759 37 MED18
81760 15 MAT01
81761 20 MED18
81762 46 MED18
81763 74 BIO10
81764 96 FIS01
81765 79 IINF05
81766 99 IINF04
81767 92 MAT01
81768 2 FIS01
81769 95 INF01
81770 73 BIO10
81771 56 MAT01
81772 69 IINF04
81773 97 IINF04
81774 42 INGIND35
81775 49 FIS01
81776 22 AGR03
81777 3 AGR03
81778 81 AGR03
81779 20 IINF05
81780 1 CHIM02
81781 7 AGR03
81782 74 MED18
81783 74 INGIND35
81784 69 MED18
81785 8 IINF04
81786 18 INF01
81787 26 FIS01
81788 46 IINF05
81789 28 CHIM02
81790 91 AGR03
81791 45 INF01
81792 59 CHIM02
81793 56 IINF04
81794 70 FIS01
81795 16 INF01
81796 18 IINF04
81797 91 MAT01
81798 16 AGR03
81799 79 BIO10
81800 56 INF01
81801 47 IINF04
81802 60 CHIM02
81803 58 MED18
81804 18 INF01
81805 64 BIO10
81806 53 FIS01
81807 24 INGIND35
81808 47 IINF05
81809 70 INGIND35
81810 16 IINF04
81811 80 IINF04
81812 13 INGIND35
81813 82 CHIM02
81814 73 FIS01
81815 42 INF01
81816 84 CHIM02
81817 63 INF01
81818 33 MED18
81819 90 INF01
81820 46 INGIND35
81821 39 INF01
81822 20 MED18
81823 83 IINF05
81824 29 IINF04
81825 95 IINF05
81826 71 IINF05
81827 41 AGR03
81828 62 IINF04
81829 98 IINF05
81830 31 MAT01
81831 2 MAT01
81832 96 FIS01
81833 95 BIO10
81834 75 FIS01
81835 26 FIS01
81836 60 IINF04
81837 39 CHIM02
81838 51 AGR03
81839 84 IINF04
81840 74 MAT01
81841 73 IINF05
81842 83 INF01
81843 77 CHIM02
81844 94 AGR03
81845 28 MAT01
81846 73 INF01
81847 81 AGR03
81848 50 AGR03
81849 52 IINF04
81850 74 FIS01
81851 1 AGR03
81852 78 FIS01
81853 43 MED18
81854 64 INF01
81855 43 IINF05
81856 46 MED18
81857 66 MED18
81858 86 MAT01
81859 46 AGR03
81860 37 INGIND35
81861 24 INF01
81862 6 MED18
81863 91 FIS01
81864 28 MED18
81865 8 INGIND35
81866 55 MED18
81867 77 MAT01
81868 62 AGR03
81869 52 INF01
81870 54 MED18
81871 37 MED18
81872 23 INGIND35
81873 24 INGIND35
81874 82 INF01
81875 25 CHIM02
81876 71 AGR03
81877 52 CHIM02
81878 61 INGIND35
81879 25 AGR03
81880 34 CHIM02
81881 57 BIO10
81882 37 FIS01
81883 22 MED18
81884 18 CHIM02
81885 77 IINF05
81886 51 MAT01
81887 48 MED18
81888 38 IINF05
81889 74 CHIM02
81890 89 BIO10
81891 65 BIO10
81892 20 MAT01
81893 67 INGIND35
81894 2 MAT01
81895 66 MAT01
81896 84 INF01
81897 34 CHIM02
81898 53 AGR03
81899 80 IINF05
81900 36 INF01
81901 11 BIO10
81902 13 INF01
81903 51 INGIND35
81904 79 BIO10
81905 84 AGR03
81906 67 INGIND35
81907 50 INGIND35
81908 46 AGR03
81909 60 INF01
81910 37 BIO10
81911 6 BIO10
81912 6 INGIND35
81913 3 INGIND35
81914 20 INF01
81915 97 BIO10
81916 79 MED18
81917 95 INF01
81918 53 AGR03
81919 98 INF01
81920 27 IINF05
81921 10 MED18
81922 10 CHIM02
81923 37 INGIND35
81924 11 INF01
81925 42 CHIM02
81926 14 FIS01
81927 16 MAT01
81928 57 BIO10
81929 21 IINF04
81930 82 IINF05
81931 81 IINF05
81932 25 INGIND35
81933 38 IINF04
81934 98 INGIND35
81935 63 IINF05
81936 23 INGIND35
81937 38 MED18
81938 54 AGR03
81939 41 MED18
81940 18 MAT01
81941 55 INGIND35
81942 73 IINF04
81943 1 IINF04
81944 58 INGIND35
81945 78 CHIM02
81946 17 MAT01
81947 59 INF01
81948 10 IINF04
81949 95 BIO10
81950 18 FIS01
81951 50 MED18
81952 36 AGR03
81953 83 MED18
81954 67 IINF05
81955 96 MAT01
81956 39 FIS01
81957 9 MAT01
81958 62 IINF04
81959 83 MAT01
81960 5 INGIND35
81961 79 IINF04
81962 11 MED18
81963 76 FIS01
81964 59 IINF04
81965 11 CHIM02
81966 59 FIS01
81967 72 IINF04
81968 88 MED18
81969 12 INF01
81970 31 MED18
81971 51 CHIM02
81972 89 INF01
81973 61 CHIM02
81974 44 IINF05
81975 56 FIS01
81976 5 BIO10
81977 65 IINF04
81978 29 INF01
81979 60 MED18
81980 44 FIS01
81981 13 FIS01
81982 56 AGR03
81983 81 FIS01
81984 4 INF01
81985 31 BIO10
81986 76 BIO10
81987 88 MED18
81988 34 IINF05
81989 32 MAT01
81990 63 IINF04
81991 74 IINF05
81992 60 INGIND35
81993 97 FIS01
81994 45 FIS01
81995 7 AGR03
81996 55 IINF04
81997 71 MED18
81998 4 INGIND35
81999 11 IINF05
82000 72 CHIM02
82001 48 INGIND35
82002 28 MAT01
82003 65 IINF04
82004 21 INGIND35
82005 58 IINF04
82006 62 AGR03
82007 37 INF01
82008 100 IINF05
82009 44 IINF05
82010 100 MAT01
82011 27 INGIND35
82012 96 IINF04
82013 13 FIS01
82014 86 AGR03
82015 32 AGR03
82016 67 CHIM02
82017 74 MED18
82018 73 INF01
82019 13 FIS01
82020 40 CHIM02
82021 49 AGR03
82022 29 INGIND35
82023 30 BIO10
82024 40 INF01
82025 7 MAT01
82026 8 BIO10
82027 97 INGIND35
82028 16 IINF05
82029 28 AGR03
82030 83 MAT01
82031 5 IINF05
82032 83 BIO10
82033 44 FIS01
82034 65 AGR03
82035 53 MED18
82036 63 MED18
82037 7 FIS01
82038 4 INF01
82039 93 MAT01
82040 58 MED18
82041 54 BIO10
82042 67 IINF05
82043 17 IINF05
82044 42 IINF04
82045 14 CHIM02
82046 80 IINF05
82047 58 CHIM02
82048 41 CHIM02
82049 65 MED18
82050 65 FIS01
82051 48 MAT01
82052 65 IINF04
82053 66 BIO10
82054 100 AGR03
82055 57 CHIM02
82056 17 CHIM02
82057 55 IINF04
82058 32 IINF04
82059 39 IINF05
82060 59 INGIND35
82061 20 FIS01
82062 64 CHIM02
82063 12 INF01
82064 86 CHIM02
82065 36 FIS01
82066 70 FIS01
82067 49 INGIND35
82068 90 MED18
82069 33 INGIND35
82070 88 FIS01
82071 68 MED18
82072 13 IINF05
82073 13 CHIM02
82074 92 BIO10
82075 43 AGR03
82076 93 INF01
82077 48 IINF04
82078 29 INF01
82079 22 MAT01
82080 84 INGIND35
82081 66 IINF04
82082 26 FIS01
82083 50 CHIM02
82084 36 MAT01
82085 46 MAT01
82086 29 FIS01
82087 79 INF01
82088 13 MED18
82089 93 BIO10
82090 30 MED18
82091 75 INGIND35
82092 72 MED18
82093 48 CHIM02
82094 91 CHIM02
82095 5 MAT01
82096 39 BIO10
82097 84 IINF04
82098 34 MED18
82099 3 FIS01
82100 53 MED18
82101 76 BIO10
82102 69 MED18
82103 11 INF01
82104 87 FIS01
82105 21 MED18
82106 26 INGIND35
82107 71 INGIND35
82108 76 AGR03
82109 12 AGR03
82110 49 FIS01
82111 37 AGR03
82112 32 CHIM02
82113 29 IINF04
82114 42 INGIND35
82115 43 INGIND35
82116 19 IINF04
82117 26 FIS01
82118 15 MED18
82119 72 IINF04
82120 41 IINF05
82121 20 IINF04
82122 50 CHIM02
82123 49 IINF04
82124 10 INF01
82125 42 CHIM02
82126 81 AGR03
82127 60 CHIM02
82128 28 MED18
82129 45 IINF04
82130 6 INF01
82131 63 AGR03
82132 80 BIO10
82133 35 FIS01
82134 12 INF01
82135 59 MAT01
82136 25 CHIM02
82137 67 MED18
82138 90 MED18
82139 42 FIS01
82140 74 AGR03
82141 33 FIS01
82142 42 CHIM02
82143 26 MAT01
82144 26 IINF05
82145 30 CHIM02
82146 98 AGR03
82147 51 MAT01
82148 92 IINF04
82149 31 FIS01
82150 65 INGIND35
82151 54 IINF04
82152 51 INF01
82153 99 CHIM02
82154 33 IINF04
82155 45 IINF04
82156 97 AGR03
82157 31 MAT01
82158 16 MAT01
82159 99 AGR03
82160 63 IINF04
82161 28 INF01
82162 68 IINF05
82163 32 BIO10
82164 41 MAT01
82165 58 BIO10
82166 90 AGR03
82167 19 AGR03
82168 27 MED18
82169 17 INF01
82170 28 CHIM02
82171 90 BIO10
82172 55 IINF05
82173 44 MED18
82174 65 INGIND35
82175 99 FIS01
82176 41 MAT01
82177 29 BIO10
82178 18 CHIM02
82179 76 MED18
82180 80 BIO10
82181 4 INGIND35
82182 81 BIO10
82183 12 INF01
82184 54 AGR03
82185 12 INF01
82186 40 INGIND35
82187 89 MAT01
82188 48 IINF04
82189 86 INF01
82190 58 CHIM02
82191 49 INF01
82192 42 BIO10
82193 13 INGIND35
82194 68 IINF04
82195 93 INF01
82196 37 MED18
82197 13 FIS01
82198 87 BIO10
82199 5 IINF04
82200 25 INGIND35
82201 78 MED18
82202 62 INGIND35
82203 88 IINF04
82204 94 FIS01
82205 56 MAT01
82206 100 MED18
82207 75 CHIM02
82208 79 INGIND35
82209 59 IINF04
82210 43 BIO10
82211 73 CHIM02
82212 71 MAT01
82213 20 CHIM02
82214 49 IINF05
82215 14 INGIND35
82216 22 MAT01
82217 68 CHIM02
82218 71 CHIM02
82219 92 MAT01
82220 61 FIS01
82221 57 INF01
82222 9 INF01
82223 41 MAT01
82224 23 MAT01
82225 3 IINF04
82226 75 BIO10
82227 4 AGR03
82228 40 INF01
82229 57 AGR03
82230 38 IINF04
82231 61 MED18
82232 66 BIO10
82233 48 INF01
82234 18 IINF05
82235 87 IINF05
82236 68 FIS01
82237 54 IINF05
82238 25 INF01
82239 94 IINF04
82240 75 FIS01
82241 58 IINF04
82242 47 CHIM02
82243 69 INF01
82244 20 INF01
82245 7 INGIND35
82246 99 INGIND35
82247 66 BIO10
82248 34 FIS01
82249 94 BIO10
82250 36 INGIND35
82251 59 FIS01
82252 90 MED18
82253 12 MAT01
82254 84 IINF04
82255 40 MAT01
82256 67 MED18
82257 96 INF01
82258 5 IINF05
82259 58 IINF04
82260 36 BIO10
82261 14 INGIND35
82262 57 MAT01
82263 40 INGIND35
82264 85 IINF04
82265 91 IINF05
82266 11 INF01
82267 51 INGIND35
82268 5 IINF05
82269 32 FIS01
82270 66 IINF04
82271 14 AGR03
82272 20 AGR03
82273 82 IINF04
82274 4 IINF05
82275 76 FIS01
82276 83 MED18
82277 74 BIO10
82278 50 BIO10
82279 48 INF01
82280 42 INF01
82281 53 IINF04
82282 49 AGR03
82283 60 INF01
82284 50 CHIM02
82285 72 BIO10
82286 46 MED18
82287 70 AGR03
82288 10 INF01
82289 65 CHIM02
82290 87 IINF04
82291 1 CHIM02
82292 36 INF01
82293 71 IINF04
82294 47 INGIND35
82295 92 IINF04
82296 50 AGR03
82297 98 CHIM02
82298 23 BIO10
82299 54 INF01
82300 90 MAT01
82301 53 AGR03
82302 97 MAT01
82303 70 INGIND35
82304 5 IINF04
82305 45 AGR03
82306 27 IINF05
82307 14 INGIND35
82308 31 FIS01
82309 98 INF01
82310 47 INGIND35
82311 50 FIS01
82312 49 INGIND35
82313 41 IINF05
82314 82 BIO10
82315 17 INF01
82316 32 FIS01
82317 50 MAT01
82318 48 BIO10
82319 3 IINF04
82320 100 IINF05
82321 69 MAT01
82322 62 MAT01
82323 39 CHIM02
82324 72 AGR03
82325 53 IINF05
82326 41 MAT01
82327 19 FIS01
82328 22 IINF04
82329 72 CHIM02
82330 26 IINF04
82331 58 INGIND35
82332 16 AGR03
82333 52 MAT01
82334 2 BIO10
82335 21 BIO10
82336 1 AGR03
82337 78 AGR03
82338 28 IINF04
82339 60 MED18
82340 95 INGIND35
82341 30 INGIND35
82342 62 MAT01
82343 79 MAT01
82344 95 FIS01
82345 22 IINF04
82346 4 INGIND35
82347 23 AGR03
82348 85 IINF04
82349 28 BIO10
82350 16 BIO10
82351 93 MED18
82352 72 BIO10
82353 77 INF01
82354 87 BIO10
82355 24 CHIM02
82356 52 FIS01
82357 55 IINF04
82358 42 INF01
82359 50 IINF05
82360 34 IINF05
82361 47 INF01
82362 40 INF01
82363 76 IINF05
82364 63 AGR03
82365 26 INF01
82366 33 IINF05
82367 67 INGIND35
82368 1 CHIM02
82369 68 MED18
82370 6 CHIM02
82371 9 MAT01
82372 61 INGIND35
82373 94 IINF05
82374 62 BIO10
82375 56 IINF04
82376 39 IINF04
82377 56 IINF04
82378 85 MAT01
82379 68 MED18
82380 11 IINF04
82381 8 IINF04
82382 65 INF01
82383 9 INGIND35
82384 85 INGIND35
82385 49 FIS01
82386 94 IINF04
82387 85 BIO10
82388 58 AGR03
82389 57 FIS01
82390 100 BIO10
82391 56 MED18
82392 98 INF01
82393 61 AGR03
82394 12 FIS01
82395 17 IINF04
82396 93 MAT01
82397 22 INF01
82398 25 BIO10
82399 58 MAT01
82400 84 INGIND35
82401 29 CHIM02
82402 22 INF01
82403 6 FIS01
82404 25 BIO10
82405 42 IINF05
82406 97 MED18
82407 61 IINF05
82408 33 INGIND35
82409 38 BIO10
82410 56 INGIND35
82411 19 FIS01
82412 85 FIS01
82413 10 MAT01
82414 39 AGR03
82415 97 MAT01
82416 3 INGIND35
82417 89 INF01
82418 9 MED18
82419 87 AGR03
82420 91 IINF04
82421 37 MED18
82422 9 INGIND35
82423 13 CHIM02
82424 73 MED18
82425 9 AGR03
82426 24 FIS01
82427 63 FIS01
82428 98 MAT01
82429 76 MED18
82430 26 IINF05
82431 30 IINF05
82432 15 FIS01
82433 11 MAT01
82434 6 MED18
82435 26 MED18
82436 56 MAT01
82437 91 IINF04
82438 53 BIO10
82439 31 INGIND35
82440 57 MED18
82441 99 IINF05
82442 74 INGIND35
82443 35 AGR03
82444 91 INF01
82445 17 INGIND35
82446 34 CHIM02
82447 77 FIS01
82448 27 INGIND35
82449 50 MED18
82450 75 MAT01
82451 71 FIS01
82452 49 FIS01
82453 2 IINF05
82454 65 FIS01
82455 93 IINF05
82456 41 IINF05
82457 90 AGR03
82458 64 AGR03
82459 17 MED18
82460 9 MAT01
82461 32 MAT01
82462 15 AGR03
82463 21 MAT01
82464 64 MAT01
82465 65 INF01
82466 99 IINF05
82467 91 INGIND35
82468 43 CHIM02
82469 57 IINF05
82470 5 INF01
82471 31 FIS01
82472 22 INGIND35
82473 5 MAT01
82474 85 CHIM02
82475 4 CHIM02
82476 93 INF01
82477 99 IINF05
82478 91 FIS01
82479 98 MED18
82480 70 FIS01
82481 61 BIO10
82482 90 IINF05
82483 83 BIO10
82484 46 CHIM02
82485 32 AGR03
82486 38 AGR03
82487 65 FIS01
82488 42 MAT01
82489 34 MED18
82490 88 IINF04
82491 51 IINF05
82492 58 INGIND35
82493 82 INGIND35
82494 86 IINF04
82495 68 IINF05
82496 13 AGR03
82497 40 FIS01
82498 95 MAT01
82499 86 FIS01
82500 63 FIS01
82501 64 FIS01
82502 57 BIO10
82503 74 INF01
82504 62 IINF05
82505 82 IINF04
82506 8 MED18
82507 54 BIO10
82508 74 AGR03
82509 67 BIO10
82510 31 BIO10
82511 4 INGIND35
82512 62 FIS01
82513 77 INF01
82514 50 INGIND35
82515 92 IINF05
82516 51 IINF04
82517 62 IINF04
82518 48 CHIM02
82519 80 INGIND35
82520 34 AGR03
82521 2 IINF05
82522 51 IINF05
82523 65 CHIM02
82524 31 AGR03
82525 96 CHIM02
82526 58 BIO10
82527 61 FIS01
82528 86 MED18
82529 78 BIO10
82530 51 IINF04
82531 89 FIS01
82532 29 FIS01
82533 56 AGR03
82534 6 FIS01
82535 73 INF01
82536 69 IINF04
82537 15 MAT01
82538 58 INF01
82539 40 AGR03
82540 6 CHIM02
82541 82 AGR03
82542 26 INGIND35
82543 5 INGIND35
82544 87 MAT01
82545 41 IINF05
82546 88 INGIND35
82547 21 INF01
82548 32 FIS01
82549 66 BIO10
82550 84 IINF05
82551 32 IINF04
82552 55 IINF04
82553 24 AGR03
82554 71 INF01
82555 92 INGIND35
82556 35 IINF04
82557 38 IINF05
82558 25 IINF04
82559 15 INF01
82560 72 IINF05
82561 56 BIO10
82562 16 AGR03
82563 49 IINF05
82564 91 FIS01
82565 81 INGIND35
82566 95 INF01
82567 27 FIS01
82568 48 IINF05
82569 95 IINF04
82570 12 CHIM02
82571 56 IINF05
82572 72 MAT01
82573 60 MED18
82574 64 CHIM02
82575 80 IINF04
82576 53 CHIM02
82577 7 AGR03
82578 41 MAT01
82579 36 IINF05
82580 86 IINF05
82581 23 FIS01
82582 89 INF01
82583 40 INGIND35
82584 28 INF01
82585 53 MED18
82586 91 MED18
82587 72 MED18
82588 88 INF01
82589 55 FIS01
82590 98 INF01
82591 10 FIS01
82592 73 MAT01
82593 94 AGR03
82594 36 IINF05
82595 84 IINF04
82596 11 CHIM02
82597 7 INGIND35
82598 83 INGIND35
82599 66 CHIM02
82600 91 FIS01
82601 37 IINF05
82602 70 IINF05
82603 96 IINF04
82604 52 CHIM02
82605 14 INGIND35
82606 7 BIO10
82607 99 BIO10
82608 72 BIO10
82609 89 BIO10
82610 32 MED18
82611 54 INGIND35
82612 98 AGR03
82613 93 MAT01
82614 60 CHIM02
82615 98 IINF04
82616 5 MED18
82617 62 BIO10
82618 67 MAT01
82619 48 IINF04
82620 54 MED18
82621 79 IINF05
82622 36 FIS01
82623 76 AGR03
82624 18 FIS01
82625 74 IINF05
82626 60 BIO10
82627 13 MED18
82628 76 INF01
82629 18 AGR03
82630 43 FIS01
82631 16 AGR03
82632 65 BIO10
82633 8 BIO10
82634 31 MAT01
82635 19 CHIM02
82636 52 MAT01
82637 100 MED18
82638 95 IINF05
82639 71 AGR03
82640 51 IINF05
82641 4 FIS01
82642 97 IINF04
82643 64 IINF04
82644 10 IINF05
82645 29 MAT01
82646 32 MAT01
82647 73 CHIM02
82648 63 IINF04
82649 1 AGR03
82650 84 INF01
82651 39 IINF05
82652 92 INF01
82653 2 IINF04
82654 53 MAT01
82655 73 MED18
82656 68 IINF04
82657 97 IINF04
82658 80 INF01
82659 59 INF01
82660 17 MAT01
82661 98 CHIM02
82662 47 BIO10
82663 100 BIO10
82664 50 BIO10
82665 20 INGIND35
82666 99 IINF05
82667 36 BIO10
82668 51 INGIND35
82669 37 FIS01
82670 2 MED18
82671 83 MED18
82672 77 INF01
82673 19 INF01
82674 78 IINF04
82675 90 IINF05
82676 34 BIO10
82677 14 BIO10
82678 64 CHIM02
82679 20 MED18
82680 26 MED18
82681 100 FIS01
82682 44 IINF05
82683 36 MED18
82684 19 INGIND35
82685 47 AGR03
82686 51 MED18
82687 96 FIS01
82688 8 BIO10
82689 52 MAT01
82690 45 INGIND35
82691 79 INF01
82692 16 AGR03
82693 90 AGR03
82694 73 FIS01
82695 32 FIS01
82696 48 MAT01
82697 73 IINF04
82698 79 INF01
82699 99 BIO10
82700 87 CHIM02
82701 92 FIS01
82702 80 FIS01
82703 21 CHIM02
82704 72 MAT01
82705 35 AGR03
82706 86 IINF05
82707 99 BIO10
82708 11 INGIND35
82709 75 IINF04
82710 78 MED18
82711 76 IINF04
82712 78 MED18
82713 84 AGR03
82714 69 BIO10
82715 97 IINF04
82716 42 CHIM02
82717 25 MED18
82718 40 CHIM02
82719 53 INF01
82720 96 IINF04
82721 58 BIO10
82722 40 AGR03
82723 20 INF01
82724 94 MED18
82725 99 MED18
82726 90 INF01
82727 88 INGIND35
82728 33 CHIM02
82729 42 IINF04
82730 30 BIO10
82731 95 IINF04
82732 49 AGR03
82733 82 IINF05
82734 61 BIO10
82735 1 IINF04
82736 46 AGR03
82737 58 IINF05
82738 65 AGR03
82739 83 FIS01
82740 78 IINF04
82741 59 MAT01
82742 95 AGR03
82743 85 INGIND35
82744 60 MED18
82745 85 IINF04
82746 54 IINF05
82747 85 IINF05
82748 72 CHIM02
82749 54 MAT01
82750 21 MED18
82751 97 MAT01
82752 46 IINF05
82753 100 AGR03
82754 25 IINF04
82755 88 IINF05
82756 23 IINF05
82757 6 IINF05
82758 31 FIS01
82759 47 IINF05
82760 49 IINF05
82761 47 AGR03
82762 15 IINF05
82763 9 IINF04
82764 17 FIS01
82765 76 INF01
82766 85 FIS01
82767 5 IINF05
82768 97 MAT01
82769 94 FIS01
82770 24 AGR03
82771 26 MED18
82772 53 AGR03
82773 4 FIS01
82774 51 BIO10
82775 94 FIS01
82776 4 CHIM02
82777 82 MAT01
82778 25 MED18
82779 55 INGIND35
82780 12 IINF05
82781 12 MAT01
82782 94 BIO10
82783 61 FIS01
82784 51 FIS01
82785 60 FIS01
82786 18 IINF05
82787 56 BIO10
82788 15 AGR03
82789 35 FIS01
82790 8 CHIM02
82791 6 CHIM02
82792 55 BIO10
82793 74 MAT01
82794 22 FIS01
82795 97 AGR03
82796 68 BIO10
82797 80 IINF05
82798 20 MED18
82799 72 FIS01
82800 15 FIS01
82801 47 AGR03
82802 62 IINF04
82803 93 FIS01
82804 62 IINF04
82805 66 MAT01
82806 40 MED18
82807 89 AGR03
82808 90 BIO10
82809 49 AGR03
82810 48 INGIND35
82811 10 INF01
82812 12 FIS01
82813 48 INF01
82814 95 IINF05
82815 52 INF01
82816 60 BIO10
82817 11 MED18
82818 59 INF01
82819 4 MAT01
82820 15 MED18
82821 62 FIS01
82822 62 INGIND35
82823 20 IINF04
82824 69 INF01
82825 75 BIO10
82826 52 CHIM02
82827 87 IINF04
82828 16 BIO10
82829 95 MAT01
82830 24 AGR03
82831 99 INGIND35
82832 76 BIO10
82833 76 INGIND35
82834 62 IINF04
82835 57 IINF05
82836 98 CHIM02
82837 96 INGIND35
82838 99 INF01
82839 25 INF01
82840 44 AGR03
82841 61 CHIM02
82842 74 MED18
82843 56 FIS01
82844 79 BIO10
