9949 INF01 4
69695 57 MED18
69696 51 FIS01
69697 91 MAT01
69698 71 IINF04
69699 41 CHIM02
69700 41 INGIND35
69701 48 AGR03
69702 7 BIO10
69703 17 MED18
69704 58 INF01
69705 21 BIO10
69706 78 INF01
69707 67 AGR03
69708 28 AGR03
69709 8 IINF05
69710 64 MAT01
69711 30 MAT01
69712 70 MAT01
69713 98 INGIND35
69714 12 IINF04
69715 15 IINF04
69716 49 MED18
69717 87 CHIM02
69718 38 MED18
69719 98 FIS01
69720 28 FIS01
69721 27 INF01
69722 28 CHIM02
69723 80 BIO10
69724 64 BIO10
69725 10 CHIM02
69726 2 MED18
69727 78 MED18
69728 72 MAT01
69729 54 IINF04
69730 24 IINF05
69731 39 IINF04
69732 15 INF01
69733 63 IINF05
69734 28 FIS01
69735 2 INF01
69736 59 FIS01
69737 32 INF01
69738 15 INGIND35
69739 55 BIO10
69740 2 MAT01
69741 44 INF01
69742 88 MED18
69743 74 MAT01
69744 76 INGIND35
69745 18 INF01
69746 47 IINF05
69747 66 AGR03
69748 15 BIO10
69749 70 INF01
69750 68 FIS01
69751 25 AGR03
69752 9 AGR03
69753 2 CHIM02
69754 63 INF01
69755 53 INGIND35
69756 75 IINF04
69757 38 FIS01
69758 17 IINF04
69759 25 INGIND35
69760 7 BIO10
69761 86 INF01
69762 1 IINF05
69763 1 MED18
69764 76 MED18
69765 69 CHIM02
69766 82 INGIND35
69767 13 INGIND35
69768 28 INF01
69769 3 FIS01
69770 82 INF01
69771 99 CHIM02
69772 7 MED18
69773 19 AGR03
69774 22 AGR03
69775 44 IINF04
69776 60 BIO10
69777 10 MAT01
69778 19 AGR03
69779 46 IINF04
69780 4 IINF04
69781 1 IINF04
69782 83 FIS01
69783 39 INGIND35
69784 41 CHIM02
69785 47 MED18
69786 89 CHIM02
69787 79 FIS01
69788 49 AGR03
69789 100 FIS01
69790 67 INGIND35
69791 77 MAT01
69792 24 INF01
69793 62 AGR03
69794 85 IINF05
69795 8 FIS01
69796 65 INF01
69797 32 FIS01
69798 39 INF01
69799 81 INGIND35
69800 73 BIO10
69801 64 AGR03
69802 70 INF01
69803 20 IINF04
69804 90 CHIM02
69805 22 MAT01
69806 65 IINF05
69807 66 CHIM02
69808 22 CHIM02
69809 70 MED18
69810 35 MAT01
69811 54 AGR03
69812 30 MAT01
69813 40 AGR03
69814 87 CHIM02
69815 16 INF01
69816 94 INGIND35
69817 88 AGR03
69818 51 IINF04
69819 76 IINF04
69820 5 MED18
69821 10 CHIM02
69822 32 MED18
69823 89 IINF04
69824 76 IINF04
69825 19 AGR03
69826 27 CHIM02
69827 21 IINF05
69828 10 IINF04
69829 68 INGIND35
69830 12 CHIM02
69831 71 BIO10
69832 10 BIO10
69833 81 CHIM02
69834 67 IINF05
69835 56 MAT01
69836 81 BIO10
69837 71 IINF05
69838 8 FIS01
69839 93 AGR03
69840 45 INGIND35
69841 51 MAT01
69842 59 INGIND35
69843 56 IINF05
69844 38 MED18
69845 36 INGIND35
69846 93 IINF04
69847 75 FIS01
69848 53 IINF04
69849 53 FIS01
69850 24 MAT01
69851 39 AGR03
69852 20 CHIM02
69853 73 CHIM02
69854 16 MED18
69855 56 MAT01
69856 30 MAT01
69857 90 INF01
69858 55 IINF05
69859 16 MED18
69860 72 INF01
69861 36 INF01
69862 20 CHIM02
69863 4 MAT01
69864 9 MED18
69865 98 MED18
69866 96 AGR03
69867 14 INF01
69868 87 IINF05
69869 80 MAT01
69870 54 CHIM02
69871 34 INGIND35
69872 13 IINF05
69873 74 AGR03
69874 72 AGR03
69875 96 IINF05
69876 21 BIO10
69877 46 AGR03
69878 56 AGR03
69879 43 IINF05
69880 48 AGR03
69881 6 FIS01
69882 15 CHIM02
69883 9 AGR03
69884 32 IINF04
69885 93 MED18
69886 78 MAT01
69887 22 BIO10
69888 74 BIO10
69889 60 IINF05
69890 15 INGIND35
69891 10 BIO10
69892 1 IINF05
69893 65 IINF05
69894 37 MED18
69895 58 CHIM02
69896 69 MED18
69897 59 MAT01
69898 61 FIS01
69899 99 BIO10
69900 51 INF01
69901 30 MAT01
69902 93 MED18
69903 21 FIS01
69904 24 IINF05
69905 39 INGIND35
69906 57 IINF04
69907 21 MED18
69908 90 CHIM02
69909 93 AGR03
69910 91 IINF04
69911 96 AGR03
69912 100 AGR03
69913 20 INGIND35
69914 26 FIS01
69915 58 FIS01
69916 24 IINF05
69917 7 INF01
69918 33 CHIM02
69919 68 MAT01
69920 47 MAT01
69921 13 IINF05
69922 63 IINF05
69923 9 INF01
69924 86 FIS01
69925 79 IINF04
69926 11 IINF04
69927 59 IINF05
69928 6 BIO10
69929 49 MAT01
69930 11 MAT01
69931 84 MAT01
69932 100 INF01
69933 52 MAT01
69934 3 MAT01
69935 39 AGR03
69936 29 INGIND35
69937 33 IINF05
69938 60 INGIND35
69939 75 BIO10
69940 29 INGIND35
69941 23 INGIND35
69942 42 IINF04
69943 27 CHIM02
69944 100 BIO10
69945 24 MAT01
69946 77 AGR03
69947 32 MAT01
69948 90 MAT01
69949 43 INGIND35
69950 35 IINF05
69951 50 INF01
69952 18 AGR03
69953 22 AGR03
69954 72 IINF05
69955 73 INGIND35
69956 33 INGIND35
69957 68 BIO10
69958 72 IINF05
69959 98 FIS01
69960 94 AGR03
69961 96 MED18
69962 5 IINF04
69963 10 MAT01
69964 26 CHIM02
69965 54 IINF04
69966 77 IINF04
69967 76 MAT01
69968 46 FIS01
69969 50 BIO10
69970 6 FIS01
69971 76 IINF05
69972 80 MED18
69973 85 INF01
69974 83 AGR03
69975 100 MAT01
69976 18 BIO10
69977 26 FIS01
69978 21 INGIND35
69979 7 FIS01
69980 37 AGR03
69981 33 INGIND35
69982 71 CHIM02
69983 99 BIO10
69984 50 MAT01
69985 49 CHIM02
69986 3 INF01
69987 85 BIO10
69988 93 BIO10
69989 10 BIO10
69990 30 MED18
69991 73 MAT01
69992 43 CHIM02
69993 16 MAT01
69994 14 IINF05
69995 44 BIO10
69996 100 INF01
69997 9 BIO10
69998 47 IINF04
69999 97 BIO10
70000 17 MAT01
70001 32 IINF04
70002 60 INF01
70003 82 AGR03
70004 9 INF01
70005 89 INF01
70006 40 INGIND35
70007 95 CHIM02
70008 44 CHIM02
70009 32 INGIND35
70010 67 FIS01
70011 32 CHIM02
70012 13 MAT01
70013 38 BIO10
70014 83 FIS01
70015 30 IINF05
70016 85 IINF04
70017 60 AGR03
70018 13 BIO10
70019 1 FIS01
70020 8 MED18
70021 7 INF01
70022 18 INF01
70023 1 IINF04
70024 53 MED18
70025 24 BIO10
70026 37 INGIND35
70027 25 INF01
70028 72 IINF04
70029 79 IINF04
70030 15 INF01
70031 6 MAT01
70032 83 FIS01
70033 91 MAT01
70034 36 IINF05
70035 61 MED18
70036 84 FIS01
70037 48 MAT01
70038 57 BIO10
70039 35 INF01
70040 15 IINF05
70041 74 BIO10
70042 58 FIS01
70043 71 IINF04
70044 49 IINF05
70045 26 CHIM02
70046 47 FIS01
70047 86 AGR03
70048 60 BIO10
70049 78 CHIM02
70050 75 INGIND35
70051 43 BIO10
70052 15 AGR03
70053 21 IINF04
70054 35 IINF04
70055 31 MED18
70056 86 IINF05
70057 39 FIS01
70058 82 CHIM02
70059 30 MED18
70060 67 IINF05
70061 30 INGIND35
70062 23 IINF05
70063 88 AGR03
70064 45 IINF04
70065 55 MED18
70066 4 MED18
70067 12 INF01
70068 74 MED18
70069 70 INF01
70070 8 MAT01
70071 52 IINF04
70072 12 CHIM02
70073 25 MED18
70074 40 BIO10
70075 5 IINF05
70076 37 INGIND35
70077 1 FIS01
70078 60 FIS01
70079 85 INGIND35
70080 36 MAT01
70081 65 MED18
70082 54 INF01
70083 48 INGIND35
70084 31 INGIND35
70085 73 INF01
70086 65 INF01
70087 22 BIO10
70088 56 BIO10
70089 93 INF01
70090 18 FIS01
70091 4 MAT01
70092 7 FIS01
70093 92 FIS01
70094 19 IINF05
70095 67 IINF05
70096 26 AGR03
70097 41 BIO10
70098 83 MAT01
70099 74 FIS01
70100 16 INGIND35
70101 76 CHIM02
70102 54 CHIM02
70103 68 IINF04
70104 40 FIS01
70105 21 INGIND35
70106 80 IINF04
70107 87 INF01
70108 84 IINF05
70109 45 INGIND35
70110 20 MAT01
70111 61 INF01
70112 82 MED18
70113 93 IINF04
70114 67 INF01
70115 46 FIS01
70116 55 MED18
70117 91 INGIND35
70118 32 INGIND35
70119 88 INF01
70120 67 INGIND35
70121 43 FIS01
70122 5 IINF05
70123 49 INF01
70124 75 FIS01
70125 90 INF01
70126 98 AGR03
70127 14 BIO10
70128 76 INF01
70129 45 AGR03
70130 59 MED18
70131 85 BIO10
70132 41 IINF05
70133 70 CHIM02
70134 40 INGIND35
70135 70 INGIND35
70136 19 INF01
70137 45 BIO10
70138 66 MAT01
70139 50 IINF05
70140 4 AGR03
70141 70 INF01
70142 84 MAT01
70143 10 INGIND35
70144 86 BIO10
70145 8 MAT01
70146 75 INF01
70147 47 IINF05
70148 6 BIO10
70149 20 BIO10
70150 99 MAT01
70151 44 BIO10
70152 57 FIS01
70153 35 IINF05
70154 64 INF01
70155 74 BIO10
70156 47 MED18
70157 70 IINF04
70158 48 FIS01
70159 100 IINF05
70160 97 FIS01
70161 1 BIO10
70162 39 INF01
70163 65 INF01
70164 89 MAT01
70165 2 MED18
70166 62 IINF04
70167 4 IINF04
70168 66 MED18
70169 29 IINF05
70170 50 AGR03
70171 84 IINF05
70172 65 IINF05
70173 11 MED18
70174 89 IINF04
70175 88 IINF04
70176 98 AGR03
70177 23 MED18
70178 6 IINF04
70179 43 IINF04
70180 39 FIS01
70181 13 MAT01
70182 41 BIO10
70183 86 IINF04
70184 32 CHIM02
70185 41 INF01
70186 25 INF01
70187 70 BIO10
70188 24 INGIND35
70189 70 CHIM02
70190 40 AGR03
70191 65 IINF04
70192 86 IINF05
70193 46 BIO10
70194 54 MED18
70195 37 INGIND35
70196 87 MED18
70197 92 BIO10
70198 67 CHIM02
70199 67 MED18
70200 61 BIO10
70201 81 IINF05
70202 86 FIS01
70203 19 INGIND35
70204 85 CHIM02
70205 82 FIS01
70206 28 MED18
70207 95 CHIM02
70208 12 INGIND35
70209 65 FIS01
70210 11 MAT01
70211 47 IINF04
70212 85 AGR03
70213 43 MAT01
70214 71 INF01
70215 63 AGR03
70216 56 INF01
70217 44 CHIM02
70218 86 INF01
70219 3 FIS01
70220 66 MAT01
70221 56 CHIM02
70222 92 BIO10
70223 69 BIO10
70224 10 IINF05
70225 99 INGIND35
70226 73 IINF04
70227 64 AGR03
70228 67 BIO10
70229 9 BIO10
70230 33 MED18
70231 94 AGR03
70232 48 INF01
70233 47 BIO10
70234 66 IINF04
70235 58 CHIM02
70236 88 IINF05
70237 74 CHIM02
70238 20 MED18
70239 22 IINF05
70240 74 INGIND35
70241 25 IINF05
70242 80 MAT01
70243 75 MED18
70244 2 BIO10
70245 96 MAT01
70246 71 IINF05
70247 57 INF01
70248 47 MAT01
70249 99 IINF04
70250 91 MAT01
70251 31 INGIND35
70252 61 BIO10
70253 94 IINF05
70254 46 INF01
70255 81 INF01
70256 58 MAT01
70257 51 AGR03
70258 93 BIO10
70259 24 BIO10
70260 55 FIS01
70261 41 MAT01
70262 80 AGR03
70263 85 IINF05
70264 94 INGIND35
70265 78 MED18
70266 20 BIO10
70267 30 MED18
70268 15 IINF04
70269 75 INGIND35
70270 8 IINF05
70271 86 MAT01
70272 47 BIO10
70273 66 INF01
70274 78 CHIM02
70275 85 INGIND35
70276 94 FIS01
70277 30 FIS01
70278 54 FIS01
70279 12 CHIM02
70280 1 INF01
70281 56 INGIND35
70282 44 MED18
70283 96 MED18
70284 2 CHIM02
70285 84 IINF04
70286 61 INGIND35
70287 14 IINF05
70288 2 CHIM02
70289 46 CHIM02
70290 11 IINF04
70291 77 MAT01
70292 59 INF01
70293 33 INF01
70294 9 IINF05
70295 52 INGIND35
70296 99 IINF04
70297 52 CHIM02
70298 4 IINF04
70299 49 INF01
70300 97 AGR03
70301 98 MAT01
70302 27 MAT01
70303 94 IINF05
70304 9 INF01
70305 42 AGR03
70306 91 INGIND35
70307 29 INGIND35
70308 92 IINF05
70309 15 IINF05
70310 59 MAT01
70311 41 INF01
70312 83 AGR03
70313 60 CHIM02
70314 69 BIO10
70315 84 FIS01
70316 27 IINF04
70317 11 IINF04
70318 14 INF01
70319 27 MAT01
70320 98 MED18
70321 21 INF01
70322 80 AGR03
70323 47 MAT01
70324 96 MAT01
70325 84 IINF05
70326 28 CHIM02
70327 30 CHIM02
70328 8 CHIM02
70329 73 MED18
70330 33 MAT01
70331 97 MAT01
70332 80 FIS01
70333 16 FIS01
70334 24 IINF05
70335 69 INGIND35
70336 85 FIS01
70337 8 MED18
70338 64 INF01
70339 82 AGR03
70340 64 IINF05
70341 66 CHIM02
70342 99 INF01
70343 19 INF01
70344 50 IINF05
70345 34 IINF05
70346 35 INGIND35
70347 57 INF01
70348 60 MAT01
70349 72 BIO10
70350 20 MAT01
70351 77 IINF05
70352 84 IINF05
70353 48 INGIND35
70354 15 BIO10
70355 5 CHIM02
70356 4 FIS01
70357 39 IINF04
70358 15 MAT01
70359 45 BIO10
70360 99 AGR03
70361 37 IINF05
70362 100 CHIM02
70363 9 MED18
70364 59 CHIM02
70365 57 MAT01
70366 17 AGR03
70367 95 MED18
70368 100 FIS01
70369 58 AGR03
70370 28 CHIM02
70371 92 INGIND35
70372 66 MED18
70373 52 IINF04
70374 10 FIS01
70375 85 MAT01
70376 80 MAT01
70377 62 AGR03
70378 26 INF01
70379 58 AGR03
70380 12 MED18
70381 18 AGR03
70382 70 BIO10
70383 22 CHIM02
70384 32 CHIM02
70385 57 CHIM02
70386 33 FIS01
70387 63 INGIND35
70388 12 MED18
70389 99 INGIND35
70390 25 IINF05
70391 8 AGR03
70392 49 INGIND35
70393 92 MED18
70394 88 CHIM02
70395 69 INGIND35
70396 93 INGIND35
70397 22 MAT01
70398 79 MED18
70399 85 FIS01
70400 9 AGR03
70401 92 FIS01
70402 45 AGR03
70403 25 MAT01
70404 63 IINF04
70405 30 INF01
70406 31 FIS01
70407 40 MED18
70408 55 IINF05
70409 79 INGIND35
70410 86 FIS01
70411 10 CHIM02
70412 76 MED18
70413 46 MED18
70414 10 INGIND35
70415 42 IINF04
70416 2 IINF05
70417 72 FIS01
70418 65 MED18
70419 47 FIS01
70420 6 IINF05
70421 84 INGIND35
70422 15 INGIND35
70423 63 MED18
70424 75 CHIM02
70425 5 MAT01
70426 1 IINF05
70427 71 INGIND35
70428 10 INF01
70429 97 CHIM02
70430 42 MED18
70431 84 INGIND35
70432 69 AGR03
70433 40 MAT01
70434 74 IINF04
70435 48 INGIND35
70436 9 CHIM02
70437 38 MED18
70438 31 FIS01
70439 77 MED18
70440 21 IINF04
70441 4 MED18
70442 71 AGR03
70443 51 BIO10
70444 41 BIO10
70445 15 BIO10
70446 56 INF01
70447 73 MED18
70448 33 INF01
70449 40 FIS01
70450 74 INGIND35
70451 76 MAT01
70452 63 FIS01
70453 26 MAT01
70454 41 CHIM02
70455 7 IINF04
70456 26 MAT01
70457 46 MAT01
70458 67 MAT01
70459 65 IINF05
70460 18 MAT01
70461 27 IINF05
70462 51 BIO10
70463 48 IINF05
70464 72 MAT01
70465 78 CHIM02
70466 68 INF01
70467 60 MED18
70468 93 IINF04
70469 67 IINF04
70470 69 IINF04
70471 61 IINF05
70472 89 MAT01
70473 35 IINF05
70474 34 MED18
70475 24 INGIND35
70476 34 CHIM02
70477 20 MAT01
70478 39 INGIND35
70479 26 INF01
70480 2 BIO10
70481 56 INF01
70482 16 INF01
70483 71 IINF04
70484 54 AGR03
70485 43 INGIND35
70486 31 IINF05
70487 44 AGR03
70488 66 CHIM02
70489 8 INGIND35
70490 13 AGR03
70491 1 IINF04
70492 43 MED18
70493 35 FIS01
70494 24 CHIM02
70495 11 AGR03
70496 22 MED18
70497 11 INF01
70498 67 CHIM02
70499 95 CHIM02
70500 93 MAT01
70501 88 INGIND35
70502 40 CHIM02
70503 87 IINF04
70504 47 MAT01
70505 50 MAT01
70506 88 MAT01
70507 78 IINF04
70508 41 IINF04
70509 94 INGIND35
70510 10 INF01
70511 36 IINF04
70512 71 INF01
70513 8 MED18
70514 4 AGR03
70515 74 INF01
70516 85 IINF04
70517 75 IINF04
70518 65 INF01
70519 4 AGR03
70520 33 IINF04
70521 48 MAT01
70522 60 BIO10
70523 43 MED18
70524 43 BIO10
70525 83 CHIM02
70526 92 MAT01
70527 39 INGIND35
70528 1 IINF04
70529 55 AGR03
70530 85 AGR03
70531 70 CHIM02
70532 93 MED18
70533 36 BIO10
70534 81 MED18
70535 22 IINF04
70536 59 IINF04
70537 9 BIO10
70538 25 INGIND35
70539 22 FIS01
70540 2 MAT01
70541 52 IINF05
70542 88 BIO10
70543 2 BIO10
70544 63 IINF04
70545 51 CHIM02
70546 94 INF01
70547 26 MAT01
70548 39 FIS01
70549 16 BIO10
70550 41 INGIND35
70551 19 IINF05
70552 64 BIO10
70553 33 CHIM02
70554 88 IINF04
70555 11 MED18
70556 95 AGR03
70557 73 INF01
70558 5 INGIND35
70559 3 FIS01
70560 35 MAT01
70561 58 CHIM02
70562 64 BIO10
70563 98 AGR03
70564 76 FIS01
70565 90 IINF04
70566 53 BIO10
70567 79 INF01
70568 24 MAT01
70569 18 CHIM02
70570 47 FIS01
70571 93 BIO10
70572 6 MAT01
70573 63 BIO10
70574 77 CHIM02
70575 51 IINF04
70576 30 CHIM02
70577 72 MAT01
70578 18 CHIM02
70579 46 INF01
70580 27 BIO10
70581 81 IINF04
70582 82 IINF04
70583 75 AGR03
70584 11 MAT01
70585 79 INGIND35
70586 46 INF01
70587 34 BIO10
70588 8 FIS01
70589 3 MAT01
70590 34 CHIM02
70591 93 CHIM02
70592 60 CHIM02
70593 10 IINF05
70594 39 CHIM02
70595 44 BIO10
70596 55 INGIND35
70597 26 BIO10
70598 88 IINF05
70599 100 INGIND35
70600 24 BIO10
70601 29 MED18
70602 24 INGIND35
70603 25 MED18
70604 77 INGIND35
70605 63 IINF04
70606 94 INF01
70607 5 INF01
70608 66 AGR03
70609 86 MED18
70610 26 IINF05
70611 29 INF01
70612 87 FIS01
70613 44 CHIM02
70614 26 BIO10
70615 6 CHIM02
70616 89 INGIND35
70617 10 MAT01
70618 11 IINF05
70619 78 IINF05
70620 22 MAT01
70621 22 CHIM02
70622 55 CHIM02
70623 43 INGIND35
70624 71 MED18
70625 80 AGR03
70626 6 INGIND35
70627 53 MAT01
70628 25 INGIND35
70629 97 INGIND35
70630 50 IINF04
70631 51 IINF05
70632 3 BIO10
70633 24 IINF04
70634 4 MAT01
70635 27 AGR03
70636 99 MED18
70637 21 IINF04
70638 80 IINF05
70639 60 INGIND35
70640 20 IINF05
70641 52 IINF05
70642 35 AGR03
70643 58 AGR03
70644 82 FIS01
70645 88 IINF05
70646 77 IINF04
70647 44 BIO10
70648 99 MAT01
70649 85 FIS01
70650 88 IINF04
70651 87 IINF04
70652 29 CHIM02
70653 50 CHIM02
70654 3 MAT01
70655 13 MAT01
70656 4 IINF05
70657 67 INF01
70658 35 IINF05
70659 15 IINF04
70660 89 IINF04
70661 48 FIS01
70662 7 IINF04
70663 5 BIO10
70664 96 IINF04
70665 34 INF01
70666 4 IINF04
70667 94 IINF05
70668 13 IINF04
70669 66 INF01
70670 30 AGR03
70671 73 IINF04
70672 29 BIO10
70673 95 CHIM02
70674 71 IINF05
70675 76 AGR03
70676 10 INF01
70677 73 FIS01
70678 94 MED18
70679 45 INGIND35
70680 84 FIS01
70681 75 MAT01
70682 63 BIO10
70683 93 CHIM02
70684 37 FIS01
70685 54 FIS01
70686 68 MED18
70687 15 INGIND35
70688 24 IINF04
70689 86 FIS01
70690 69 INGIND35
70691 10 INGIND35
70692 3 MAT01
70693 38 INGIND35
70694 21 FIS01
70695 90 IINF05
70696 47 FIS01
70697 61 IINF04
70698 88 IINF04
70699 9 FIS01
70700 69 FIS01
70701 90 MED18
70702 29 INF01
70703 60 INF01
70704 88 IINF05
70705 30 MED18
70706 56 MAT01
70707 39 MAT01
70708 50 FIS01
70709 97 AGR03
70710 52 INGIND35
70711 23 INGIND35
70712 39 IINF05
70713 57 AGR03
70714 13 INGIND35
70715 90 IINF05
70716 74 MED18
70717 65 INF01
70718 28 IINF04
70719 32 IINF05
70720 53 INGIND35
70721 50 CHIM02
70722 74 INGIND35
70723 42 MAT01
70724 90 BIO10
70725 17 MAT01
70726 34 BIO10
70727 68 IINF04
70728 62 BIO10
70729 67 INF01
70730 10 INGIND35
70731 86 INGIND35
70732 88 CHIM02
70733 6 AGR03
70734 100 MED18
70735 21 INGIND35
70736 93 INF01
70737 68 FIS01
70738 69 MED18
70739 32 MED18
70740 30 MED18
70741 38 FIS01
70742 67 INGIND35
70743 36 BIO10
70744 45 MED18
70745 1 INF01
70746 15 IINF05
70747 89 IINF05
70748 83 CHIM02
70749 95 AGR03
70750 60 CHIM02
70751 37 IINF05
70752 17 MAT01
70753 31 AGR03
70754 76 CHIM02
70755 8 CHIM02
70756 65 INF01
70757 52 FIS01
70758 94 IINF04
70759 45 MAT01
70760 3 INGIND35
70761 56 CHIM02
70762 62 INGIND35
70763 94 MED18
70764 53 IINF04
70765 78 MED18
70766 95 INF01
70767 15 IINF04
70768 56 FIS01
70769 46 INF01
70770 51 INF01
70771 33 FIS01
70772 35 INGIND35
70773 52 IINF04
70774 88 CHIM02
70775 18 MED18
70776 61 CHIM02
70777 32 AGR03
70778 98 MED18
70779 42 FIS01
70780 88 AGR03
70781 8 CHIM02
70782 92 MAT01
70783 68 CHIM02
70784 29 IINF05
70785 71 AGR03
70786 11 INGIND35
70787 23 FIS01
70788 15 CHIM02
70789 90 IINF05
70790 90 FIS01
70791 80 MED18
70792 13 FIS01
70793 67 CHIM02
70794 51 MAT01
70795 69 IINF05
70796 86 AGR03
70797 4 INF01
70798 14 AGR03
70799 45 INGIND35
70800 64 INF01
70801 99 AGR03
70802 53 IINF04
70803 89 IINF04
70804 48 MAT01
70805 59 CHIM02
70806 98 INF01
70807 21 IINF05
70808 75 CHIM02
70809 85 AGR03
70810 25 AGR03
70811 38 AGR03
70812 74 BIO10
70813 26 FIS01
70814 37 MED18
70815 82 CHIM02
70816 8 MAT01
70817 83 INF01
70818 28 INF01
70819 8 IINF04
70820 90 IINF04
70821 56 IINF05
70822 31 IINF04
70823 64 FIS01
70824 94 CHIM02
70825 9 CHIM02
70826 55 INF01
70827 41 AGR03
70828 89 BIO10
70829 36 MAT01
70830 24 AGR03
70831 18 MED18
70832 96 INF01
70833 40 FIS01
70834 93 INGIND35
70835 13 INF01
70836 10 IINF05
70837 58 AGR03
70838 15 FIS01
70839 77 CHIM02
70840 24 IINF04
70841 49 AGR03
70842 70 IINF05
70843 60 AGR03
70844 8 BIO10
70845 84 MED18
70846 63 AGR03
70847 30 FIS01
70848 58 FIS01
70849 89 CHIM02
70850 21 IINF05
70851 97 IINF05
70852 40 IINF05
70853 19 IINF04
70854 40 IINF05
70855 58 MED18
70856 58 AGR03
70857 49 INF01
70858 54 INGIND35
70859 84 BIO10
70860 95 IINF05
70861 36 MED18
70862 3 AGR03
70863 87 BIO10
70864 73 IINF05
70865 68 CHIM02
70866 50 AGR03
70867 10 BIO10
70868 24 INGIND35
70869 76 MAT01
70870 53 IINF05
70871 8 CHIM02
70872 21 AGR03
70873 2 MED18
70874 94 MED18
70875 39 INGIND35
70876 76 INF01
70877 20 INF01
70878 91 MED18
70879 7 MED18
70880 34 IINF04
70881 66 FIS01
70882 94 FIS01
70883 76 AGR03
70884 34 MAT01
70885 22 INF01
70886 50 INF01
70887 66 BIO10
70888 40 INF01
70889 27 MED18
70890 42 AGR03
70891 46 AGR03
70892 43 MED18
70893 35 INGIND35
70894 40 IINF05
70895 42 IINF05
70896 25 IINF05
70897 58 BIO10
70898 55 BIO10
70899 95 MED18
70900 25 CHIM02
70901 36 BIO10
70902 65 AGR03
70903 59 IINF05
70904 39 INF01
70905 73 INF01
70906 11 CHIM02
70907 33 IINF05
70908 89 AGR03
70909 57 IINF04
70910 82 CHIM02
70911 57 IINF05
70912 24 AGR03
70913 57 AGR03
70914 24 INGIND35
70915 37 IINF05
70916 12 IINF05
70917 28 CHIM02
70918 80 INGIND35
70919 78 INF01
70920 25 INGIND35
70921 99 AGR03
70922 75 BIO10
70923 79 MAT01
70924 33 FIS01
70925 78 INF01
70926 6 AGR03
70927 89 MED18
70928 5 AGR03
70929 48 AGR03
70930 1 AGR03
70931 38 IINF04
70932 50 BIO10
70933 12 MAT01
70934 81 MAT01
70935 34 IINF05
70936 33 IINF04
70937 61 IINF05
70938 70 MED18
70939 17 CHIM02
70940 79 BIO10
70941 8 IINF04
70942 30 CHIM02
70943 54 MED18
70944 27 INF01
70945 25 CHIM02
70946 4 BIO10
70947 51 INGIND35
70948 58 IINF04
70949 24 IINF04
70950 88 FIS01
70951 98 MED18
70952 12 CHIM02
70953 8 IINF04
70954 53 IINF05
70955 22 INF01
70956 64 FIS01
70957 5 INF01
70958 30 BIO10
70959 40 MAT01
70960 84 AGR03
70961 4 IINF05
70962 11 INGIND35
70963 59 IINF05
70964 99 INGIND35
70965 71 AGR03
70966 66 IINF04
70967 12 FIS01
70968 12 IINF04
70969 84 MED18
70970 57 MED18
70971 14 CHIM02
70972 37 CHIM02
70973 29 INGIND35
70974 31 FIS01
70975 51 INGIND35
70976 98 INGIND35
70977 80 FIS01
70978 80 MED18
70979 82 IINF04
70980 20 IINF05
70981 1 MED18
70982 39 IINF05
70983 40 MAT01
70984 44 FIS01
70985 26 BIO10
70986 33 INGIND35
70987 96 INGIND35
70988 51 IINF05
70989 74 MAT01
70990 3 INGIND35
70991 30 INGIND35
70992 39 IINF04
70993 66 FIS01
70994 64 CHIM02
70995 23 MAT01
70996 79 CHIM02
70997 74 MED18
70998 17 FIS01
70999 25 INF01
71000 36 CHIM02
71001 80 CHIM02
71002 31 MAT01
71003 18 FIS01
71004 94 AGR03
71005 81 AGR03
71006 42 CHIM02
71007 18 IINF05
71008 75 IINF05
71009 83 FIS01
71010 88 INF01
71011 23 INGIND35
71012 43 MED18
71013 39 CHIM02
71014 95 MAT01
71015 80 CHIM02
71016 69 MAT01
71017 100 MAT01
71018 12 IINF04
71019 8 MED18
71020 41 FIS01
71021 19 INF01
71022 49 CHIM02
71023 65 INGIND35
71024 85 MAT01
71025 23 FIS01
71026 84 CHIM02
71027 39 INGIND35
71028 82 AGR03
71029 20 FIS01
71030 63 INGIND35
71031 75 MAT01
71032 8 IINF05
71033 63 AGR03
71034 62 CHIM02
71035 10 FIS01
71036 29 MAT01
71037 34 BIO10
71038 54 MAT01
71039 92 INGIND35
71040 30 IINF04
71041 75 IINF04
71042 92 INGIND35
71043 92 AGR03
71044 45 INF01
71045 38 MED18
71046 91 AGR03
71047 85 IINF05
71048 93 CHIM02
71049 55 IINF05
71050 41 FIS01
71051 38 INGIND35
71052 42 AGR03
71053 39 FIS01
71054 2 FIS01
71055 1 IINF04
71056 77 IINF05
71057 49 CHIM02
71058 47 INF01
71059 54 INGIND35
71060 35 INF01
71061 88 FIS01
71062 93 AGR03
71063 57 IINF05
71064 33 INF01
71065 52 AGR03
71066 56 AGR03
71067 29 MED18
71068 38 MED18
71069 80 BIO10
71070 46 INF01
71071 52 AGR03
71072 80 FIS01
71073 36 BIO10
71074 95 CHIM02
71075 86 IINF04
71076 54 IINF04
71077 34 INGIND35
71078 92 CHIM02
71079 63 MAT01
71080 32 CHIM02
71081 90 INF01
71082 57 CHIM02
71083 77 INF01
71084 25 FIS01
71085 29 MED18
71086 16 BIO10
71087 89 MED18
71088 40 IINF05
71089 74 FIS01
71090 7 IINF04
71091 68 IINF04
