9322 IINF01 1
79648 85 MED18
79649 71 FIS01
79650 55 CHIM02
79651 61 CHIM02
79652 78 IINF04
79653 71 BIO10
79654 62 FIS01
79655 54 BIO10
79656 79 AGR03
79657 27 MED18
79658 82 INGIND35
79659 77 MAT01
79660 25 CHIM02
79661 78 IINF04
79662 43 AGR03
79663 31 BIO10
79664 74 MED18
79665 47 IINF05
79666 74 IINF05
79667 42 IINF05
79668 88 MAT01
79669 67 MAT01
79670 95 MED18
79671 34 INGIND35
79672 78 AGR03
79673 26 INGIND35
79674 36 IINF04
79675 18 FIS01
79676 23 AGR03
79677 23 BIO10
79678 10 MED18
79679 86 BIO10
79680 53 AGR03
79681 77 CHIM02
79682 5 BIO10
79683 61 FIS01
79684 49 INF01
79685 12 FIS01
79686 65 MAT01
79687 48 IINF05
79688 64 BIO10
79689 53 INGIND35
79690 71 INF01
79691 73 FIS01
79692 99 MAT01
79693 76 MED18
79694 64 MAT01
79695 70 INF01
79696 54 INF01
79697 56 AGR03
79698 91 INF01
79699 45 MED18
79700 87 IINF05
79701 96 BIO10
79702 60 INGIND35
79703 61 INF01
79704 39 INGIND35
79705 20 AGR03
79706 81 MAT01
79707 51 MAT01
79708 87 IINF05
79709 40 AGR03
79710 43 CHIM02
79711 64 MAT01
79712 86 IINF04
79713 77 IINF05
79714 65 MAT01
79715 20 MAT01
79716 29 INF01
79717 100 INGIND35
79718 9 MAT01
79719 88 MAT01
79720 97 CHIM02
79721 61 INF01
79722 48 INF01
79723 26 INF01
79724 80 INF01
79725 63 INF01
79726 81 BIO10
79727 21 AGR03
79728 49 CHIM02
79729 76 CHIM02
79730 32 IINF04
79731 25 INF01
79732 47 FIS01
79733 81 INF01
79734 25 IINF05
79735 61 CHIM02
79736 13 BIO10
79737 30 MAT01
79738 72 BIO10
79739 41 IINF04
79740 59 BIO10
79741 83 IINF05
79742 15 BIO10
79743 100 AGR03
79744 81 INGIND35
79745 61 IINF05
79746 43 BIO10
79747 21 INGIND35
79748 2 CHIM02
79749 21 IINF05
79750 95 BIO10
79751 50 MED18
79752 89 FIS01
79753 14 INGIND35
79754 19 INGIND35
79755 16 BIO10
79756 13 INF01
79757 29 BIO10
79758 43 AGR03
79759 34 MAT01
79760 75 CHIM02
79761 30 INGIND35
79762 9 INF01
79763 25 CHIM02
79764 70 IINF05
79765 22 FIS01
79766 64 IINF04
79767 16 INF01
79768 1 INGIND35
79769 8 FIS01
79770 52 AGR03
79771 74 AGR03
79772 49 MED18
79773 92 BIO10
79774 31 BIO10
79775 73 INF01
79776 20 IINF04
79777 25 IINF04
79778 49 IINF05
79779 73 BIO10
79780 83 CHIM02
79781 71 MAT01
79782 22 CHIM02
79783 81 IINF04
79784 52 IINF04
79785 3 IINF05
79786 24 AGR03
79787 78 IINF04
79788 31 CHIM02
79789 28 MED18
79790 13 CHIM02
79791 18 INF01
79792 47 MED18
79793 87 IINF05
79794 9 CHIM02
79795 93 IINF04
79796 54 CHIM02
79797 53 CHIM02
79798 8 IINF05
79799 80 AGR03
79800 27 AGR03
79801 74 CHIM02
79802 50 INF01
79803 51 CHIM02
79804 22 MED18
79805 53 CHIM02
79806 23 MED18
79807 22 INF01
79808 88 MED18
79809 45 BIO10
79810 64 IINF04
79811 97 AGR03
79812 95 FIS01
79813 94 MED18
79814 3 AGR03
79815 96 MED18
79816 30 INGIND35
79817 16 INF01
79818 96 MAT01
79819 55 INGIND35
79820 77 CHIM02
79821 93 AGR03
79822 55 FIS01
79823 92 INF01
79824 94 CHIM02
79825 98 AGR03
79826 51 IINF05
79827 85 MAT01
79828 15 INF01
79829 72 CHIM02
79830 32 AGR03
79831 47 AGR03
79832 92 MED18
79833 58 IINF04
79834 95 AGR03
79835 17 IINF04
79836 86 MED18
79837 4 MED18
79838 69 IINF04
79839 16 IINF05
79840 56 IINF04
79841 51 BIO10
79842 4 IINF05
79843 76 IINF04
79844 92 MAT01
79845 58 INF01
79846 78 INF01
79847 4 MAT01
79848 31 AGR03
79849 48 AGR03
79850 44 BIO10
79851 20 MAT01
79852 99 CHIM02
79853 11 FIS01
79854 77 MED18
79855 36 BIO10
79856 52 MAT01
79857 93 AGR03
79858 67 INF01
79859 100 MED18
79860 85 IINF04
79861 97 MED18
79862 27 FIS01
79863 3 BIO10
79864 12 AGR03
79865 30 AGR03
79866 3 CHIM02
79867 96 MED18
79868 99 MAT01
79869 21 IINF05
79870 41 CHIM02
79871 82 CHIM02
79872 98 INF01
79873 55 IINF04
79874 31 IINF05
79875 3 MAT01
79876 44 MED18
79877 98 IINF04
79878 31 CHIM02
79879 86 IINF05
79880 5 FIS01
79881 56 MED18
79882 41 CHIM02
79883 12 FIS01
79884 49 MED18
79885 35 IINF05
79886 47 AGR03
79887 26 FIS01
79888 49 INGIND35
79889 59 MAT01
79890 83 CHIM02
79891 62 IINF05
79892 76 AGR03
79893 97 BIO10
79894 23 INF01
79895 97 AGR03
79896 62 BIO10
79897 90 IINF04
79898 90 AGR03
79899 32 AGR03
79900 33 MED18
79901 22 MAT01
79902 97 BIO10
79903 57 MED18
79904 15 AGR03
79905 96 INF01
79906 47 AGR03
79907 46 IINF05
79908 22 MED18
79909 39 MED18
79910 46 IINF04
79911 18 BIO10
79912 57 AGR03
79913 97 IINF04
79914 72 AGR03
79915 65 INF01
79916 27 FIS01
79917 55 IINF05
79918 46 BIO10
79919 67 CHIM02
79920 43 MED18
79921 34 BIO10
79922 8 INGIND35
79923 86 MED18
79924 80 IINF04
79925 5 AGR03
79926 86 IINF05
79927 44 CHIM02
79928 51 IINF04
79929 25 AGR03
79930 43 IINF04
79931 59 IINF05
79932 16 BIO10
79933 81 INGIND35
79934 9 MED18
79935 29 AGR03
79936 92 AGR03
79937 92 IINF04
79938 100 INF01
79939 78 FIS01
79940 28 IINF05
79941 68 MAT01
79942 32 MAT01
79943 97 CHIM02
79944 19 INGIND35
79945 44 FIS01
79946 18 INF01
79947 6 AGR03
79948 78 IINF04
79949 1 FIS01
79950 99 CHIM02
79951 90 FIS01
79952 68 MED18
79953 81 CHIM02
79954 58 IINF04
79955 41 INF01
79956 51 MAT01
79957 45 MAT01
79958 21 INGIND35
79959 16 BIO10
79960 27 CHIM02
79961 70 INGIND35
79962 90 INF01
79963 25 IINF04
79964 65 MED18
79965 15 IINF04
79966 99 CHIM02
79967 55 FIS01
79968 84 INGIND35
79969 97 IINF05
79970 83 CHIM02
79971 30 INGIND35
79972 23 IINF05
79973 37 INGIND35
79974 22 MED18
79975 54 IINF05
79976 100 BIO10
79977 94 CHIM02
79978 56 FIS01
79979 47 MED18
79980 37 AGR03
79981 42 IINF04
79982 94 AGR03
79983 2 IINF05
79984 49 INGIND35
79985 63 IINF05
79986 63 MAT01
79987 90 INGIND35
79988 36 CHIM02
79989 48 INGIND35
79990 89 IINF05
79991 62 IINF04
79992 60 BIO10
79993 27 MAT01
79994 77 AGR03
79995 10 AGR03
79996 93 INGIND35
79997 57 IINF04
79998 17 BIO10
79999 53 INGIND35
80000 55 IINF04
80001 84 INF01
80002 2 FIS01
80003 78 AGR03
80004 50 CHIM02
80005 17 CHIM02
80006 88 INF01
80007 36 AGR03
80008 24 BIO10
80009 48 AGR03
80010 79 BIO10
80011 100 AGR03
80012 76 MAT01
80013 95 FIS01
80014 38 CHIM02
80015 75 FIS01
80016 44 FIS01
80017 65 FIS01
80018 55 MAT01
80019 89 CHIM02
80020 64 AGR03
80021 17 AGR03
80022 4 MED18
80023 23 FIS01
80024 84 AGR03
80025 14 INGIND35
80026 35 IINF04
80027 24 BIO10
80028 25 AGR03
80029 85 AGR03
80030 12 INF01
80031 75 FIS01
80032 25 MED18
80033 50 IINF05
80034 31 INGIND35
80035 14 MAT01
80036 67 BIO10
80037 7 MED18
80038 29 CHIM02
80039 51 FIS01
80040 57 AGR03
80041 16 MED18
80042 82 INF01
80043 7 AGR03
80044 59 INF01
80045 26 CHIM02
80046 70 INGIND35
80047 36 MED18
80048 33 IINF04
80049 21 MAT01
80050 48 BIO10
80051 77 INF01
80052 76 MED18
80053 50 INGIND35
80054 47 IINF04
80055 63 MAT01
80056 99 AGR03
80057 92 IINF05
80058 81 MED18
80059 90 MED18
80060 64 INF01
80061 92 INF01
80062 23 INF01
80063 20 INF01
80064 14 INGIND35
80065 20 INF01
80066 72 FIS01
80067 79 IINF04
80068 56 IINF05
80069 13 IINF04
80070 52 MED18
80071 41 INGIND35
80072 10 BIO10
80073 16 BIO10
80074 55 IINF04
80075 71 INF01
80076 15 MAT01
80077 56 MED18
80078 68 FIS01
80079 91 AGR03
80080 51 INGIND35
80081 26 CHIM02
80082 32 FIS01
80083 80 MAT01
80084 92 IINF05
80085 62 MED18
80086 41 INF01
80087 20 FIS01
80088 13 AGR03
80089 71 INF01
80090 28 FIS01
80091 78 MAT01
80092 92 IINF04
80093 29 MAT01
80094 52 AGR03
80095 44 IINF04
80096 7 CHIM02
80097 21 INGIND35
80098 5 IINF04
80099 12 FIS01
80100 19 MED18
80101 58 BIO10
80102 78 MAT01
80103 14 FIS01
80104 53 AGR03
80105 48 FIS01
80106 9 IINF05
80107 30 IINF04
80108 32 IINF05
80109 2 IINF05
80110 82 MED18
80111 54 IINF05
80112 94 MAT01
80113 48 INF01
80114 42 CHIM02
80115 1 IINF05
80116 93 BIO10
80117 23 MAT01
80118 28 BIO10
80119 45 INF01
80120 58 MED18
80121 48 INGIND35
80122 77 CHIM02
80123 65 IINF04
80124 59 IINF05
80125 62 INGIND35
80126 38 CHIM02
80127 91 INF01
80128 52 IINF04
80129 61 BIO10
80130 9 MAT01
80131 45 BIO10
80132 33 BIO10
80133 32 MED18
80134 46 CHIM02
80135 59 BIO10
80136 100 MAT01
80137 42 AGR03
80138 1 AGR03
80139 97 MED18
80140 16 MAT01
80141 2 MED18
80142 2 MED18
80143 36 MED18
80144 29 AGR03
80145 10 CHIM02
80146 20 INGIND35
80147 15 CHIM02
80148 43 MAT01
80149 89 BIO10
80150 89 IINF04
80151 81 MAT01
80152 75 MED18
80153 6 AGR03
80154 35 MAT01
80155 29 MAT01
80156 62 IINF04
80157 4 CHIM02
80158 39 MAT01
80159 18 AGR03
80160 32 INGIND35
80161 97 IINF05
80162 68 FIS01
80163 2 AGR03
80164 78 IINF05
80165 73 BIO10
80166 1 IINF04
80167 96 INGIND35
80168 78 INF01
80169 98 IINF05
80170 50 BIO10
80171 18 BIO10
80172 85 IINF04
80173 49 BIO10
80174 88 IINF04
80175 26 MED18
80176 37 IINF04
80177 38 IINF04
80178 68 CHIM02
80179 52 FIS01
80180 59 BIO10
80181 72 BIO10
80182 96 INGIND35
80183 85 IINF04
80184 21 CHIM02
80185 80 IINF04
80186 76 FIS01
80187 10 AGR03
80188 86 FIS01
80189 49 BIO10
80190 74 FIS01
80191 58 AGR03
80192 32 BIO10
80193 68 AGR03
80194 52 IINF04
80195 96 CHIM02
80196 60 CHIM02
80197 41 BIO10
80198 28 FIS01
80199 53 FIS01
80200 32 MED18
80201 90 MAT01
80202 9 INGIND35
80203 24 MAT01
80204 98 MAT01
80205 94 INF01
80206 81 CHIM02
80207 58 CHIM02
80208 65 FIS01
80209 47 IINF05
80210 63 AGR03
80211 79 IINF05
80212 44 IINF05
80213 26 IINF04
80214 67 BIO10
80215 65 INGIND35
80216 24 IINF04
80217 5 INF01
80218 71 IINF04
80219 11 IINF04
80220 17 AGR03
80221 59 INGIND35
80222 70 IINF05
80223 23 BIO10
80224 52 IINF04
80225 84 IINF04
80226 47 MED18
80227 57 IINF04
80228 17 INF01
80229 10 CHIM02
80230 6 CHIM02
80231 74 MED18
80232 19 INGIND35
80233 22 BIO10
80234 36 MED18
80235 1 INGIND35
80236 95 INGIND35
80237 53 MAT01
80238 73 CHIM02
80239 94 IINF04
80240 70 FIS01
80241 60 BIO10
80242 59 MED18
80243 48 IINF04
80244 1 CHIM02
80245 5 IINF05
80246 99 CHIM02
80247 27 BIO10
80248 77 IINF04
80249 5 IINF04
80250 58 IINF04
80251 18 CHIM02
80252 97 INF01
80253 75 MED18
80254 77 BIO10
80255 51 MAT01
80256 1 CHIM02
80257 45 IINF05
80258 67 MED18
80259 91 BIO10
80260 12 MED18
80261 53 IINF05
80262 11 FIS01
80263 97 MED18
80264 83 BIO10
80265 38 MAT01
80266 70 AGR03
80267 29 MED18
80268 96 INF01
80269 97 MAT01
80270 56 MAT01
80271 8 MAT01
80272 72 INF01
80273 100 CHIM02
80274 43 CHIM02
80275 89 FIS01
80276 60 BIO10
80277 79 CHIM02
80278 48 FIS01
80279 57 MAT01
80280 18 MED18
80281 62 FIS01
80282 26 IINF04
80283 24 FIS01
80284 47 IINF05
80285 77 MAT01
80286 100 INGIND35
80287 47 BIO10
80288 27 IINF05
80289 58 IINF05
80290 18 AGR03
80291 42 IINF05
80292 94 CHIM02
80293 46 MED18
80294 56 IINF04
80295 63 BIO10
80296 64 MAT01
80297 79 IINF05
80298 39 IINF05
80299 46 MED18
80300 43 IINF05
80301 75 INGIND35
80302 53 IINF05
80303 29 INF01
80304 61 INGIND35
80305 10 BIO10
80306 65 CHIM02
80307 22 AGR03
80308 1 AGR03
80309 51 FIS01
80310 8 MAT01
80311 4 MED18
80312 53 MAT01
80313 11 INGIND35
80314 42 MAT01
80315 22 FIS01
80316 38 AGR03
80317 24 INGIND35
80318 50 INGIND35
80319 17 BIO10
80320 33 AGR03
80321 98 MAT01
80322 60 IINF04
80323 10 IINF04
80324 90 AGR03
80325 42 IINF05
80326 69 FIS01
80327 100 INGIND35
80328 17 MAT01
80329 82 IINF04
80330 97 BIO10
80331 19 INGIND35
80332 61 CHIM02
80333 79 IINF04
80334 23 MED18
80335 95 MED18
80336 49 MED18
80337 13 MAT01
80338 51 CHIM02
80339 97 CHIM02
80340 56 FIS01
80341 45 FIS01
80342 1 FIS01
80343 82 MED18
80344 4 CHIM02
80345 44 INGIND35
80346 79 AGR03
80347 26 MED18
80348 31 BIO10
80349 50 CHIM02
80350 95 BIO10
80351 16 INGIND35
80352 75 MED18
80353 27 AGR03
80354 72 CHIM02
80355 55 IINF05
80356 51 CHIM02
80357 1 IINF05
80358 38 INF01
80359 15 CHIM02
80360 4 CHIM02
80361 92 FIS01
80362 3 IINF04
80363 12 AGR03
80364 59 IINF05
80365 57 AGR03
80366 1 CHIM02
80367 13 BIO10
80368 30 INF01
80369 72 CHIM02
80370 49 FIS01
80371 13 IINF05
80372 60 INF01
80373 59 AGR03
80374 83 AGR03
80375 70 INGIND35
80376 19 IINF04
80377 7 INGIND35
80378 69 AGR03
80379 50 INGIND35
80380 88 INGIND35
80381 13 IINF05
80382 36 IINF05
80383 45 INF01
80384 67 CHIM02
80385 2 MED18
80386 15 AGR03
80387 66 AGR03
80388 8 FIS01
80389 79 IINF05
80390 53 IINF04
80391 28 MAT01
80392 6 INF01
80393 64 MED18
80394 77 IINF05
80395 53 BIO10
80396 50 AGR03
80397 81 BIO10
80398 63 MED18
80399 94 MED18
80400 63 MED18
80401 15 BIO10
80402 67 INGIND35
80403 39 AGR03
80404 94 CHIM02
80405 7 IINF05
80406 74 MAT01
80407 39 MED18
80408 80 MAT01
80409 32 FIS01
80410 28 BIO10
80411 44 IINF04
80412 46 INGIND35
80413 100 BIO10
80414 17 BIO10
80415 66 FIS01
80416 50 INF01
80417 76 MAT01
80418 67 FIS01
80419 48 IINF05
80420 58 INF01
80421 7 CHIM02
80422 81 INGIND35
80423 81 BIO10
80424 100 AGR03
80425 85 CHIM02
80426 5 IINF04
80427 79 IINF05
80428 91 CHIM02
80429 32 IINF05
80430 27 CHIM02
80431 31 AGR03
80432 43 INF01
80433 76 BIO10
80434 98 CHIM02
80435 13 MAT01
80436 87 BIO10
80437 80 MAT01
80438 36 AGR03
80439 36 IINF05
80440 63 INF01
80441 36 INGIND35
80442 38 INF01
80443 28 MAT01
80444 91 BIO10
80445 42 BIO10
80446 89 FIS01
80447 87 INGIND35
80448 28 INGIND35
80449 30 MED18
80450 13 IINF05
80451 96 INGIND35
80452 20 AGR03
80453 2 AGR03
80454 15 MAT01
80455 68 IINF04
80456 28 MAT01
80457 88 BIO10
80458 35 CHIM02
80459 9 CHIM02
80460 92 INF01
80461 54 INF01
80462 83 AGR03
80463 78 CHIM02
80464 25 IINF05
80465 96 INGIND35
80466 83 IINF05
80467 29 AGR03
80468 38 MED18
80469 61 IINF05
80470 78 INF01
80471 99 MAT01
80472 39 MED18
80473 82 BIO10
80474 12 AGR03
80475 24 BIO10
80476 39 IINF04
80477 4 INGIND35
80478 40 AGR03
80479 36 AGR03
80480 68 CHIM02
80481 27 INF01
80482 73 BIO10
80483 100 MAT01
80484 76 IINF05
80485 65 IINF05
80486 19 BIO10
80487 84 BIO10
80488 64 MAT01
80489 81 BIO10
80490 40 MAT01
80491 18 FIS01
80492 70 BIO10
80493 90 INGIND35
80494 13 AGR03
80495 45 CHIM02
80496 33 AGR03
80497 78 AGR03
80498 10 CHIM02
80499 29 IINF04
80500 93 INGIND35
80501 66 IINF04
80502 43 INF01
80503 88 INGIND35
80504 70 FIS01
80505 48 MED18
80506 90 FIS01
80507 73 MAT01
80508 5 MAT01
80509 10 IINF05
80510 78 CHIM02
80511 38 FIS01
80512 6 AGR03
80513 66 IINF04
80514 92 MAT01
80515 68 INGIND35
80516 74 MED18
80517 95 MED18
80518 31 IINF04
80519 16 INGIND35
80520 18 BIO10
80521 89 FIS01
80522 85 BIO10
80523 8 AGR03
80524 56 FIS01
80525 82 INGIND35
80526 10 AGR03
80527 94 IINF05
80528 9 AGR03
80529 9 IINF05
80530 62 BIO10
80531 96 AGR03
80532 36 FIS01
80533 39 MAT01
80534 96 IINF05
80535 70 MAT01
80536 92 MAT01
80537 65 CHIM02
80538 46 AGR03
80539 4 CHIM02
80540 54 MED18
80541 74 FIS01
80542 13 IINF04
80543 22 INGIND35
80544 4 CHIM02
80545 55 IINF04
80546 32 BIO10
80547 68 BIO10
80548 90 CHIM02
80549 77 INGIND35
80550 42 MED18
80551 65 FIS01
80552 63 INGIND35
80553 66 INF01
80554 46 CHIM02
80555 81 CHIM02
80556 60 AGR03
80557 15 IINF05
80558 23 AGR03
80559 13 AGR03
80560 48 MED18
80561 90 FIS01
80562 28 FIS01
80563 80 MAT01
80564 7 IINF04
80565 24 IINF04
80566 6 BIO10
80567 10 BIO10
80568 35 AGR03
80569 88 INF01
80570 27 IINF05
80571 11 FIS01
80572 42 FIS01
80573 21 CHIM02
80574 80 IINF05
80575 16 INGIND35
80576 6 INGIND35
80577 60 IINF05
80578 31 INF01
80579 64 BIO10
80580 95 INGIND35
80581 20 FIS01
80582 15 IINF04
80583 95 CHIM02
80584 9 AGR03
80585 59 IINF05
80586 88 AGR03
80587 79 MED18
80588 8 IINF04
80589 42 CHIM02
80590 5 AGR03
80591 60 INGIND35
80592 8 IINF04
80593 20 MAT01
80594 40 CHIM02
80595 75 BIO10
80596 91 AGR03
80597 95 AGR03
80598 79 BIO10
80599 74 IINF05
80600 94 MAT01
80601 84 INGIND35
80602 94 CHIM02
80603 40 INF01
80604 39 FIS01
80605 29 FIS01
80606 52 INF01
80607 5 IINF05
80608 38 FIS01
80609 99 BIO10
80610 25 INF01
80611 64 AGR03
80612 68 AGR03
80613 38 IINF04
80614 51 BIO10
80615 46 INF01
80616 40 BIO10
80617 82 CHIM02
80618 14 IINF05
80619 85 CHIM02
80620 60 CHIM02
80621 79 IINF05
80622 33 INF01
80623 30 BIO10
80624 12 AGR03
80625 86 MED18
80626 97 INF01
80627 91 BIO10
80628 36 AGR03
80629 81 INGIND35
80630 15 CHIM02
80631 28 INF01
80632 90 BIO10
80633 1 BIO10
80634 9 FIS01
80635 75 FIS01
80636 53 IINF05
80637 56 MED18
80638 73 IINF04
80639 83 AGR03
80640 52 IINF05
80641 20 CHIM02
80642 91 INF01
80643 63 INGIND35
80644 97 FIS01
80645 2 INGIND35
80646 12 CHIM02
80647 78 AGR03
80648 27 CHIM02
80649 49 INGIND35
80650 21 INF01
80651 80 MAT01
80652 35 CHIM02
80653 11 IINF04
80654 16 INGIND35
80655 97 INF01
80656 5 MED18
80657 80 IINF05
80658 25 CHIM02
80659 82 IINF05
80660 26 MED18
80661 81 FIS01
80662 99 AGR03
80663 98 BIO10
80664 66 IINF04
80665 17 MAT01
80666 75 BIO10
80667 51 AGR03
80668 91 MAT01
80669 55 INGIND35
80670 100 INF01
80671 21 MAT01
80672 57 INF01
80673 40 CHIM02
80674 61 INGIND35
80675 63 INF01
80676 59 CHIM02
80677 87 AGR03
80678 64 IINF05
80679 16 IINF04
80680 90 MAT01
80681 59 INGIND35
80682 64 MAT01
80683 62 AGR03
80684 7 AGR03
80685 82 IINF04
80686 99 CHIM02
80687 72 MAT01
80688 15 IINF04
80689 66 BIO10
80690 15 INGIND35
80691 84 INF01
80692 41 MED18
80693 66 INGIND35
80694 29 FIS01
80695 67 BIO10
80696 40 INF01
80697 65 INGIND35
80698 6 FIS01
80699 47 MAT01
80700 60 INF01
80701 71 IINF04
80702 27 IINF04
80703 46 IINF04
80704 33 FIS01
80705 41 INGIND35
80706 97 IINF05
80707 18 MAT01
80708 74 FIS01
80709 43 AGR03
80710 87 IINF04
80711 74 AGR03
80712 39 BIO10
80713 75 IINF04
80714 86 FIS01
80715 37 IINF04
80716 52 CHIM02
80717 42 AGR03
80718 93 AGR03
80719 47 FIS01
80720 24 IINF05
80721 93 MAT01
80722 51 FIS01
80723 89 BIO10
80724 17 IINF05
80725 7 CHIM02
80726 42 MAT01
80727 37 IINF04
80728 64 MAT01
80729 29 INF01
80730 99 IINF04
80731 1 MED18
80732 82 MED18
80733 94 MED18
80734 12 BIO10
80735 85 BIO10
80736 71 BIO10
80737 91 IINF04
80738 76 AGR03
80739 34 INF01
80740 57 CHIM02
80741 11 AGR03
80742 17 MED18
80743 69 FIS01
80744 42 MED18
80745 45 IINF05
80746 33 MED18
80747 81 IINF05
80748 53 CHIM02
80749 83 IINF04
80750 70 MAT01
80751 66 BIO10
80752 23 CHIM02
80753 33 INF01
80754 37 IINF05
80755 35 FIS01
80756 13 IINF05
80757 58 AGR03
80758 2 FIS01
80759 80 CHIM02
80760 31 INGIND35
80761 81 MAT01
80762 20 AGR03
80763 41 INF01
80764 44 FIS01
80765 80 MAT01
80766 17 IINF04
80767 64 MED18
80768 36 IINF05
80769 95 AGR03
80770 97 MED18
80771 80 IINF04
80772 19 CHIM02
80773 33 IINF05
80774 94 IINF04
80775 91 MED18
80776 81 INGIND35
80777 22 MED18
80778 26 IINF04
80779 84 INGIND35
80780 77 INGIND35
80781 17 AGR03
80782 78 INF01
80783 34 FIS01
80784 60 BIO10
80785 57 INF01
80786 77 IINF05
80787 6 CHIM02
80788 15 AGR03
80789 13 IINF04
80790 21 MED18
80791 41 AGR03
80792 79 INF01
80793 32 CHIM02
80794 65 FIS01
80795 35 IINF05
80796 12 INGIND35
80797 68 INF01
80798 81 MED18
80799 39 MAT01
80800 72 INGIND35
80801 94 INGIND35
80802 85 IINF05
80803 33 INF01
80804 91 BIO10
80805 62 CHIM02
80806 29 AGR03
80807 17 INGIND35
80808 13 BIO10
80809 49 INF01
80810 4 MED18
80811 39 IINF05
80812 57 MAT01
80813 91 MAT01
80814 32 INGIND35
80815 37 AGR03
80816 26 FIS01
80817 50 AGR03
80818 67 FIS01
80819 9 FIS01
80820 90 BIO10
80821 57 INF01
80822 96 MAT01
80823 49 MAT01
80824 9 IINF05
80825 34 BIO10
80826 63 INF01
80827 3 INF01
80828 79 IINF05
80829 47 INF01
80830 19 AGR03
80831 20 CHIM02
80832 90 IINF04
80833 67 IINF05
80834 71 INF01
80835 67 INGIND35
80836 16 AGR03
80837 6 MED18
80838 92 IINF05
80839 32 MAT01
80840 75 BIO10
80841 4 INF01
80842 31 BIO10
80843 63 IINF04
80844 65 IINF05
80845 48 AGR03
80846 10 BIO10
80847 90 CHIM02
80848 65 INF01
80849 41 MAT01
80850 34 MED18
80851 71 CHIM02
80852 61 IINF04
80853 59 IINF05
80854 36 CHIM02
80855 58 BIO10
80856 98 IINF04
80857 11 CHIM02
80858 69 AGR03
80859 83 INGIND35
80860 27 FIS01
80861 53 INF01
80862 62 FIS01
80863 90 IINF05
80864 96 MAT01
80865 14 INGIND35
80866 43 MED18
80867 22 CHIM02
80868 71 CHIM02
80869 4 INF01
80870 21 BIO10
80871 84 IINF05
80872 12 MAT01
80873 65 AGR03
80874 92 INF01
80875 56 MED18
80876 35 BIO10
80877 4 IINF05
80878 78 IINF04
80879 90 CHIM02
80880 47 INF01
80881 3 BIO10
80882 4 CHIM02
80883 92 IINF05
80884 80 AGR03
80885 8 FIS01
80886 52 INGIND35
80887 38 CHIM02
80888 88 FIS01
80889 45 BIO10
80890 91 FIS01
80891 53 MED18
80892 64 IINF05
80893 30 CHIM02
80894 82 IINF04
80895 26 FIS01
80896 12 MED18
80897 68 MED18
80898 42 MED18
80899 87 MAT01
80900 11 INGIND35
80901 97 BIO10
80902 67 FIS01
80903 87 FIS01
80904 97 MAT01
80905 6 INF01
80906 11 FIS01
80907 9 MED18
80908 14 AGR03
80909 77 IINF05
80910 87 INGIND35
80911 62 INF01
80912 67 INF01
80913 37 AGR03
80914 43 MED18
80915 89 FIS01
80916 60 INGIND35
80917 37 IINF05
80918 62 MED18
80919 12 BIO10
80920 15 CHIM02
80921 86 CHIM02
80922 41 FIS01
80923 43 IINF04
80924 17 FIS01
80925 15 MAT01
80926 3 BIO10
80927 86 MED18
80928 54 IINF04
80929 70 INGIND35
80930 62 INF01
80931 48 INGIND35
80932 81 IINF04
80933 50 INF01
80934 44 INGIND35
80935 75 MAT01
80936 12 CHIM02
80937 4 CHIM02
80938 33 BIO10
80939 79 IINF04
80940 72 INGIND35
80941 9 MED18
80942 66 CHIM02
80943 89 AGR03
80944 89 INF01
80945 1 MAT01
80946 47 FIS01
80947 57 INF01
80948 86 IINF05
80949 57 AGR03
80950 22 AGR03
80951 10 FIS01
80952 45 MED18
80953 89 MED18
80954 57 IINF05
80955 25 FIS01
80956 35 INGIND35
80957 39 INF01
80958 37 MED18
80959 36 INGIND35
80960 52 IINF04
80961 100 BIO10
80962 28 IINF05
80963 30 INGIND35
80964 84 FIS01
80965 86 MED18
80966 25 MED18
80967 22 MED18
80968 82 INF01
80969 71 FIS01
80970 6 MAT01
80971 31 BIO10
80972 3 INGIND35
80973 25 MED18
80974 46 AGR03
80975 67 FIS01
80976 20 INGIND35
80977 74 CHIM02
80978 71 AGR03
80979 10 FIS01
80980 97 CHIM02
80981 64 AGR03
80982 69 CHIM02
80983 39 MED18
80984 53 IINF04
80985 92 INGIND35
80986 79 MED18
80987 54 MED18
80988 81 CHIM02
80989 47 IINF04
80990 69 MED18
80991 32 FIS01
80992 44 INF01
80993 52 BIO10
80994 36 MAT01
80995 83 MED18
80996 51 AGR03
80997 80 CHIM02
80998 68 BIO10
80999 7 INF01
81000 64 BIO10
81001 28 INGIND35
81002 100 IINF04
81003 22 IINF04
81004 98 IINF05
81005 21 CHIM02
81006 23 MAT01
81007 83 MED18
81008 33 BIO10
81009 40 INGIND35
81010 1 FIS01
81011 61 CHIM02
81012 66 MAT01
81013 67 MAT01
81014 71 MAT01
81015 75 FIS01
81016 52 INGIND35
81017 53 AGR03
81018 21 IINF05
81019 36 CHIM02
81020 37 INGIND35
81021 7 FIS01
81022 49 INF01
81023 88 CHIM02
81024 5 INF01
81025 30 INGIND35
81026 33 INGIND35
81027 37 IINF04
81028 25 MED18
81029 20 CHIM02
81030 85 IINF04
81031 52 MED18
81032 46 INGIND35
81033 76 INF01
81034 72 CHIM02
81035 42 IINF05
81036 6 INGIND35
81037 61 MED18
81038 51 MAT01
81039 78 MAT01
81040 45 IINF05
81041 33 CHIM02
81042 49 MED18
81043 2 AGR03
