9678 MED18 4
39358 12 AGR03
39359 6 FIS01
39360 4 INGIND35
39361 11 IINF04
39362 48 INF01
39363 48 MED18
39364 93 INGIND35
39365 54 CHIM02
39366 63 INF01
39367 9 IINF04
39368 1 BIO10
39369 74 IINF05
39370 66 AGR03
39371 74 AGR03
39372 65 CHIM02
39373 3 AGR03
39374 16 MED18
39375 23 BIO10
39376 87 MAT01
39377 61 INGIND35
39378 45 IINF04
39379 76 MED18
39380 98 IINF04
39381 87 BIO10
39382 72 AGR03
39383 23 MAT01
39384 50 IINF05
39385 32 MAT01
39386 49 BIO10
39387 83 INGIND35
39388 55 FIS01
39389 86 IINF05
39390 33 INF01
39391 74 BIO10
39392 10 INGIND35
39393 100 CHIM02
39394 49 CHIM02
39395 85 MAT01
39396 1 IINF05
39397 43 CHIM02
39398 69 IINF05
39399 55 INF01
39400 35 IINF05
39401 43 AGR03
39402 66 IINF05
39403 30 FIS01
39404 20 FIS01
39405 37 FIS01
39406 85 MED18
39407 95 INGIND35
39408 2 IINF04
39409 39 FIS01
39410 7 IINF04
39411 27 CHIM02
39412 100 AGR03
39413 40 IINF05
39414 75 INF01
39415 70 CHIM02
39416 1 CHIM02
39417 47 INGIND35
39418 95 INF01
39419 95 IINF05
39420 6 FIS01
39421 49 INF01
39422 60 IINF04
39423 43 MED18
39424 7 MAT01
39425 10 IINF05
39426 88 IINF05
39427 32 MED18
39428 49 MED18
39429 13 AGR03
39430 24 IINF05
39431 14 INF01
39432 76 MED18
39433 98 INF01
39434 24 IINF05
39435 38 AGR03
39436 78 MAT01
39437 47 FIS01
39438 68 IINF04
39439 99 INGIND35
39440 88 INGIND35
39441 68 BIO10
39442 66 AGR03
39443 40 FIS01
39444 30 MAT01
39445 89 IINF04
39446 57 INGIND35
39447 7 AGR03
39448 61 INGIND35
39449 11 FIS01
39450 88 CHIM02
39451 65 MAT01
39452 56 MAT01
39453 28 AGR03
39454 43 MED18
39455 90 IINF05
39456 88 CHIM02
39457 70 MED18
39458 43 BIO10
39459 95 IINF05
39460 75 BIO10
39461 11 IINF05
39462 48 MED18
39463 16 MED18
39464 37 FIS01
39465 58 IINF05
39466 25 AGR03
39467 39 FIS01
39468 59 MED18
39469 66 BIO10
39470 80 CHIM02
39471 10 MED18
39472 58 INGIND35
39473 43 IINF05
39474 30 BIO10
39475 30 FIS01
39476 65 MED18
39477 100 AGR03
39478 6 MED18
39479 100 MED18
39480 19 AGR03
39481 82 CHIM02
39482 35 INF01
39483 32 MED18
39484 38 FIS01
39485 88 INGIND35
39486 1 INF01
39487 31 IINF05
39488 3 INGIND35
39489 96 FIS01
39490 97 FIS01
39491 25 INF01
39492 69 IINF04
39493 25 FIS01
39494 53 BIO10
39495 6 INGIND35
39496 91 MAT01
39497 20 IINF05
39498 8 INF01
39499 89 MED18
39500 79 BIO10
39501 98 AGR03
39502 70 MAT01
39503 11 IINF05
39504 16 IINF04
39505 51 CHIM02
39506 55 BIO10
39507 36 MAT01
39508 65 CHIM02
39509 1 IINF04
39510 12 BIO10
39511 90 MED18
39512 43 MAT01
39513 48 INF01
39514 99 IINF04
39515 94 MAT01
39516 55 CHIM02
39517 81 CHIM02
39518 17 INF01
39519 55 INGIND35
39520 73 AGR03
39521 68 FIS01
39522 67 FIS01
39523 20 FIS01
39524 69 AGR03
39525 36 INF01
39526 14 FIS01
39527 11 MAT01
39528 12 BIO10
39529 41 IINF04
39530 92 FIS01
39531 78 IINF04
39532 20 CHIM02
39533 37 INGIND35
39534 65 FIS01
39535 42 IINF04
39536 1 IINF04
39537 76 CHIM02
39538 40 AGR03
39539 30 IINF05
39540 47 IINF04
39541 97 FIS01
39542 66 AGR03
39543 55 AGR03
39544 94 INF01
39545 99 BIO10
39546 50 INGIND35
39547 24 AGR03
39548 37 MED18
39549 88 MED18
39550 33 AGR03
39551 43 MED18
39552 21 INGIND35
39553 73 IINF04
39554 22 INGIND35
39555 26 CHIM02
39556 24 BIO10
39557 98 AGR03
39558 94 IINF04
39559 25 INGIND35
39560 67 CHIM02
39561 77 CHIM02
39562 75 MAT01
39563 71 MAT01
39564 52 INGIND35
39565 51 INF01
39566 56 AGR03
39567 61 FIS01
39568 12 MAT01
39569 87 FIS01
39570 70 BIO10
39571 81 FIS01
39572 23 AGR03
39573 84 IINF05
39574 60 MED18
39575 35 MED18
39576 71 MAT01
39577 42 AGR03
39578 61 INF01
39579 23 IINF04
39580 73 BIO10
39581 39 MAT01
39582 24 INGIND35
39583 67 MAT01
39584 55 INF01
39585 55 INF01
39586 54 MED18
39587 11 INF01
39588 65 IINF05
39589 19 INGIND35
39590 48 CHIM02
39591 24 IINF05
39592 73 INGIND35
39593 17 FIS01
39594 89 FIS01
39595 77 INF01
39596 35 MED18
39597 78 MAT01
39598 53 CHIM02
39599 83 FIS01
39600 36 INGIND35
39601 42 BIO10
39602 76 INF01
39603 92 INF01
39604 48 IINF05
39605 30 IINF04
39606 100 FIS01
39607 88 CHIM02
39608 38 MAT01
39609 60 MAT01
39610 39 IINF04
39611 71 IINF04
39612 65 CHIM02
39613 60 MED18
39614 30 MED18
39615 88 MAT01
39616 28 IINF05
39617 14 INF01
39618 67 INF01
39619 37 INF01
39620 70 INGIND35
39621 66 FIS01
39622 32 MAT01
39623 21 INF01
39624 93 CHIM02
39625 20 MAT01
39626 15 INF01
39627 93 IINF04
39628 39 BIO10
39629 22 MAT01
39630 36 FIS01
39631 29 FIS01
39632 55 BIO10
39633 99 CHIM02
39634 33 MED18
39635 81 INF01
39636 4 MED18
39637 3 AGR03
39638 70 AGR03
39639 41 IINF05
39640 44 IINF04
39641 76 INGIND35
39642 42 BIO10
39643 84 MAT01
39644 55 CHIM02
39645 51 CHIM02
39646 44 CHIM02
39647 15 MED18
39648 64 AGR03
39649 46 MAT01
39650 75 IINF04
39651 100 IINF04
39652 73 AGR03
39653 64 IINF05
39654 69 MED18
39655 3 IINF04
39656 98 BIO10
39657 66 IINF05
39658 63 IINF04
39659 2 IINF04
39660 51 FIS01
39661 81 FIS01
39662 54 FIS01
39663 57 AGR03
39664 89 MAT01
39665 48 AGR03
39666 50 AGR03
39667 82 IINF04
39668 51 INF01
39669 51 INGIND35
39670 44 INGIND35
39671 30 MAT01
39672 98 AGR03
39673 26 CHIM02
39674 54 MAT01
39675 82 INF01
39676 32 MAT01
39677 87 BIO10
39678 26 FIS01
39679 21 FIS01
39680 75 FIS01
39681 8 MAT01
39682 55 MAT01
39683 14 AGR03
39684 51 BIO10
39685 42 MAT01
39686 28 AGR03
39687 84 AGR03
39688 98 FIS01
39689 85 CHIM02
39690 44 AGR03
39691 64 INF01
39692 30 AGR03
39693 67 INGIND35
39694 56 IINF04
39695 23 MAT01
39696 19 INF01
39697 22 BIO10
39698 32 MAT01
39699 9 IINF05
39700 59 IINF04
39701 50 CHIM02
39702 47 IINF05
39703 10 BIO10
39704 3 MAT01
39705 31 BIO10
39706 29 BIO10
39707 66 AGR03
39708 80 IINF05
39709 79 IINF04
39710 92 AGR03
39711 15 AGR03
39712 25 MED18
39713 74 IINF04
39714 5 IINF05
39715 5 MAT01
39716 91 INF01
39717 33 CHIM02
39718 78 CHIM02
39719 41 FIS01
39720 72 INF01
39721 4 IINF05
39722 27 MED18
39723 77 BIO10
39724 72 MED18
39725 96 MED18
39726 49 INF01
39727 74 IINF05
39728 69 INGIND35
39729 63 IINF05
39730 17 CHIM02
39731 94 AGR03
39732 92 MED18
39733 34 AGR03
39734 11 BIO10
39735 7 MED18
39736 7 FIS01
39737 47 IINF05
39738 6 IINF04
39739 28 FIS01
39740 79 IINF05
39741 92 BIO10
39742 42 FIS01
39743 86 INF01
39744 87 CHIM02
39745 6 INF01
39746 54 FIS01
39747 28 IINF04
39748 8 MAT01
39749 41 CHIM02
39750 37 INF01
39751 25 CHIM02
39752 48 INGIND35
39753 58 AGR03
39754 39 CHIM02
39755 31 MAT01
39756 42 FIS01
39757 7 MAT01
39758 31 INF01
39759 58 INF01
39760 67 INF01
39761 89 AGR03
39762 3 MAT01
39763 50 MAT01
39764 3 IINF04
39765 60 IINF05
39766 58 FIS01
39767 91 INGIND35
39768 100 MAT01
39769 75 MED18
39770 83 MED18
39771 26 IINF05
39772 35 CHIM02
39773 3 INF01
39774 34 INGIND35
39775 41 INF01
39776 64 CHIM02
39777 7 FIS01
39778 12 MAT01
39779 39 IINF04
39780 36 CHIM02
39781 69 MED18
39782 65 IINF05
39783 32 IINF04
39784 80 INF01
39785 73 AGR03
39786 88 MAT01
39787 61 MED18
39788 29 IINF04
39789 64 INGIND35
39790 90 AGR03
39791 35 BIO10
39792 22 INF01
39793 70 MED18
39794 10 MAT01
39795 44 AGR03
39796 28 MED18
39797 62 CHIM02
39798 21 AGR03
39799 18 INF01
39800 98 INF01
39801 69 BIO10
39802 66 INGIND35
39803 1 AGR03
39804 85 MED18
39805 6 FIS01
39806 91 IINF04
39807 7 MED18
39808 100 CHIM02
39809 63 IINF04
39810 34 MED18
39811 36 MAT01
39812 19 MAT01
39813 12 MED18
39814 17 FIS01
39815 22 IINF04
39816 24 INGIND35
39817 82 MAT01
39818 7 MAT01
39819 80 IINF05
39820 1 MED18
39821 100 INGIND35
39822 34 INF01
39823 68 INF01
39824 15 MED18
39825 64 INF01
39826 71 MAT01
39827 78 INF01
39828 13 INGIND35
39829 96 MAT01
39830 73 INF01
39831 23 IINF05
39832 65 CHIM02
39833 50 BIO10
39834 35 CHIM02
39835 97 INF01
39836 10 MAT01
39837 49 IINF04
39838 14 INF01
39839 38 MED18
39840 66 MED18
39841 7 IINF05
39842 37 MED18
39843 34 IINF05
39844 20 INGIND35
39845 66 FIS01
39846 3 IINF05
39847 71 MAT01
39848 73 FIS01
39849 3 MED18
39850 78 MED18
39851 42 CHIM02
39852 64 INGIND35
39853 74 IINF05
39854 80 MAT01
39855 91 AGR03
39856 68 FIS01
39857 76 INF01
39858 8 MAT01
39859 79 INGIND35
39860 25 AGR03
39861 81 IINF05
39862 66 IINF05
39863 91 INF01
39864 90 MED18
39865 25 FIS01
39866 37 IINF05
39867 78 BIO10
39868 52 IINF05
39869 25 MED18
39870 79 IINF05
39871 89 FIS01
39872 98 AGR03
39873 46 IINF05
39874 51 BIO10
39875 85 INGIND35
39876 58 AGR03
39877 34 AGR03
39878 82 MED18
39879 66 AGR03
39880 67 AGR03
39881 19 MAT01
39882 27 IINF04
39883 41 IINF04
39884 74 MED18
39885 59 INF01
39886 1 IINF04
39887 50 IINF04
39888 93 IINF04
39889 43 CHIM02
39890 15 MED18
39891 98 FIS01
39892 81 FIS01
39893 46 BIO10
39894 45 BIO10
39895 62 IINF05
39896 23 IINF04
39897 66 INGIND35
39898 3 FIS01
39899 89 MAT01
39900 4 FIS01
39901 71 MED18
39902 18 BIO10
39903 66 INF01
39904 11 INF01
39905 67 IINF04
39906 25 IINF05
39907 46 IINF04
39908 16 FIS01
39909 77 INGIND35
39910 25 CHIM02
39911 84 MAT01
39912 18 IINF04
39913 74 INF01
39914 35 BIO10
39915 33 FIS01
39916 99 INGIND35
39917 80 MAT01
39918 84 IINF05
39919 97 CHIM02
39920 51 INF01
39921 9 BIO10
39922 32 FIS01
39923 87 MAT01
39924 36 CHIM02
39925 52 MED18
39926 41 CHIM02
39927 62 IINF04
39928 19 CHIM02
39929 19 FIS01
39930 17 IINF04
39931 81 CHIM02
39932 28 INF01
39933 38 CHIM02
39934 79 MAT01
39935 8 INF01
39936 16 MED18
39937 77 AGR03
39938 91 INF01
39939 75 BIO10
39940 7 FIS01
39941 40 AGR03
39942 13 BIO10
39943 98 INF01
39944 41 CHIM02
39945 57 MAT01
39946 2 IINF05
39947 26 INGIND35
39948 42 AGR03
39949 43 FIS01
39950 26 MAT01
39951 89 MED18
39952 47 AGR03
39953 65 IINF04
39954 40 IINF04
39955 52 IINF04
39956 23 IINF04
39957 81 FIS01
39958 34 INGIND35
39959 78 INF01
39960 16 CHIM02
39961 36 INF01
39962 70 IINF04
39963 66 CHIM02
39964 43 AGR03
39965 94 BIO10
39966 1 IINF05
39967 55 IINF05
39968 36 IINF04
39969 78 IINF05
39970 88 BIO10
39971 22 IINF05
39972 89 IINF05
39973 30 INF01
39974 98 IINF05
39975 82 AGR03
39976 57 INF01
39977 77 AGR03
39978 4 IINF04
39979 61 INF01
39980 85 INF01
39981 68 IINF04
39982 48 CHIM02
39983 82 AGR03
39984 79 INGIND35
39985 5 CHIM02
39986 36 BIO10
39987 83 MAT01
39988 31 BIO10
39989 72 BIO10
39990 1 CHIM02
39991 58 MED18
39992 99 INGIND35
39993 60 IINF04
39994 54 IINF04
39995 67 FIS01
39996 63 AGR03
39997 30 INGIND35
39998 39 AGR03
39999 71 AGR03
40000 95 IINF04
40001 33 INGIND35
40002 58 MED18
40003 99 IINF04
40004 37 MED18
40005 5 FIS01
40006 59 CHIM02
40007 99 INGIND35
40008 38 INF01
40009 26 IINF04
40010 37 INF01
40011 34 MED18
40012 78 MED18
40013 62 IINF05
40014 37 MAT01
40015 24 MAT01
40016 28 IINF05
40017 95 FIS01
40018 93 IINF04
40019 94 INF01
40020 58 CHIM02
40021 66 FIS01
40022 94 IINF04
40023 86 MAT01
40024 74 FIS01
40025 30 AGR03
40026 7 MED18
40027 52 BIO10
40028 48 MED18
40029 73 BIO10
40030 10 IINF05
40031 15 INF01
40032 5 CHIM02
40033 29 INGIND35
40034 80 AGR03
40035 63 BIO10
40036 17 MAT01
40037 37 FIS01
40038 79 INF01
40039 89 AGR03
40040 72 BIO10
40041 92 FIS01
40042 67 MED18
40043 40 INF01
40044 19 MED18
40045 54 CHIM02
40046 12 AGR03
40047 37 BIO10
40048 74 CHIM02
40049 80 AGR03
40050 40 CHIM02
40051 75 MAT01
40052 66 MAT01
40053 65 IINF05
40054 3 AGR03
40055 45 BIO10
40056 8 INGIND35
40057 65 BIO10
40058 34 MAT01
40059 10 AGR03
40060 49 IINF04
40061 40 INGIND35
40062 34 INF01
40063 99 AGR03
40064 23 IINF05
40065 62 MED18
40066 20 INGIND35
40067 15 IINF04
40068 52 IINF04
40069 89 MED18
40070 74 BIO10
40071 43 INF01
40072 12 BIO10
40073 36 FIS01
40074 44 BIO10
40075 78 IINF04
40076 12 INGIND35
40077 69 MAT01
40078 25 IINF05
40079 57 MAT01
40080 27 FIS01
40081 69 BIO10
40082 76 MAT01
40083 8 FIS01
40084 47 CHIM02
40085 67 AGR03
40086 81 AGR03
40087 74 IINF05
40088 64 AGR03
40089 86 FIS01
40090 22 MED18
40091 86 INF01
40092 50 IINF04
40093 20 CHIM02
40094 99 AGR03
40095 79 MED18
40096 32 IINF04
40097 65 MED18
40098 88 MAT01
40099 83 INF01
40100 25 MAT01
40101 5 IINF04
40102 58 INGIND35
40103 89 FIS01
40104 60 IINF04
40105 2 INGIND35
40106 53 AGR03
40107 43 INGIND35
40108 2 CHIM02
40109 33 IINF04
40110 52 IINF05
40111 47 MED18
40112 61 FIS01
40113 80 IINF04
40114 60 MED18
40115 57 BIO10
40116 35 CHIM02
40117 12 INGIND35
40118 45 INGIND35
40119 57 INGIND35
40120 59 CHIM02
40121 99 MAT01
40122 11 IINF05
40123 44 MAT01
40124 18 BIO10
40125 100 FIS01
40126 17 FIS01
40127 32 FIS01
40128 91 IINF05
40129 9 IINF05
40130 42 CHIM02
40131 90 INF01
40132 65 AGR03
40133 71 AGR03
40134 81 IINF05
40135 12 BIO10
40136 21 IINF05
40137 17 FIS01
40138 10 IINF04
40139 24 CHIM02
40140 73 MED18
40141 43 BIO10
40142 75 INGIND35
40143 75 IINF05
40144 87 INGIND35
40145 47 IINF04
40146 70 INGIND35
40147 10 BIO10
40148 51 INF01
40149 55 BIO10
40150 62 CHIM02
40151 96 INGIND35
40152 77 MAT01
40153 25 CHIM02
40154 17 FIS01
40155 57 IINF04
40156 53 INF01
40157 95 MAT01
40158 24 IINF04
40159 46 CHIM02
40160 98 MAT01
40161 90 INF01
40162 37 MED18
40163 69 CHIM02
40164 97 MAT01
40165 59 INF01
40166 69 CHIM02
40167 57 MED18
40168 56 INF01
40169 61 IINF04
40170 3 MED18
40171 84 IINF05
40172 78 IINF04
40173 70 FIS01
40174 95 FIS01
40175 40 INF01
40176 92 IINF04
40177 65 MED18
40178 41 CHIM02
40179 84 IINF05
40180 37 INF01
40181 35 BIO10
40182 7 MAT01
40183 67 MAT01
40184 51 AGR03
40185 6 INF01
40186 56 IINF04
40187 63 MED18
40188 21 FIS01
40189 72 IINF05
40190 35 MED18
40191 75 IINF04
40192 2 MED18
40193 86 MAT01
40194 39 AGR03
40195 2 IINF04
40196 65 FIS01
40197 85 BIO10
40198 20 INGIND35
40199 68 MED18
40200 66 MED18
40201 50 BIO10
40202 80 MED18
40203 6 IINF05
40204 56 INF01
40205 57 INGIND35
40206 47 INF01
40207 41 INGIND35
40208 40 FIS01
40209 64 IINF04
40210 55 CHIM02
40211 16 BIO10
40212 97 MED18
40213 6 MAT01
40214 100 FIS01
40215 12 CHIM02
40216 69 BIO10
40217 8 AGR03
40218 34 BIO10
40219 10 INGIND35
40220 28 FIS01
40221 60 CHIM02
40222 48 IINF05
40223 86 IINF04
40224 50 MED18
40225 6 FIS01
40226 68 BIO10
40227 99 IINF05
40228 99 MED18
40229 66 INF01
40230 11 INGIND35
40231 15 CHIM02
40232 96 IINF04
40233 86 MED18
40234 32 CHIM02
40235 83 MAT01
40236 13 BIO10
40237 15 BIO10
40238 30 IINF04
40239 80 INGIND35
40240 84 CHIM02
40241 75 AGR03
40242 87 FIS01
40243 8 IINF05
40244 63 IINF05
40245 72 IINF04
40246 81 IINF04
40247 17 IINF04
40248 52 MAT01
40249 77 IINF04
40250 29 CHIM02
40251 60 INGIND35
40252 34 INF01
40253 62 FIS01
40254 7 MED18
40255 17 BIO10
40256 96 IINF04
40257 87 MAT01
40258 56 MED18
40259 41 MAT01
40260 11 MED18
40261 3 MAT01
40262 96 BIO10
40263 98 AGR03
40264 61 IINF05
40265 60 INGIND35
40266 18 INF01
40267 83 IINF05
40268 47 INF01
40269 10 IINF04
40270 92 FIS01
40271 50 FIS01
40272 46 MED18
40273 92 INGIND35
40274 17 INF01
40275 91 MAT01
40276 68 CHIM02
40277 96 MED18
40278 89 FIS01
40279 31 MED18
40280 28 INGIND35
40281 19 FIS01
40282 1 CHIM02
40283 63 BIO10
40284 91 INGIND35
40285 7 MAT01
40286 71 MAT01
40287 27 INGIND35
40288 68 MED18
40289 38 CHIM02
40290 44 INF01
40291 87 IINF05
40292 77 INGIND35
40293 51 IINF04
40294 1 IINF04
40295 24 CHIM02
40296 68 BIO10
40297 49 BIO10
40298 19 IINF04
40299 86 INGIND35
40300 81 CHIM02
40301 14 CHIM02
40302 93 BIO10
40303 60 MAT01
40304 19 INF01
40305 10 MED18
40306 5 MAT01
40307 72 INF01
40308 2 INGIND35
40309 55 MED18
40310 79 IINF05
40311 75 IINF05
40312 12 IINF04
40313 36 IINF05
40314 13 INGIND35
40315 39 CHIM02
40316 21 BIO10
40317 81 MED18
40318 65 IINF05
40319 77 FIS01
40320 77 FIS01
40321 95 INGIND35
40322 88 FIS01
40323 38 MED18
40324 15 MAT01
40325 79 INF01
40326 19 MED18
40327 88 IINF04
40328 5 IINF05
40329 34 IINF04
40330 45 INGIND35
40331 31 IINF05
40332 9 IINF05
40333 12 AGR03
40334 55 FIS01
40335 91 IINF05
40336 70 CHIM02
40337 8 BIO10
40338 43 MAT01
40339 76 MAT01
40340 64 INF01
40341 89 IINF04
40342 70 AGR03
40343 56 IINF04
40344 86 INGIND35
40345 83 IINF04
40346 93 INF01
40347 87 AGR03
40348 21 IINF04
40349 71 IINF04
40350 27 CHIM02
40351 38 IINF04
40352 5 INGIND35
40353 75 BIO10
40354 20 MAT01
40355 71 IINF04
40356 1 MAT01
40357 41 INGIND35
40358 43 IINF05
40359 9 FIS01
40360 84 MED18
40361 50 FIS01
40362 38 INF01
40363 70 BIO10
40364 47 MAT01
40365 22 CHIM02
40366 39 IINF04
40367 53 FIS01
40368 63 IINF04
40369 76 MAT01
40370 22 INGIND35
40371 12 BIO10
40372 32 MAT01
40373 67 BIO10
40374 30 AGR03
40375 51 AGR03
40376 57 INGIND35
40377 67 INF01
40378 12 IINF05
40379 1 IINF04
40380 65 MED18
40381 83 IINF04
40382 51 IINF04
40383 70 IINF05
40384 33 FIS01
40385 35 MED18
40386 69 BIO10
40387 85 CHIM02
40388 85 IINF04
40389 8 BIO10
40390 80 MED18
40391 50 IINF05
40392 14 INGIND35
40393 49 INF01
40394 64 MAT01
40395 34 MAT01
40396 33 BIO10
40397 66 IINF04
40398 54 MED18
40399 64 AGR03
40400 36 FIS01
40401 51 IINF05
40402 81 AGR03
40403 66 BIO10
40404 66 FIS01
40405 28 CHIM02
40406 79 CHIM02
40407 60 AGR03
40408 26 MED18
40409 92 INF01
40410 7 MAT01
40411 47 CHIM02
40412 28 IINF05
40413 80 INGIND35
40414 23 IINF04
40415 94 AGR03
40416 78 INGIND35
40417 55 FIS01
40418 56 IINF05
40419 6 IINF04
40420 69 MAT01
40421 98 MAT01
40422 13 IINF04
40423 20 AGR03
40424 69 BIO10
40425 25 INF01
40426 18 MAT01
40427 69 AGR03
40428 37 MED18
40429 88 INF01
40430 78 INF01
40431 74 INGIND35
40432 32 IINF05
40433 34 INF01
40434 29 AGR03
40435 44 FIS01
40436 94 MAT01
40437 2 FIS01
40438 40 INF01
40439 26 CHIM02
40440 57 INF01
40441 3 INGIND35
40442 38 IINF04
40443 69 IINF05
40444 12 IINF05
40445 7 IINF04
40446 14 INF01
40447 49 INGIND35
40448 62 FIS01
40449 99 FIS01
40450 75 BIO10
40451 45 CHIM02
40452 43 MED18
40453 10 IINF04
40454 52 IINF04
40455 49 IINF04
40456 7 IINF04
40457 1 INGIND35
40458 46 CHIM02
40459 28 IINF04
40460 37 INGIND35
40461 98 AGR03
40462 62 FIS01
40463 76 INGIND35
40464 9 MAT01
40465 20 CHIM02
40466 5 FIS01
40467 92 AGR03
40468 31 FIS01
40469 3 AGR03
40470 90 BIO10
40471 74 CHIM02
40472 85 CHIM02
40473 78 MAT01
40474 15 AGR03
40475 68 IINF05
40476 40 IINF05
40477 9 INGIND35
40478 96 AGR03
40479 31 MED18
40480 19 CHIM02
40481 95 MED18
40482 70 INGIND35
40483 81 INGIND35
40484 32 CHIM02
40485 56 CHIM02
40486 59 AGR03
40487 84 MAT01
40488 32 FIS01
40489 89 AGR03
40490 85 MED18
40491 49 AGR03
40492 73 MAT01
40493 45 INF01
40494 44 MED18
40495 98 INF01
40496 58 AGR03
40497 3 AGR03
40498 86 INGIND35
40499 100 CHIM02
40500 72 IINF04
40501 40 INGIND35
40502 51 MED18
40503 68 INGIND35
40504 7 MAT01
40505 79 IINF04
40506 8 IINF05
40507 28 INGIND35
40508 6 IINF04
40509 74 IINF04
40510 23 INF01
40511 17 INF01
40512 45 INF01
40513 99 BIO10
40514 92 MED18
40515 88 IINF05
40516 51 MED18
40517 6 CHIM02
40518 51 INF01
40519 27 MAT01
40520 51 MED18
40521 12 IINF05
40522 45 CHIM02
40523 43 MED18
40524 72 INF01
40525 67 MED18
40526 36 CHIM02
40527 70 CHIM02
40528 80 CHIM02
40529 14 CHIM02
40530 12 AGR03
40531 22 IINF04
40532 38 CHIM02
40533 67 FIS01
40534 30 CHIM02
40535 50 MED18
40536 64 INF01
40537 70 CHIM02
40538 59 MED18
40539 96 CHIM02
40540 100 IINF05
40541 40 IINF04
40542 8 AGR03
40543 22 IINF04
40544 81 MAT01
40545 87 CHIM02
40546 60 AGR03
40547 47 FIS01
40548 12 IINF05
40549 74 INGIND35
40550 52 INGIND35
40551 35 IINF05
40552 46 IINF05
40553 13 INGIND35
40554 60 INF01
40555 27 INF01
40556 3 INGIND35
40557 97 MAT01
40558 17 MAT01
40559 29 IINF04
40560 80 INGIND35
40561 95 AGR03
40562 94 MED18
40563 66 BIO10
40564 78 BIO10
40565 50 CHIM02
40566 22 IINF04
40567 19 BIO10
40568 41 MAT01
40569 95 INF01
40570 72 MED18
40571 84 CHIM02
40572 50 INGIND35
40573 2 MED18
40574 60 IINF05
40575 50 IINF04
40576 46 BIO10
40577 29 BIO10
40578 92 IINF05
40579 51 IINF04
40580 24 IINF04
40581 77 IINF04
40582 25 INGIND35
40583 55 AGR03
40584 73 IINF04
40585 35 INF01
40586 87 INF01
40587 78 CHIM02
40588 23 IINF04
40589 76 MAT01
40590 84 INGIND35
40591 55 IINF04
40592 23 FIS01
40593 24 FIS01
40594 34 CHIM02
40595 43 BIO10
40596 3 FIS01
40597 65 MED18
40598 12 CHIM02
40599 30 FIS01
40600 9 AGR03
40601 83 INF01
40602 48 INF01
40603 34 INGIND35
40604 49 FIS01
40605 29 BIO10
40606 13 BIO10
40607 94 FIS01
40608 6 FIS01
40609 58 INF01
40610 74 IINF05
40611 95 IINF04
40612 47 FIS01
40613 10 FIS01
40614 49 INGIND35
40615 46 IINF05
40616 19 IINF05
40617 23 INF01
40618 88 MED18
40619 11 CHIM02
40620 71 MED18
40621 36 IINF04
40622 69 FIS01
40623 14 BIO10
40624 33 BIO10
40625 7 MED18
40626 86 INGIND35
40627 37 MED18
40628 1 MAT01
40629 41 FIS01
40630 73 IINF05
40631 19 CHIM02
40632 37 CHIM02
40633 21 MAT01
40634 82 MED18
40635 54 AGR03
40636 15 AGR03
40637 96 MED18
40638 32 IINF05
40639 45 AGR03
40640 54 AGR03
40641 75 AGR03
40642 17 IINF05
40643 66 MED18
40644 12 INGIND35
40645 36 INGIND35
40646 69 BIO10
40647 78 AGR03
40648 17 MAT01
40649 36 FIS01
40650 99 BIO10
40651 18 BIO10
40652 6 INGIND35
40653 23 INGIND35
40654 97 IINF05
40655 45 INGIND35
40656 95 FIS01
40657 4 IINF04
40658 33 AGR03
40659 41 IINF05
40660 51 AGR03
40661 1 IINF04
40662 78 IINF04
40663 19 AGR03
40664 69 IINF04
40665 5 CHIM02
40666 77 AGR03
40667 27 IINF05
40668 38 AGR03
40669 80 IINF05
40670 86 MED18
40671 31 BIO10
40672 55 INGIND35
40673 90 MED18
40674 18 MED18
40675 97 CHIM02
40676 84 AGR03
40677 53 MED18
40678 35 IINF05
40679 64 BIO10
40680 52 INF01
40681 90 MAT01
40682 94 MAT01
40683 22 FIS01
40684 38 IINF05
40685 46 IINF05
40686 37 BIO10
40687 8 IINF04
40688 26 CHIM02
40689 18 AGR03
40690 29 INF01
40691 66 IINF05
40692 56 IINF05
40693 83 BIO10
40694 89 AGR03
40695 31 CHIM02
40696 72 CHIM02
40697 93 MAT01
40698 99 BIO10
40699 54 CHIM02
40700 32 BIO10
40701 53 INF01
40702 22 MED18
40703 97 BIO10
40704 99 INGIND35
40705 2 INF01
40706 57 INGIND35
40707 57 INGIND35
40708 26 MED18
40709 4 CHIM02
40710 12 MAT01
40711 39 MAT01
40712 49 IINF04
40713 7 INGIND35
40714 39 MED18
40715 13 IINF05
40716 9 MED18
40717 59 BIO10
40718 99 INF01
40719 78 INGIND35
40720 72 INF01
40721 44 INF01
40722 19 CHIM02
40723 61 FIS01
40724 40 FIS01
40725 92 CHIM02
40726 16 IINF05
40727 28 INGIND35
40728 8 MED18
40729 85 IINF04
40730 52 FIS01
40731 3 IINF05
40732 78 IINF04
40733 89 IINF04
40734 63 INF01
40735 78 CHIM02
40736 94 INGIND35
40737 17 AGR03
40738 56 MAT01
40739 36 MAT01
40740 61 AGR03
40741 77 CHIM02
40742 10 MAT01
40743 89 MED18
40744 67 IINF04
40745 62 INGIND35
40746 38 BIO10
40747 6 MED18
40748 22 MED18
40749 49 AGR03
40750 87 IINF05
40751 45 BIO10
40752 31 INF01
40753 62 INGIND35
40754 98 INF01
40755 10 BIO10
40756 84 MED18
40757 84 CHIM02
