8356 INF01 1
62282 3 MED18
62283 66 MED18
62284 85 IINF04
62285 27 INGIND35
62286 95 FIS01
62287 46 MAT01
62288 2 AGR03
62289 82 MAT01
62290 95 MED18
62291 55 FIS01
62292 14 INGIND35
62293 50 AGR03
62294 81 MAT01
62295 100 INF01
62296 47 MED18
62297 9 MED18
62298 40 INF01
62299 24 CHIM02
62300 15 IINF04
62301 68 AGR03
62302 92 MED18
62303 97 AGR03
62304 50 CHIM02
62305 8 MAT01
62306 77 MED18
62307 60 INF01
62308 38 IINF05
62309 88 AGR03
62310 25 FIS01
62311 40 AGR03
62312 33 FIS01
62313 8 CHIM02
62314 99 MAT01
62315 99 INGIND35
62316 10 FIS01
62317 35 AGR03
62318 80 CHIM02
62319 31 INF01
62320 81 INF01
62321 90 IINF04
62322 20 FIS01
62323 85 IINF04
62324 42 MED18
62325 88 INGIND35
62326 47 CHIM02
62327 90 MAT01
62328 30 BIO10
62329 83 MAT01
62330 34 MED18
62331 16 IINF05
62332 53 MAT01
62333 59 BIO10
62334 49 IINF04
62335 74 MAT01
62336 64 INF01
62337 72 IINF04
62338 29 AGR03
62339 89 INF01
62340 42 MED18
62341 18 AGR03
62342 36 IINF04
62343 25 INGIND35
62344 56 INGIND35
62345 82 IINF05
62346 13 IINF05
62347 13 INGIND35
62348 60 AGR03
62349 33 MED18
62350 24 FIS01
62351 33 MED18
62352 20 MED18
62353 41 FIS01
62354 95 INGIND35
62355 95 IINF05
62356 86 INF01
62357 16 FIS01
62358 91 FIS01
62359 13 IINF04
62360 78 BIO10
62361 58 CHIM02
62362 13 INF01
62363 44 MED18
62364 73 INGIND35
62365 16 MED18
62366 47 MED18
62367 95 BIO10
62368 56 IINF05
62369 14 BIO10
62370 38 CHIM02
62371 34 INGIND35
62372 28 BIO10
62373 41 CHIM02
62374 29 IINF05
62375 42 BIO10
62376 96 INF01
62377 30 IINF04
62378 97 MAT01
62379 79 INGIND35
62380 88 BIO10
62381 60 INGIND35
62382 94 CHIM02
62383 88 BIO10
62384 73 INF01
62385 77 MED18
62386 88 INF01
62387 42 BIO10
62388 87 CHIM02
62389 9 CHIM02
62390 7 FIS01
62391 26 CHIM02
62392 31 INF01
62393 68 IINF05
62394 41 INF01
62395 54 INF01
62396 41 CHIM02
62397 18 MED18
62398 38 BIO10
62399 59 MED18
62400 18 BIO10
62401 75 FIS01
62402 26 CHIM02
62403 91 IINF04
62404 88 MED18
62405 13 INF01
62406 90 BIO10
62407 51 IINF05
62408 74 INGIND35
62409 61 INGIND35
62410 41 MAT01
62411 81 INGIND35
62412 48 IINF05
62413 4 MED18
62414 22 CHIM02
62415 13 FIS01
62416 51 IINF04
62417 100 MED18
62418 19 BIO10
62419 91 INF01
62420 81 MAT01
62421 97 MED18
62422 2 AGR03
62423 57 MED18
62424 23 MED18
62425 58 INF01
62426 76 FIS01
62427 3 IINF05
62428 10 INGIND35
62429 91 FIS01
62430 33 MAT01
62431 65 MED18
62432 55 AGR03
62433 3 INF01
62434 21 IINF05
62435 3 MAT01
62436 75 MAT01
62437 22 MAT01
62438 40 INF01
62439 13 BIO10
62440 96 IINF04
62441 52 BIO10
62442 24 INGIND35
62443 61 MAT01
62444 49 MAT01
62445 52 INF01
62446 41 FIS01
62447 12 IINF05
62448 63 CHIM02
62449 39 IINF04
62450 41 INF01
62451 6 IINF05
62452 87 IINF04
62453 98 MED18
62454 95 MAT01
62455 78 INF01
62456 23 FIS01
62457 26 BIO10
62458 71 IINF05
62459 7 INF01
62460 79 INGIND35
62461 58 MAT01
62462 43 IINF05
62463 64 CHIM02
62464 58 FIS01
62465 32 IINF04
62466 25 AGR03
62467 50 INGIND35
62468 23 AGR03
62469 31 IINF05
62470 25 INF01
62471 56 IINF04
62472 86 IINF05
62473 57 INGIND35
62474 32 AGR03
62475 21 FIS01
62476 1 IINF04
62477 46 INGIND35
62478 54 MAT01
62479 7 BIO10
62480 69 FIS01
62481 7 MED18
62482 42 BIO10
62483 29 INF01
62484 46 FIS01
62485 71 AGR03
62486 84 FIS01
62487 75 INF01
62488 80 MAT01
62489 42 MED18
62490 39 IINF05
62491 7 IINF04
62492 84 AGR03
62493 50 MED18
62494 4 IINF04
62495 91 CHIM02
62496 26 MED18
62497 1 MED18
62498 48 MAT01
62499 63 IINF05
62500 92 INF01
62501 30 INGIND35
62502 86 IINF05
62503 64 IINF05
62504 73 AGR03
62505 42 AGR03
62506 92 INF01
62507 47 CHIM02
62508 50 AGR03
62509 93 MED18
62510 26 CHIM02
62511 100 IINF05
62512 68 IINF05
62513 99 INGIND35
62514 42 FIS01
62515 74 MED18
62516 45 INF01
62517 25 MAT01
62518 36 FIS01
62519 19 MAT01
62520 19 BIO10
62521 68 BIO10
62522 3 IINF05
62523 17 INGIND35
62524 76 MED18
62525 22 AGR03
62526 48 MED18
62527 71 INF01
62528 47 FIS01
62529 67 BIO10
62530 49 FIS01
62531 75 CHIM02
62532 75 INF01
62533 7 MED18
62534 4 INGIND35
62535 58 MAT01
62536 15 MAT01
62537 46 FIS01
62538 25 MAT01
62539 83 BIO10
62540 23 IINF05
62541 25 INF01
62542 92 FIS01
62543 51 FIS01
62544 16 IINF05
62545 12 IINF04
62546 26 MED18
62547 19 BIO10
62548 68 MAT01
62549 58 MAT01
62550 37 IINF04
62551 35 MED18
62552 65 MAT01
62553 40 IINF05
62554 72 MAT01
62555 41 MAT01
62556 22 MED18
62557 68 CHIM02
62558 57 IINF05
62559 59 BIO10
62560 22 BIO10
62561 95 IINF05
62562 2 FIS01
62563 27 MED18
62564 71 IINF04
62565 73 IINF05
62566 83 MAT01
62567 62 FIS01
62568 84 MED18
62569 31 MAT01
62570 72 MAT01
62571 34 MAT01
62572 54 INGIND35
62573 37 INF01
62574 52 INGIND35
62575 59 INGIND35
62576 16 INF01
62577 89 CHIM02
62578 25 INGIND35
62579 83 AGR03
62580 81 BIO10
62581 49 AGR03
62582 95 INF01
62583 65 IINF04
62584 8 FIS01
62585 39 CHIM02
62586 33 MAT01
62587 13 CHIM02
62588 85 IINF04
62589 48 INGIND35
62590 50 IINF04
62591 58 MAT01
62592 1 BIO10
62593 46 INF01
62594 69 AGR03
62595 74 IINF05
62596 83 INF01
62597 67 IINF05
62598 3 INGIND35
62599 50 IINF05
62600 72 MED18
62601 98 IINF04
62602 59 BIO10
62603 99 MAT01
62604 89 MED18
62605 98 INGIND35
62606 31 BIO10
62607 54 INF01
62608 86 BIO10
62609 35 MAT01
62610 95 INF01
62611 62 MED18
62612 68 FIS01
62613 98 INF01
62614 46 FIS01
62615 9 MAT01
62616 96 INF01
62617 79 INGIND35
62618 100 MAT01
62619 63 IINF05
62620 92 BIO10
62621 72 MAT01
62622 43 MAT01
62623 12 AGR03
62624 51 IINF04
62625 11 INF01
62626 42 MAT01
62627 5 MED18
62628 33 INF01
62629 39 FIS01
62630 71 CHIM02
62631 68 INGIND35
62632 89 IINF05
62633 4 MAT01
62634 70 MAT01
62635 49 MED18
62636 23 INGIND35
62637 75 MED18
62638 33 INF01
62639 34 INF01
62640 39 MAT01
62641 46 IINF04
62642 8 INF01
62643 82 CHIM02
62644 76 MED18
62645 86 BIO10
62646 38 INGIND35
62647 12 CHIM02
62648 42 BIO10
62649 60 AGR03
62650 78 IINF05
62651 50 BIO10
62652 63 BIO10
62653 39 INF01
62654 1 AGR03
62655 43 MAT01
62656 69 FIS01
62657 97 INGIND35
62658 73 IINF04
62659 2 CHIM02
62660 54 INGIND35
62661 96 AGR03
62662 29 MAT01
62663 32 AGR03
62664 14 INF01
62665 31 INGIND35
62666 59 AGR03
62667 63 BIO10
62668 73 INF01
62669 22 INF01
62670 77 INGIND35
62671 52 MAT01
62672 84 FIS01
62673 7 MED18
62674 27 IINF05
62675 14 CHIM02
62676 97 INF01
62677 30 IINF04
62678 23 AGR03
62679 54 MAT01
62680 94 MED18
62681 27 AGR03
62682 22 FIS01
62683 64 MAT01
62684 7 IINF05
62685 56 IINF04
62686 67 BIO10
62687 70 INGIND35
62688 60 IINF05
62689 99 CHIM02
62690 52 MAT01
62691 4 INF01
62692 44 AGR03
62693 51 IINF05
62694 24 AGR03
62695 65 IINF05
62696 4 FIS01
62697 50 BIO10
62698 29 BIO10
62699 75 FIS01
62700 78 INF01
62701 4 INGIND35
62702 62 BIO10
62703 22 IINF05
62704 19 MED18
62705 43 AGR03
62706 63 AGR03
62707 19 AGR03
62708 36 AGR03
62709 93 INGIND35
62710 62 CHIM02
62711 52 INF01
62712 34 MED18
62713 82 CHIM02
62714 29 FIS01
62715 26 AGR03
62716 82 BIO10
62717 59 FIS01
62718 7 AGR03
62719 97 INGIND35
62720 87 FIS01
62721 85 MAT01
62722 15 IINF05
62723 88 MAT01
62724 7 MAT01
62725 4 INF01
62726 87 BIO10
62727 30 AGR03
62728 56 INF01
62729 95 FIS01
62730 67 IINF04
62731 9 INF01
62732 10 MED18
62733 100 IINF05
62734 86 FIS01
62735 2 CHIM02
62736 54 IINF04
62737 67 IINF05
62738 30 BIO10
62739 87 INF01
62740 87 IINF05
62741 91 IINF05
62742 77 MAT01
62743 29 FIS01
62744 64 FIS01
62745 19 INF01
62746 7 AGR03
62747 8 BIO10
62748 98 AGR03
62749 53 INGIND35
62750 2 CHIM02
62751 37 INF01
62752 64 IINF05
62753 68 INGIND35
62754 52 CHIM02
62755 13 FIS01
62756 93 CHIM02
62757 68 AGR03
62758 14 INF01
62759 61 FIS01
62760 74 IINF05
62761 12 AGR03
62762 69 BIO10
62763 26 AGR03
62764 98 IINF05
62765 33 INF01
62766 59 AGR03
62767 89 IINF05
62768 44 AGR03
62769 50 IINF05
62770 34 INGIND35
62771 8 MAT01
62772 5 BIO10
62773 7 CHIM02
62774 86 MAT01
62775 33 MAT01
62776 62 MAT01
62777 89 FIS01
62778 95 IINF05
62779 5 AGR03
62780 78 CHIM02
62781 92 IINF04
62782 22 AGR03
62783 8 MAT01
62784 1 MED18
62785 23 AGR03
62786 84 MED18
62787 6 INGIND35
62788 25 AGR03
62789 22 BIO10
62790 87 INF01
62791 44 IINF04
62792 82 IINF04
62793 77 FIS01
62794 91 CHIM02
62795 80 BIO10
62796 70 INF01
62797 34 MED18
62798 18 IINF05
62799 33 CHIM02
62800 38 IINF05
62801 75 BIO10
62802 91 BIO10
62803 57 INGIND35
62804 25 INGIND35
62805 39 IINF05
62806 58 IINF05
62807 100 MED18
62808 63 BIO10
62809 67 IINF05
62810 59 FIS01
62811 36 IINF05
62812 65 CHIM02
62813 71 MED18
62814 2 MAT01
62815 86 INF01
62816 80 IINF05
62817 61 CHIM02
62818 51 CHIM02
62819 21 BIO10
62820 18 FIS01
62821 79 CHIM02
62822 1 INF01
62823 44 IINF04
62824 87 INGIND35
62825 79 INF01
62826 15 MAT01
62827 36 FIS01
62828 27 AGR03
62829 46 INF01
62830 88 IINF05
62831 44 INF01
62832 48 FIS01
62833 40 INGIND35
62834 81 IINF04
62835 39 MAT01
62836 3 CHIM02
62837 32 AGR03
62838 30 IINF04
62839 98 BIO10
62840 15 IINF05
62841 93 MAT01
62842 4 MED18
62843 95 IINF05
62844 38 FIS01
62845 21 IINF05
62846 26 CHIM02
62847 1 MAT01
62848 82 AGR03
62849 84 CHIM02
62850 10 MED18
62851 64 INF01
62852 90 MAT01
62853 31 INGIND35
62854 32 INF01
62855 15 IINF04
62856 95 AGR03
62857 95 IINF05
62858 66 BIO10
62859 56 MAT01
62860 30 IINF05
62861 66 BIO10
62862 12 AGR03
62863 90 MED18
62864 28 AGR03
62865 87 AGR03
62866 74 IINF05
62867 11 BIO10
62868 95 INGIND35
62869 45 IINF05
62870 13 CHIM02
62871 4 CHIM02
62872 22 AGR03
62873 50 AGR03
62874 9 CHIM02
62875 89 INGIND35
62876 62 INF01
62877 45 BIO10
62878 37 MED18
62879 80 BIO10
62880 46 IINF05
62881 39 BIO10
62882 87 MAT01
62883 20 MAT01
62884 81 MED18
62885 75 CHIM02
62886 24 AGR03
62887 72 MED18
62888 28 MAT01
62889 90 CHIM02
62890 87 IINF05
62891 42 INF01
62892 79 IINF04
62893 84 INGIND35
62894 18 INGIND35
62895 82 MAT01
62896 23 MED18
62897 1 IINF04
62898 12 IINF04
62899 98 INF01
62900 13 INGIND35
62901 69 CHIM02
62902 3 MAT01
62903 92 INGIND35
62904 48 MAT01
62905 48 BIO10
62906 8 BIO10
62907 33 BIO10
62908 49 FIS01
62909 57 IINF05
62910 16 IINF05
62911 93 INF01
62912 96 INF01
62913 61 MED18
62914 3 IINF04
62915 1 MAT01
62916 73 AGR03
62917 4 CHIM02
62918 8 CHIM02
62919 55 IINF04
62920 48 AGR03
62921 100 IINF04
62922 41 IINF05
62923 83 AGR03
62924 40 BIO10
62925 80 FIS01
62926 15 FIS01
62927 14 MAT01
62928 67 IINF04
62929 13 AGR03
62930 5 IINF05
62931 19 MED18
62932 71 INF01
62933 24 MAT01
62934 83 FIS01
62935 4 INF01
62936 34 IINF04
62937 6 MAT01
62938 26 AGR03
62939 21 IINF05
62940 67 IINF05
62941 16 IINF04
62942 5 CHIM02
62943 84 MAT01
62944 66 INF01
62945 8 IINF05
62946 19 IINF04
62947 18 INGIND35
62948 73 INGIND35
62949 49 IINF04
62950 86 CHIM02
62951 85 AGR03
62952 81 FIS01
62953 30 CHIM02
62954 70 INF01
62955 18 FIS01
62956 38 INGIND35
62957 75 IINF05
62958 71 FIS01
62959 89 AGR03
62960 83 IINF04
62961 83 MAT01
62962 94 FIS01
62963 18 INF01
62964 94 IINF04
62965 45 FIS01
62966 71 FIS01
62967 48 INGIND35
62968 84 BIO10
62969 65 INGIND35
62970 60 CHIM02
62971 47 MED18
62972 80 FIS01
62973 12 BIO10
62974 13 MED18
62975 89 IINF04
62976 29 BIO10
62977 76 INF01
62978 90 IINF04
62979 88 IINF05
62980 14 INF01
62981 9 CHIM02
62982 33 AGR03
62983 38 INF01
62984 44 INF01
62985 72 IINF05
62986 100 AGR03
62987 68 MED18
62988 17 MAT01
62989 3 AGR03
62990 40 FIS01
62991 60 MED18
62992 19 CHIM02
62993 11 CHIM02
62994 12 INF01
62995 49 FIS01
62996 35 IINF05
62997 57 AGR03
62998 93 MAT01
62999 7 INF01
63000 35 INF01
63001 40 IINF04
63002 37 BIO10
63003 76 MED18
63004 18 MAT01
63005 50 INGIND35
63006 11 FIS01
63007 11 BIO10
63008 61 MED18
63009 7 CHIM02
63010 88 INF01
63011 82 MAT01
63012 18 INF01
63013 92 IINF05
63014 54 IINF04
63015 50 INF01
63016 37 CHIM02
63017 73 IINF05
63018 55 IINF04
63019 18 CHIM02
63020 23 MAT01
63021 50 IINF04
63022 100 MED18
63023 34 INGIND35
63024 59 IINF05
63025 45 INF01
63026 42 CHIM02
63027 8 FIS01
63028 96 CHIM02
63029 69 INGIND35
63030 20 AGR03
63031 67 AGR03
63032 13 IINF04
63033 48 AGR03
63034 32 INGIND35
63035 70 INGIND35
63036 77 INGIND35
63037 54 FIS01
63038 100 IINF05
63039 30 FIS01
63040 62 IINF05
63041 23 AGR03
63042 17 IINF05
63043 4 INGIND35
63044 19 MED18
63045 98 INGIND35
63046 79 IINF05
63047 40 FIS01
63048 49 BIO10
63049 20 AGR03
63050 55 IINF04
63051 48 INGIND35
63052 66 MAT01
63053 18 MED18
63054 50 FIS01
63055 12 FIS01
63056 7 BIO10
63057 24 MED18
63058 81 IINF05
63059 26 INF01
63060 27 IINF05
63061 7 MAT01
63062 42 INF01
63063 73 INF01
63064 21 BIO10
63065 24 FIS01
63066 62 MAT01
63067 11 BIO10
63068 15 IINF05
63069 18 BIO10
63070 55 BIO10
63071 43 IINF05
63072 66 FIS01
63073 96 CHIM02
63074 75 IINF04
63075 50 CHIM02
63076 26 MED18
63077 51 IINF04
63078 41 BIO10
63079 23 CHIM02
63080 65 INGIND35
63081 1 IINF04
63082 97 FIS01
63083 90 MAT01
63084 53 BIO10
63085 44 IINF04
63086 53 FIS01
63087 18 BIO10
63088 65 FIS01
63089 44 IINF04
63090 43 IINF05
63091 5 BIO10
63092 5 IINF05
63093 5 IINF05
63094 15 IINF04
63095 94 BIO10
63096 91 INF01
63097 41 MAT01
63098 82 CHIM02
63099 2 MAT01
63100 52 FIS01
63101 99 AGR03
63102 83 INF01
63103 96 FIS01
63104 17 BIO10
63105 93 INF01
63106 46 MAT01
63107 59 FIS01
63108 39 FIS01
63109 30 IINF05
63110 55 INF01
63111 72 CHIM02
63112 77 INGIND35
63113 69 IINF05
63114 59 IINF05
63115 16 MAT01
63116 87 FIS01
63117 18 IINF04
63118 72 IINF04
63119 77 AGR03
63120 29 AGR03
63121 38 MED18
63122 92 MED18
63123 55 MED18
63124 83 AGR03
63125 2 CHIM02
63126 7 MED18
63127 9 CHIM02
63128 14 AGR03
63129 55 BIO10
63130 24 BIO10
63131 60 MED18
63132 67 CHIM02
63133 3 FIS01
63134 37 BIO10
63135 95 IINF04
63136 9 INGIND35
63137 94 INF01
63138 9 AGR03
63139 81 MAT01
63140 30 IINF04
63141 63 FIS01
63142 78 AGR03
63143 65 CHIM02
63144 73 INF01
63145 76 IINF05
63146 26 AGR03
63147 24 MED18
63148 93 MAT01
63149 97 AGR03
63150 88 CHIM02
63151 94 IINF05
63152 18 IINF04
63153 84 CHIM02
63154 55 MED18
63155 15 INGIND35
63156 45 MAT01
63157 20 INGIND35
63158 68 CHIM02
63159 26 INGIND35
63160 58 INGIND35
63161 76 MAT01
63162 64 CHIM02
63163 37 BIO10
63164 78 CHIM02
63165 94 INGIND35
63166 54 FIS01
63167 42 INF01
63168 26 MED18
63169 82 BIO10
63170 95 CHIM02
63171 89 FIS01
63172 25 AGR03
63173 2 IINF05
63174 58 MED18
63175 41 INGIND35
63176 8 IINF04
63177 17 MED18
63178 26 MAT01
63179 29 IINF04
63180 8 IINF04
63181 22 MED18
63182 60 BIO10
63183 79 FIS01
63184 90 AGR03
63185 94 CHIM02
63186 98 MAT01
63187 96 INF01
63188 57 BIO10
63189 100 MAT01
63190 59 IINF04
63191 67 INGIND35
63192 63 INF01
63193 79 INF01
63194 42 AGR03
63195 37 IINF04
63196 36 INF01
63197 18 CHIM02
63198 35 IINF05
63199 51 IINF05
63200 81 FIS01
63201 25 BIO10
63202 35 CHIM02
63203 82 MED18
63204 59 IINF05
63205 45 BIO10
63206 91 MED18
63207 13 MAT01
63208 39 INGIND35
63209 51 INF01
63210 20 MED18
63211 14 FIS01
63212 35 AGR03
63213 31 IINF05
63214 87 MED18
63215 91 BIO10
63216 4 CHIM02
63217 39 BIO10
63218 24 MAT01
63219 40 INGIND35
63220 71 IINF04
63221 18 MAT01
63222 78 FIS01
63223 80 CHIM02
63224 65 IINF04
63225 10 BIO10
63226 77 INF01
63227 35 FIS01
63228 62 MED18
63229 16 CHIM02
63230 68 MAT01
63231 54 MED18
63232 90 FIS01
63233 37 BIO10
63234 70 INGIND35
63235 63 INF01
63236 40 IINF04
63237 50 MED18
63238 79 INF01
63239 64 MAT01
63240 83 IINF05
63241 87 AGR03
63242 21 CHIM02
63243 8 CHIM02
63244 2 CHIM02
63245 57 BIO10
63246 21 MAT01
63247 71 CHIM02
63248 36 CHIM02
63249 74 MED18
63250 48 INF01
63251 87 INGIND35
63252 19 IINF04
63253 47 AGR03
63254 35 INGIND35
63255 33 AGR03
63256 85 CHIM02
63257 64 MAT01
63258 23 IINF05
63259 56 MAT01
63260 3 MAT01
63261 1 FIS01
63262 63 MAT01
63263 53 MED18
63264 68 MAT01
63265 84 IINF05
63266 58 INF01
63267 82 INF01
63268 88 IINF05
63269 5 IINF05
63270 45 MAT01
63271 98 FIS01
63272 77 FIS01
63273 50 MED18
63274 46 IINF05
63275 57 BIO10
63276 54 INGIND35
63277 1 IINF05
63278 73 MED18
63279 90 FIS01
63280 96 MED18
63281 52 FIS01
63282 29 INGIND35
63283 79 CHIM02
63284 89 INF01
63285 63 INF01
63286 58 MED18
63287 56 INGIND35
63288 61 IINF04
63289 40 AGR03
63290 17 MED18
63291 38 MED18
63292 46 MED18
63293 66 INGIND35
63294 92 IINF04
63295 16 MED18
63296 44 MED18
63297 41 MAT01
63298 27 IINF04
63299 48 MAT01
63300 22 MED18
63301 21 AGR03
63302 59 IINF04
63303 46 MED18
63304 82 CHIM02
63305 57 IINF04
63306 41 MED18
63307 72 BIO10
63308 31 INGIND35
63309 4 IINF05
63310 44 INF01
63311 4 IINF05
63312 38 BIO10
63313 3 MED18
63314 84 MAT01
63315 16 CHIM02
63316 21 IINF04
63317 58 BIO10
63318 16 AGR03
63319 6 MAT01
63320 63 INF01
63321 51 INF01
63322 13 FIS01
63323 65 MED18
63324 95 AGR03
63325 69 BIO10
63326 80 INGIND35
63327 48 MAT01
63328 28 IINF05
63329 22 IINF05
63330 80 INGIND35
63331 48 FIS01
63332 42 INF01
63333 100 FIS01
63334 20 IINF04
63335 70 IINF04
63336 77 MAT01
63337 42 CHIM02
63338 7 FIS01
63339 49 CHIM02
63340 51 CHIM02
63341 86 BIO10
63342 4 BIO10
63343 24 AGR03
63344 93 BIO10
63345 62 AGR03
63346 93 AGR03
63347 24 INF01
63348 18 AGR03
63349 4 CHIM02
63350 88 IINF04
63351 12 INF01
63352 53 FIS01
63353 75 CHIM02
63354 71 CHIM02
63355 76 AGR03
63356 28 IINF05
63357 8 INF01
63358 94 FIS01
63359 46 MED18
63360 54 FIS01
63361 98 FIS01
63362 82 CHIM02
63363 22 IINF05
63364 77 IINF04
63365 31 INGIND35
63366 89 INGIND35
63367 20 CHIM02
63368 61 CHIM02
63369 26 IINF05
63370 77 IINF04
63371 7 CHIM02
63372 44 MED18
63373 100 IINF05
63374 54 INGIND35
63375 99 MAT01
63376 4 INF01
63377 95 MAT01
63378 63 INGIND35
63379 5 INGIND35
63380 49 CHIM02
63381 37 IINF05
63382 83 INGIND35
63383 48 IINF05
63384 46 MAT01
63385 4 INGIND35
63386 5 INF01
63387 35 IINF05
63388 64 INF01
63389 39 INGIND35
63390 85 MED18
63391 95 MED18
63392 37 INF01
63393 83 BIO10
63394 22 CHIM02
63395 27 FIS01
63396 55 CHIM02
63397 22 AGR03
63398 2 MED18
63399 62 BIO10
63400 41 CHIM02
63401 68 INF01
63402 66 FIS01
63403 32 INF01
63404 4 MAT01
63405 74 CHIM02
63406 100 INF01
63407 76 CHIM02
63408 89 MED18
63409 27 INGIND35
63410 90 FIS01
63411 7 MED18
63412 87 IINF05
63413 81 BIO10
63414 48 INF01
63415 15 INF01
63416 82 IINF04
63417 55 IINF04
63418 82 MAT01
63419 9 MAT01
63420 94 INGIND35
63421 72 BIO10
63422 51 MED18
63423 17 AGR03
63424 34 IINF05
63425 3 CHIM02
63426 70 AGR03
63427 66 INF01
63428 87 BIO10
63429 14 BIO10
63430 95 MAT01
63431 17 INF01
63432 98 BIO10
63433 62 IINF04
63434 61 BIO10
63435 48 CHIM02
63436 64 MAT01
63437 93 AGR03
63438 52 INF01
63439 78 IINF05
63440 56 CHIM02
63441 59 INF01
63442 39 IINF05
63443 71 BIO10
63444 39 IINF04
63445 56 MAT01
63446 89 INF01
63447 68 IINF04
63448 21 AGR03
63449 27 CHIM02
63450 12 INGIND35
63451 70 MED18
63452 34 FIS01
63453 55 MAT01
63454 82 MAT01
63455 87 INGIND35
63456 98 CHIM02
63457 83 INGIND35
63458 85 AGR03
63459 17 FIS01
63460 36 AGR03
63461 1 INF01
63462 32 CHIM02
63463 77 MED18
63464 43 INGIND35
63465 81 IINF05
63466 57 INGIND35
63467 99 BIO10
63468 80 IINF05
63469 12 INF01
63470 31 MED18
63471 14 INF01
63472 4 AGR03
63473 7 CHIM02
63474 82 MED18
63475 78 MED18
63476 56 FIS01
63477 96 CHIM02
63478 98 FIS01
63479 23 BIO10
63480 80 INGIND35
63481 16 CHIM02
63482 48 IINF05
63483 95 MAT01
63484 48 BIO10
63485 9 CHIM02
63486 30 INF01
63487 1 IINF05
63488 90 INF01
63489 47 INF01
63490 21 AGR03
63491 52 IINF05
63492 68 MAT01
63493 28 FIS01
63494 11 MAT01
63495 65 MAT01
63496 80 IINF04
63497 55 FIS01
63498 85 IINF05
63499 84 AGR03
63500 3 MED18
63501 1 INGIND35
63502 52 INF01
63503 25 MAT01
63504 25 IINF05
63505 15 AGR03
63506 32 MAT01
63507 43 AGR03
63508 90 FIS01
63509 99 INF01
63510 46 IINF05
63511 1 MAT01
63512 78 MAT01
63513 77 IINF05
63514 21 FIS01
63515 50 INGIND35
63516 64 AGR03
63517 37 INGIND35
63518 55 INGIND35
63519 44 AGR03
63520 78 MED18
63521 32 INGIND35
63522 39 AGR03
63523 34 MAT01
63524 22 BIO10
63525 73 INF01
63526 85 BIO10
63527 31 INF01
63528 20 MAT01
63529 41 IINF05
63530 80 MAT01
63531 37 MED18
63532 42 BIO10
63533 73 BIO10
63534 7 MED18
63535 97 AGR03
63536 28 FIS01
63537 46 IINF04
63538 12 MED18
63539 86 MED18
63540 57 CHIM02
63541 81 IINF05
63542 6 IINF05
63543 20 IINF05
63544 78 INF01
63545 19 MAT01
63546 95 FIS01
63547 16 AGR03
63548 37 INGIND35
63549 57 MAT01
63550 65 MED18
63551 10 INGIND35
63552 22 AGR03
63553 48 IINF04
63554 1 FIS01
63555 42 INGIND35
63556 42 MAT01
63557 38 INGIND35
63558 66 IINF05
63559 57 IINF04
63560 98 BIO10
63561 1 MED18
63562 19 INF01
63563 90 MAT01
63564 31 CHIM02
63565 31 FIS01
63566 22 CHIM02
63567 25 AGR03
63568 21 INGIND35
63569 15 INGIND35
63570 28 AGR03
63571 82 MED18
63572 24 MED18
63573 89 MAT01
63574 79 IINF04
63575 61 MAT01
63576 67 IINF04
63577 17 AGR03
63578 34 IINF04
63579 89 BIO10
63580 29 IINF05
63581 81 MAT01
63582 70 FIS01
63583 61 IINF05
63584 26 MAT01
63585 65 FIS01
63586 40 AGR03
63587 62 IINF04
63588 15 FIS01
63589 28 AGR03
63590 83 MAT01
63591 77 AGR03
63592 32 AGR03
63593 62 INF01
63594 9 INGIND35
63595 81 BIO10
63596 48 FIS01
63597 61 CHIM02
63598 53 IINF05
63599 44 IINF05
63600 85 FIS01
63601 53 INGIND35
63602 79 MAT01
63603 44 BIO10
63604 2 INF01
63605 73 IINF04
63606 63 MED18
63607 61 BIO10
63608 6 AGR03
63609 53 INF01
63610 59 IINF04
63611 17 AGR03
63612 72 INGIND35
63613 58 FIS01
63614 80 FIS01
63615 82 MED18
63616 17 INGIND35
63617 9 MAT01
63618 74 BIO10
63619 88 BIO10
63620 86 BIO10
63621 41 CHIM02
63622 28 IINF04
63623 5 IINF05
63624 59 IINF04
63625 39 INF01
63626 90 INF01
63627 13 BIO10
63628 100 CHIM02
63629 20 INGIND35
63630 76 INGIND35
63631 64 INGIND35
63632 52 INGIND35
63633 65 MAT01
63634 11 INF01
63635 31 IINF05
63636 52 INF01
63637 19 MED18
63638 14 FIS01
63639 80 IINF05
63640 71 IINF05
63641 2 IINF05
63642 88 FIS01
63643 49 AGR03
63644 97 MAT01
63645 37 CHIM02
63646 100 CHIM02
63647 30 MAT01
63648 29 AGR03
63649 31 CHIM02
63650 85 INF01
63651 88 CHIM02
63652 85 INGIND35
63653 84 CHIM02
63654 26 IINF04
63655 74 BIO10
63656 17 IINF04
63657 75 INF01
63658 85 MAT01
63659 28 MED18
63660 72 INGIND35
63661 75 IINF05
63662 24 FIS01
63663 83 FIS01
63664 5 FIS01
63665 34 MAT01
63666 60 INGIND35
63667 15 IINF05
63668 87 FIS01
63669 88 FIS01
63670 2 BIO10
63671 57 FIS01
63672 10 FIS01
63673 20 MAT01
63674 60 INF01
63675 9 MAT01
63676 93 INGIND35
63677 67 CHIM02
63678 1 AGR03
63679 92 INGIND35
63680 78 INF01
63681 1 IINF05
63682 34 CHIM02
