2000 IINF05 30
15213 29 BIO10
15214 43 INF01
15215 25 INF01
15216 89 BIO10
15217 19 IINF04
15218 18 BIO10
15219 18 IINF04
15220 64 BIO10
15221 1 IINF05
15222 85 CHIM02
15223 98 IINF05
15224 35 CHIM02
15225 69 FIS01
15226 42 MAT01
15227 35 INGIND35
15228 72 IINF05
15229 30 AGR03
15230 47 INF01
15231 22 IINF05
15232 21 INGIND35
15233 4 INGIND35
15234 41 INF01
15235 49 INF01
15236 44 IINF04
15237 19 INF01
15238 66 BIO10
15239 77 IINF04
15240 19 INF01
15241 23 MAT01
15242 60 INGIND35
15243 57 INGIND35
15244 28 INF01
15245 79 FIS01
15246 98 INGIND35
15247 20 MAT01
15248 26 MED18
15249 83 CHIM02
15250 28 BIO10
15251 82 IINF04
15252 76 FIS01
15253 37 MED18
15254 94 IINF04
15255 79 FIS01
15256 74 IINF04
15257 77 AGR03
15258 93 INGIND35
15259 30 IINF04
15260 80 BIO10
15261 1 FIS01
15262 76 INF01
15263 81 BIO10
15264 93 AGR03
15265 80 AGR03
15266 79 INGIND35
15267 59 INGIND35
15268 68 INGIND35
15269 39 CHIM02
15270 37 MED18
15271 70 CHIM02
15272 75 INF01
15273 31 CHIM02
15274 16 IINF04
15275 27 FIS01
15276 75 IINF05
15277 89 BIO10
15278 10 INF01
15279 80 MED18
15280 23 CHIM02
15281 12 INF01
15282 23 MAT01
15283 25 INF01
15284 57 IINF05
15285 57 INF01
15286 31 INF01
15287 20 AGR03
15288 63 FIS01
15289 85 BIO10
15290 19 FIS01
15291 23 INF01
15292 34 IINF05
15293 64 FIS01
15294 22 AGR03
15295 4 INGIND35
15296 21 AGR03
15297 75 CHIM02
15298 44 BIO10
15299 68 IINF04
15300 24 INF01
15301 33 AGR03
15302 87 BIO10
15303 22 MAT01
15304 41 IINF05
15305 30 MED18
15306 26 BIO10
15307 4 CHIM02
15308 15 IINF05
15309 87 MAT01
15310 91 IINF04
15311 93 IINF04
15312 97 AGR03
15313 43 MED18
15314 97 CHIM02
15315 77 BIO10
15316 79 BIO10
15317 77 IINF04
15318 19 INGIND35
15319 28 BIO10
15320 89 IINF05
15321 76 MED18
15322 31 CHIM02
15323 82 INF01
15324 99 INF01
15325 9 MED18
15326 19 BIO10
15327 81 AGR03
15328 9 FIS01
15329 39 IINF04
15330 71 FIS01
15331 3 AGR03
15332 41 MED18
15333 69 MED18
15334 17 AGR03
15335 21 INGIND35
15336 24 INF01
15337 59 CHIM02
15338 93 CHIM02
15339 54 INGIND35
15340 71 INGIND35
15341 53 BIO10
15342 46 MED18
15343 21 BIO10
15344 84 INF01
15345 48 IINF05
15346 20 INGIND35
15347 82 INF01
15348 40 MED18
15349 50 IINF05
15350 35 BIO10
15351 100 CHIM02
15352 4 FIS01
15353 53 BIO10
15354 96 FIS01
15355 68 MED18
15356 2 MAT01
15357 27 MED18
15358 35 CHIM02
15359 62 FIS01
15360 85 IINF05
15361 52 FIS01
15362 74 MAT01
15363 7 BIO10
15364 66 IINF05
15365 49 INF01
15366 4 INGIND35
15367 69 MAT01
15368 35 IINF04
15369 89 IINF04
15370 27 IINF05
15371 54 AGR03
15372 20 IINF04
15373 76 MAT01
15374 91 AGR03
15375 26 CHIM02
15376 4 MED18
15377 1 BIO10
15378 14 BIO10
15379 72 INGIND35
15380 53 MED18
15381 50 INGIND35
15382 43 INGIND35
15383 96 INGIND35
15384 93 IINF04
15385 55 INGIND35
15386 90 IINF04
15387 57 IINF05
15388 97 MED18
15389 93 INGIND35
15390 14 AGR03
15391 46 FIS01
15392 73 IINF04
15393 86 INF01
15394 6 AGR03
15395 27 CHIM02
15396 80 MAT01
15397 37 FIS01
15398 95 CHIM02
15399 28 BIO10
15400 12 INF01
15401 63 AGR03
15402 25 IINF05
15403 26 MAT01
15404 71 IINF04
15405 100 FIS01
15406 32 INF01
15407 20 IINF05
15408 92 INGIND35
15409 28 AGR03
15410 78 IINF05
15411 28 IINF05
15412 33 MAT01
15413 33 IINF05
15414 10 IINF05
15415 30 IINF04
15416 10 CHIM02
15417 26 FIS01
15418 93 MED18
15419 1 BIO10
15420 66 IINF05
15421 18 IINF04
15422 31 CHIM02
15423 14 FIS01
15424 95 BIO10
15425 50 AGR03
15426 44 FIS01
15427 90 CHIM02
15428 85 IINF05
15429 50 BIO10
15430 95 MAT01
15431 22 IINF04
15432 81 IINF05
15433 95 INF01
15434 68 MAT01
15435 33 IINF05
15436 55 AGR03
15437 86 CHIM02
15438 1 IINF05
15439 88 AGR03
15440 58 INF01
15441 24 INGIND35
15442 46 FIS01
15443 94 FIS01
15444 63 IINF04
15445 29 INF01
15446 71 FIS01
15447 15 CHIM02
15448 35 IINF04
15449 9 CHIM02
15450 8 BIO10
15451 23 INF01
15452 11 AGR03
15453 76 MAT01
15454 10 BIO10
15455 87 INGIND35
15456 79 MED18
15457 61 MAT01
15458 23 MED18
15459 67 CHIM02
15460 23 IINF04
15461 75 MAT01
15462 70 CHIM02
15463 79 INGIND35
15464 33 IINF05
15465 73 INF01
15466 11 IINF04
15467 64 AGR03
15468 25 IINF04
15469 67 FIS01
15470 19 INF01
15471 60 BIO10
15472 23 FIS01
15473 30 BIO10
15474 60 MED18
15475 61 INGIND35
15476 14 IINF04
15477 17 MAT01
15478 4 FIS01
15479 16 INGIND35
15480 27 CHIM02
15481 46 MAT01
15482 65 INGIND35
15483 50 CHIM02
15484 47 AGR03
15485 68 BIO10
15486 84 INF01
15487 56 MAT01
15488 59 IINF04
15489 56 IINF05
15490 61 INGIND35
15491 49 AGR03
15492 13 BIO10
15493 11 IINF05
15494 28 FIS01
15495 68 FIS01
15496 1 BIO10
15497 74 IINF04
15498 36 INGIND35
15499 18 INGIND35
15500 83 MAT01
15501 86 FIS01
15502 17 INGIND35
15503 25 MAT01
15504 29 INGIND35
15505 25 MAT01
15506 12 MED18
15507 15 MED18
15508 1 IINF05
15509 65 IINF04
15510 90 BIO10
15511 99 BIO10
15512 45 INGIND35
15513 85 INF01
15514 77 INF01
15515 33 MED18
15516 33 CHIM02
15517 38 BIO10
15518 33 INGIND35
15519 70 IINF04
15520 32 CHIM02
15521 53 IINF04
15522 33 INF01
15523 42 MED18
15524 77 MAT01
15525 71 CHIM02
15526 22 IINF04
15527 85 INF01
15528 97 AGR03
15529 61 INF01
15530 11 FIS01
15531 83 MAT01
15532 37 CHIM02
15533 28 MAT01
15534 37 MAT01
15535 7 MED18
15536 94 IINF05
15537 39 IINF05
15538 46 MAT01
15539 3 BIO10
15540 73 AGR03
15541 61 CHIM02
15542 71 INGIND35
15543 57 AGR03
15544 40 INGIND35
15545 37 MED18
15546 11 MAT01
15547 53 MAT01
15548 31 INGIND35
15549 28 BIO10
15550 79 IINF05
15551 9 INGIND35
15552 60 CHIM02
15553 25 CHIM02
15554 9 BIO10
15555 24 FIS01
15556 14 AGR03
15557 76 INF01
15558 65 CHIM02
15559 81 AGR03
15560 82 IINF04
15561 12 MED18
15562 37 AGR03
15563 39 INF01
15564 33 MAT01
15565 75 INF01
15566 40 INF01
15567 22 CHIM02
15568 80 IINF04
15569 66 BIO10
15570 20 IINF04
15571 98 CHIM02
15572 11 MAT01
15573 95 FIS01
15574 98 MAT01
15575 24 IINF05
15576 71 FIS01
15577 79 AGR03
15578 25 CHIM02
15579 64 CHIM02
15580 57 BIO10
15581 63 INF01
15582 38 MAT01
15583 81 MAT01
15584 41 INGIND35
15585 3 FIS01
15586 83 INGIND35
15587 25 BIO10
15588 18 BIO10
15589 31 INGIND35
15590 3 INF01
15591 24 IINF05
15592 83 INGIND35
15593 60 CHIM02
15594 99 CHIM02
15595 43 AGR03
15596 65 INF01
15597 77 IINF05
15598 29 AGR03
15599 97 BIO10
15600 80 MAT01
15601 70 AGR03
15602 82 BIO10
15603 5 CHIM02
15604 14 BIO10
15605 22 BIO10
15606 99 IINF04
15607 81 IINF05
15608 15 IINF04
15609 47 CHIM02
15610 56 BIO10
15611 91 IINF04
15612 35 IINF05
15613 78 BIO10
15614 91 AGR03
15615 76 IINF05
15616 80 CHIM02
15617 11 INF01
15618 4 CHIM02
15619 6 INGIND35
15620 6 CHIM02
15621 80 INGIND35
15622 71 MAT01
15623 25 MED18
15624 47 INGIND35
15625 87 FIS01
15626 39 INF01
15627 8 BIO10
15628 14 INGIND35
15629 71 INF01
15630 29 AGR03
15631 15 INGIND35
15632 21 INGIND35
15633 72 MAT01
15634 23 INGIND35
15635 29 IINF05
15636 43 IINF04
15637 19 AGR03
15638 48 INGIND35
15639 27 AGR03
15640 66 FIS01
15641 52 AGR03
15642 83 AGR03
15643 46 BIO10
15644 35 IINF05
15645 76 FIS01
15646 86 CHIM02
15647 77 BIO10
15648 88 MAT01
15649 29 AGR03
15650 76 MED18
15651 8 INGIND35
15652 26 IINF05
15653 52 MED18
15654 93 IINF05
15655 46 BIO10
15656 31 AGR03
15657 30 IINF04
15658 41 IINF05
15659 33 MED18
15660 86 IINF05
15661 50 FIS01
15662 74 AGR03
15663 39 INGIND35
15664 52 INGIND35
15665 94 AGR03
15666 5 INGIND35
15667 73 INF01
15668 85 INGIND35
15669 77 MED18
15670 79 CHIM02
15671 51 INGIND35
15672 91 INGIND35
15673 21 MED18
15674 11 FIS01
15675 79 INF01
15676 57 IINF04
15677 35 AGR03
15678 96 IINF04
15679 52 AGR03
15680 43 IINF04
15681 97 IINF04
15682 23 IINF05
15683 11 IINF05
15684 5 INF01
15685 31 INGIND35
15686 41 MAT01
15687 39 AGR03
15688 46 FIS01
15689 69 BIO10
15690 15 INGIND35
15691 63 INF01
15692 21 MED18
15693 1 BIO10
15694 44 INF01
15695 94 FIS01
15696 48 INGIND35
15697 81 AGR03
15698 4 CHIM02
15699 100 INF01
15700 16 INF01
15701 52 BIO10
15702 22 MAT01
15703 99 MAT01
15704 73 FIS01
15705 19 FIS01
15706 36 INF01
15707 32 FIS01
15708 6 FIS01
15709 69 INF01
15710 48 MED18
15711 34 FIS01
15712 28 INF01
15713 69 MED18
15714 56 FIS01
15715 64 CHIM02
15716 92 INGIND35
15717 76 MED18
15718 58 IINF04
15719 11 AGR03
15720 31 BIO10
15721 43 INGIND35
15722 93 AGR03
15723 66 IINF05
15724 11 MAT01
15725 95 FIS01
15726 35 IINF04
15727 47 IINF05
15728 4 MED18
15729 38 IINF04
15730 77 MAT01
15731 47 FIS01
15732 39 AGR03
15733 19 INF01
15734 19 CHIM02
15735 48 AGR03
15736 1 AGR03
15737 20 FIS01
15738 51 INF01
15739 3 INF01
15740 58 INF01
15741 66 FIS01
15742 95 INGIND35
15743 40 INGIND35
15744 31 CHIM02
15745 26 IINF05
15746 71 BIO10
15747 80 INGIND35
15748 59 INF01
15749 29 MED18
15750 52 IINF05
15751 52 FIS01
15752 77 BIO10
15753 24 IINF05
15754 3 IINF04
15755 56 MED18
15756 26 BIO10
15757 86 CHIM02
15758 78 AGR03
15759 30 MAT01
15760 53 FIS01
15761 96 CHIM02
15762 26 BIO10
15763 77 AGR03
15764 7 MED18
15765 99 IINF05
15766 83 MAT01
15767 27 AGR03
15768 72 MAT01
15769 15 IINF05
15770 20 MAT01
15771 2 INF01
15772 52 AGR03
15773 24 MED18
15774 33 AGR03
15775 10 CHIM02
15776 9 AGR03
15777 97 AGR03
15778 26 MAT01
15779 46 IINF04
15780 42 IINF05
15781 42 AGR03
15782 39 FIS01
15783 20 FIS01
15784 51 INGIND35
15785 95 MAT01
15786 5 IINF04
15787 89 MED18
15788 50 MAT01
15789 5 FIS01
15790 51 AGR03
15791 22 INF01
15792 75 INGIND35
15793 73 INGIND35
15794 38 MED18
15795 64 CHIM02
15796 2 INF01
15797 5 CHIM02
15798 53 BIO10
15799 31 INGIND35
15800 100 CHIM02
15801 29 MED18
15802 71 IINF04
15803 38 BIO10
15804 44 FIS01
15805 99 FIS01
15806 81 INGIND35
15807 3 IINF04
15808 42 BIO10
15809 75 INGIND35
15810 69 IINF04
15811 46 INF01
15812 98 IINF05
15813 23 INGIND35
15814 44 AGR03
15815 78 AGR03
15816 66 INGIND35
15817 25 BIO10
