6100 IINF05 6
21374 23 FIS01
21375 85 CHIM02
21376 77 AGR03
21377 17 AGR03
21378 91 MED18
21379 51 AGR03
21380 95 MED18
21381 93 MED18
21382 54 FIS01
21383 54 MAT01
21384 70 BIO10
21385 16 INF01
21386 13 IINF04
21387 50 MAT01
21388 31 INGIND35
21389 50 AGR03
21390 97 INGIND35
21391 42 INGIND35
21392 68 MED18
21393 79 MAT01
21394 79 FIS01
21395 55 MED18
21396 7 IINF05
21397 74 BIO10
21398 41 BIO10
21399 80 CHIM02
21400 85 AGR03
21401 95 INGIND35
21402 59 MAT01
21403 21 INGIND35
21404 6 CHIM02
21405 84 INF01
21406 23 INF01
21407 75 BIO10
21408 50 BIO10
21409 50 INGIND35
21410 88 AGR03
21411 68 IINF05
21412 19 MED18
21413 49 INF01
21414 26 CHIM02
21415 61 MED18
21416 35 IINF05
21417 6 FIS01
21418 99 IINF04
21419 57 BIO10
21420 13 AGR03
21421 74 FIS01
21422 60 INF01
21423 32 CHIM02
21424 38 MED18
21425 86 MED18
21426 92 FIS01
21427 35 IINF04
21428 38 IINF05
21429 99 MAT01
21430 62 INGIND35
21431 62 IINF05
21432 13 BIO10
21433 23 INF01
21434 42 CHIM02
21435 14 IINF04
21436 84 BIO10
21437 35 IINF04
21438 75 IINF04
21439 67 MAT01
21440 16 BIO10
21441 64 INF01
21442 37 INF01
21443 72 AGR03
21444 59 INGIND35
21445 97 MAT01
21446 74 INF01
21447 84 IINF05
21448 43 FIS01
21449 60 IINF04
21450 74 MED18
21451 96 INF01
21452 37 FIS01
21453 1 IINF05
21454 9 MAT01
21455 13 MED18
21456 3 BIO10
21457 31 CHIM02
21458 6 IINF04
21459 58 BIO10
21460 30 CHIM02
21461 8 FIS01
21462 66 IINF05
21463 64 IINF04
21464 100 INGIND35
21465 73 MAT01
21466 48 MED18
21467 6 INF01
21468 4 MAT01
21469 16 IINF04
21470 54 INGIND35
21471 67 MED18
21472 78 INGIND35
21473 27 MAT01
21474 67 MED18
21475 86 INF01
21476 88 BIO10
21477 65 AGR03
21478 92 AGR03
21479 31 FIS01
21480 22 BIO10
21481 56 CHIM02
21482 10 MED18
21483 78 FIS01
21484 63 BIO10
21485 49 FIS01
21486 9 BIO10
21487 87 CHIM02
21488 96 INF01
21489 93 AGR03
21490 60 FIS01
21491 70 INF01
21492 60 FIS01
21493 5 FIS01
21494 67 CHIM02
21495 81 MAT01
21496 37 INF01
21497 91 CHIM02
21498 25 INGIND35
21499 12 MAT01
21500 24 FIS01
21501 86 MED18
21502 61 CHIM02
21503 5 IINF04
21504 81 CHIM02
21505 44 FIS01
21506 9 IINF04
21507 60 IINF05
21508 91 AGR03
21509 63 MED18
21510 100 INF01
21511 14 MAT01
21512 91 MAT01
21513 56 CHIM02
21514 3 AGR03
21515 51 BIO10
21516 47 BIO10
21517 31 MAT01
21518 38 FIS01
21519 56 AGR03
21520 37 AGR03
21521 56 INGIND35
21522 21 MAT01
21523 90 INF01
21524 29 BIO10
21525 25 FIS01
21526 39 CHIM02
21527 81 BIO10
21528 19 MAT01
21529 58 CHIM02
21530 11 INGIND35
21531 34 MAT01
21532 20 INF01
21533 25 MAT01
21534 25 MED18
21535 99 MED18
21536 64 INGIND35
21537 97 MAT01
21538 24 BIO10
21539 16 BIO10
21540 20 FIS01
21541 54 BIO10
21542 74 FIS01
21543 65 INF01
21544 35 BIO10
21545 31 CHIM02
21546 70 INGIND35
21547 78 BIO10
21548 36 AGR03
21549 4 MED18
21550 89 INF01
21551 93 INGIND35
21552 28 AGR03
21553 82 INGIND35
21554 31 MED18
21555 99 MAT01
21556 3 BIO10
21557 62 CHIM02
21558 8 FIS01
21559 27 INF01
21560 17 FIS01
21561 12 AGR03
21562 54 IINF04
21563 95 IINF04
21564 81 BIO10
21565 26 CHIM02
21566 33 IINF05
21567 49 INGIND35
21568 99 MED18
21569 19 CHIM02
21570 19 FIS01
21571 22 CHIM02
21572 9 IINF04
21573 17 IINF05
21574 36 CHIM02
21575 71 CHIM02
21576 73 CHIM02
21577 9 INGIND35
21578 84 IINF05
21579 52 CHIM02
21580 18 AGR03
21581 57 INF01
21582 8 IINF04
21583 75 IINF05
21584 62 INF01
21585 38 FIS01
21586 75 BIO10
21587 80 CHIM02
21588 2 IINF04
21589 59 INF01
21590 71 BIO10
21591 15 IINF05
21592 28 AGR03
21593 65 INF01
21594 59 CHIM02
21595 6 IINF04
21596 88 MED18
21597 16 IINF05
21598 39 IINF04
21599 82 MED18
21600 19 BIO10
21601 2 MAT01
21602 32 IINF05
21603 11 AGR03
21604 29 MAT01
21605 69 CHIM02
21606 62 MAT01
21607 31 IINF04
21608 51 FIS01
21609 68 INGIND35
21610 4 INGIND35
21611 4 MED18
21612 24 CHIM02
21613 30 INGIND35
21614 10 MAT01
21615 88 BIO10
21616 89 IINF05
21617 36 MAT01
21618 22 AGR03
21619 95 BIO10
21620 5 INF01
21621 63 FIS01
21622 11 BIO10
21623 67 INGIND35
21624 60 MED18
21625 28 IINF04
21626 48 BIO10
21627 43 FIS01
21628 38 AGR03
21629 4 MED18
21630 31 BIO10
21631 29 BIO10
21632 50 FIS01
21633 46 BIO10
21634 14 FIS01
21635 24 MAT01
21636 56 MAT01
21637 50 IINF05
21638 34 FIS01
21639 43 IINF05
21640 58 IINF05
21641 98 CHIM02
21642 53 MAT01
21643 99 INGIND35
21644 88 AGR03
21645 85 IINF05
21646 75 INGIND35
21647 41 MAT01
21648 43 INGIND35
21649 14 INF01
21650 33 IINF05
21651 52 IINF05
21652 98 CHIM02
21653 70 MED18
21654 87 FIS01
21655 12 CHIM02
21656 40 AGR03
21657 21 FIS01
21658 19 IINF04
21659 72 AGR03
21660 23 IINF05
21661 5 CHIM02
21662 3 INF01
21663 76 IINF04
21664 42 CHIM02
21665 5 MAT01
21666 79 AGR03
21667 14 MED18
21668 10 IINF05
21669 71 FIS01
21670 15 MAT01
21671 23 AGR03
21672 2 IINF05
21673 69 MED18
21674 67 AGR03
21675 74 AGR03
21676 69 BIO10
21677 35 MAT01
21678 67 FIS01
21679 27 INGIND35
21680 78 AGR03
21681 46 IINF04
21682 42 IINF04
21683 28 INGIND35
21684 86 MED18
21685 1 BIO10
21686 83 MED18
21687 10 INF01
21688 6 IINF05
21689 65 CHIM02
21690 43 IINF04
21691 24 FIS01
21692 100 AGR03
21693 32 AGR03
21694 64 INF01
21695 83 FIS01
21696 52 INF01
21697 45 FIS01
21698 53 BIO10
21699 25 INGIND35
21700 73 INF01
21701 14 INGIND35
21702 77 INGIND35
21703 47 IINF04
21704 41 FIS01
21705 85 INGIND35
21706 29 INGIND35
21707 25 IINF04
21708 82 MAT01
21709 65 INGIND35
21710 76 IINF04
21711 70 IINF04
21712 2 MAT01
21713 65 AGR03
21714 83 INF01
21715 30 FIS01
21716 28 FIS01
21717 11 BIO10
21718 34 MAT01
21719 72 INGIND35
21720 73 IINF04
21721 1 FIS01
21722 37 IINF04
21723 33 MED18
21724 65 AGR03
21725 50 MAT01
21726 21 MAT01
21727 35 BIO10
21728 9 MAT01
21729 22 BIO10
21730 52 INF01
21731 1 INF01
21732 75 FIS01
21733 67 INGIND35
21734 63 IINF04
21735 72 BIO10
21736 36 CHIM02
21737 89 BIO10
21738 3 MED18
21739 52 IINF05
21740 75 CHIM02
21741 33 AGR03
21742 73 AGR03
21743 63 MAT01
21744 3 INF01
21745 15 CHIM02
21746 76 INF01
21747 92 INF01
21748 73 IINF04
21749 46 MED18
21750 57 INF01
21751 83 IINF05
21752 5 CHIM02
21753 41 MAT01
21754 1 IINF05
21755 44 INGIND35
21756 37 IINF05
21757 44 INGIND35
21758 3 INGIND35
21759 94 CHIM02
21760 87 FIS01
21761 94 INGIND35
21762 47 IINF04
21763 53 IINF05
21764 67 INGIND35
21765 88 BIO10
21766 73 FIS01
21767 59 IINF04
21768 78 MAT01
21769 90 CHIM02
21770 76 FIS01
21771 37 INF01
21772 89 INF01
21773 95 CHIM02
21774 13 AGR03
21775 75 MAT01
21776 49 FIS01
21777 46 INGIND35
21778 17 INGIND35
21779 86 BIO10
21780 58 IINF05
21781 74 MAT01
21782 58 IINF05
21783 47 IINF04
21784 10 BIO10
21785 86 BIO10
21786 23 INGIND35
21787 17 BIO10
21788 61 BIO10
21789 81 FIS01
21790 41 BIO10
21791 86 IINF04
21792 28 MED18
21793 51 INGIND35
21794 52 BIO10
21795 16 FIS01
21796 39 CHIM02
21797 3 BIO10
21798 53 IINF04
21799 89 MED18
21800 31 IINF04
21801 66 BIO10
21802 70 IINF04
21803 75 CHIM02
21804 17 FIS01
21805 66 AGR03
21806 73 IINF04
21807 12 AGR03
21808 79 MAT01
21809 40 IINF05
21810 77 AGR03
21811 36 MAT01
21812 4 FIS01
21813 20 FIS01
21814 57 MAT01
21815 55 CHIM02
21816 53 INGIND35
21817 74 INGIND35
21818 51 AGR03
21819 15 CHIM02
21820 45 CHIM02
21821 66 MED18
21822 39 CHIM02
21823 86 BIO10
21824 62 AGR03
21825 54 FIS01
21826 1 FIS01
21827 91 IINF05
21828 41 AGR03
21829 75 CHIM02
21830 76 FIS01
21831 23 CHIM02
21832 3 FIS01
21833 61 MAT01
21834 80 IINF05
21835 10 AGR03
21836 5 INGIND35
21837 5 BIO10
21838 36 INGIND35
21839 99 IINF04
21840 50 BIO10
21841 79 MAT01
21842 37 IINF04
21843 69 INF01
21844 74 INGIND35
21845 92 INF01
21846 51 IINF04
21847 90 AGR03
21848 66 INGIND35
21849 76 MAT01
21850 26 IINF05
21851 33 INGIND35
21852 14 IINF04
21853 15 AGR03
21854 80 MAT01
21855 85 AGR03
21856 86 BIO10
21857 95 INGIND35
21858 97 FIS01
21859 94 IINF05
21860 29 INF01
21861 18 INGIND35
21862 51 MED18
21863 71 IINF04
21864 41 INF01
21865 21 MED18
21866 46 FIS01
21867 46 IINF04
21868 90 AGR03
21869 82 MAT01
21870 22 CHIM02
21871 93 INGIND35
21872 91 INF01
21873 60 IINF05
21874 13 AGR03
21875 61 IINF05
21876 88 BIO10
21877 25 IINF05
21878 20 MAT01
21879 63 AGR03
21880 52 CHIM02
21881 45 MAT01
21882 29 IINF04
21883 72 IINF05
21884 34 MED18
21885 24 IINF05
21886 88 INGIND35
21887 73 INF01
21888 51 IINF04
21889 40 INF01
21890 29 AGR03
21891 92 FIS01
21892 33 IINF04
21893 46 IINF05
21894 24 BIO10
21895 23 IINF05
21896 13 MED18
21897 38 MAT01
21898 34 IINF05
21899 86 MAT01
21900 6 INGIND35
21901 13 BIO10
21902 15 IINF04
21903 34 IINF04
21904 6 INF01
21905 47 FIS01
21906 60 INGIND35
21907 42 INF01
21908 70 MED18
21909 59 MAT01
21910 39 MAT01
21911 33 MED18
21912 89 MAT01
21913 31 AGR03
21914 89 MED18
21915 49 BIO10
21916 89 INF01
21917 27 AGR03
21918 51 FIS01
21919 14 AGR03
21920 88 BIO10
21921 37 IINF05
21922 92 AGR03
21923 70 INGIND35
21924 15 INGIND35
21925 20 INF01
21926 84 CHIM02
21927 92 CHIM02
21928 40 IINF04
21929 18 INGIND35
21930 69 BIO10
21931 93 INF01
21932 1 BIO10
21933 51 FIS01
21934 27 BIO10
21935 13 FIS01
21936 4 INGIND35
21937 60 FIS01
21938 15 IINF05
21939 41 MED18
21940 76 BIO10
21941 86 MED18
21942 13 AGR03
21943 40 IINF04
21944 43 CHIM02
21945 70 MAT01
21946 51 INF01
21947 66 BIO10
21948 21 AGR03
21949 36 CHIM02
21950 81 IINF05
21951 30 AGR03
21952 11 CHIM02
21953 3 INF01
21954 96 CHIM02
21955 36 IINF05
21956 16 IINF05
21957 77 IINF04
21958 93 IINF05
21959 34 BIO10
21960 26 FIS01
21961 67 MAT01
21962 78 MAT01
21963 85 MAT01
21964 80 CHIM02
21965 82 FIS01
21966 57 BIO10
21967 18 IINF04
21968 46 AGR03
21969 95 CHIM02
21970 84 AGR03
21971 1 CHIM02
21972 33 MAT01
21973 5 MAT01
21974 71 FIS01
21975 43 MED18
21976 98 INF01
21977 51 FIS01
21978 99 BIO10
21979 2 IINF05
21980 45 AGR03
21981 96 MAT01
21982 37 MED18
21983 75 BIO10
21984 71 INGIND35
21985 80 INGIND35
21986 73 INGIND35
21987 2 IINF05
21988 28 BIO10
21989 33 MED18
21990 6 IINF05
21991 43 INGIND35
21992 34 MED18
21993 49 BIO10
21994 85 FIS01
21995 35 IINF04
21996 66 BIO10
21997 73 FIS01
21998 4 FIS01
21999 66 BIO10
22000 67 INGIND35
22001 39 IINF04
22002 36 INF01
22003 37 IINF05
22004 63 MED18
22005 15 MAT01
22006 1 IINF05
22007 67 CHIM02
22008 1 MAT01
22009 96 INF01
22010 35 AGR03
22011 97 CHIM02
22012 73 INGIND35
22013 25 AGR03
22014 47 IINF05
22015 80 MAT01
22016 21 IINF04
22017 69 INF01
22018 29 MED18
22019 30 IINF04
22020 67 IINF04
22021 52 INGIND35
22022 4 IINF04
22023 62 INGIND35
22024 93 IINF04
22025 34 INF01
22026 36 FIS01
22027 76 INGIND35
22028 90 INGIND35
22029 68 MED18
22030 85 CHIM02
22031 53 IINF05
22032 75 MAT01
22033 28 INF01
22034 75 INGIND35
22035 18 INF01
22036 16 MED18
22037 75 BIO10
22038 24 BIO10
22039 31 IINF04
22040 60 MED18
22041 3 FIS01
22042 56 FIS01
22043 42 BIO10
22044 1 FIS01
22045 38 IINF04
22046 31 INGIND35
22047 43 BIO10
22048 77 INGIND35
22049 88 IINF04
22050 19 MED18
22051 5 INF01
22052 66 IINF04
22053 9 INF01
22054 52 INGIND35
22055 60 MED18
22056 14 INF01
22057 84 IINF04
22058 76 INF01
22059 63 CHIM02
22060 45 MED18
22061 72 INGIND35
22062 33 FIS01
22063 23 INGIND35
22064 93 IINF04
22065 93 IINF05
22066 80 AGR03
22067 61 IINF05
22068 86 IINF04
22069 74 MAT01
22070 53 FIS01
22071 87 BIO10
22072 90 BIO10
22073 52 MAT01
22074 93 IINF04
22075 62 INGIND35
22076 33 INGIND35
22077 93 INF01
22078 67 INGIND35
22079 6 CHIM02
22080 79 MED18
22081 72 FIS01
22082 5 CHIM02
22083 20 MAT01
22084 6 INGIND35
22085 21 IINF05
22086 17 IINF05
22087 26 IINF05
22088 74 BIO10
22089 28 INGIND35
22090 59 MED18
22091 15 BIO10
22092 83 MED18
22093 19 INF01
22094 34 AGR03
22095 89 IINF05
22096 64 BIO10
22097 33 INF01
22098 30 BIO10
22099 66 CHIM02
22100 3 BIO10
22101 37 BIO10
22102 76 INGIND35
22103 6 IINF05
22104 77 BIO10
22105 73 FIS01
22106 59 MAT01
22107 96 FIS01
22108 20 INGIND35
22109 18 IINF04
22110 76 MAT01
22111 31 IINF05
22112 9 MED18
22113 23 INGIND35
22114 81 MAT01
22115 31 IINF04
22116 69 MED18
22117 56 MAT01
22118 16 INGIND35
22119 33 MED18
22120 13 FIS01
22121 80 FIS01
22122 12 CHIM02
22123 87 CHIM02
22124 31 IINF05
22125 29 AGR03
22126 18 MED18
22127 65 CHIM02
22128 62 MED18
22129 21 CHIM02
22130 43 FIS01
22131 28 BIO10
22132 96 IINF05
22133 63 IINF04
22134 91 IINF04
22135 15 BIO10
22136 2 INF01
22137 20 INF01
22138 75 MAT01
22139 10 IINF04
22140 33 IINF04
22141 1 IINF05
22142 83 BIO10
22143 100 AGR03
22144 58 INGIND35
22145 60 IINF04
22146 22 MAT01
22147 68 CHIM02
22148 6 CHIM02
22149 58 IINF05
22150 59 FIS01
22151 36 IINF04
22152 54 IINF05
22153 13 INGIND35
22154 9 IINF05
22155 2 MED18
22156 28 IINF05
22157 73 MED18
22158 71 BIO10
22159 60 IINF04
22160 81 INF01
22161 27 MAT01
22162 2 MED18
22163 16 MED18
22164 64 BIO10
22165 31 CHIM02
22166 9 IINF04
22167 60 INF01
22168 3 MAT01
22169 61 MED18
22170 55 BIO10
22171 51 INGIND35
22172 47 FIS01
22173 14 CHIM02
22174 37 IINF04
22175 2 INF01
22176 35 AGR03
22177 74 INF01
22178 57 BIO10
22179 27 CHIM02
22180 9 IINF05
22181 40 INF01
22182 37 MAT01
22183 30 INGIND35
22184 85 IINF04
22185 39 MAT01
22186 57 FIS01
22187 81 CHIM02
22188 53 CHIM02
22189 24 MAT01
22190 2 CHIM02
22191 41 CHIM02
22192 67 INGIND35
22193 92 CHIM02
22194 73 CHIM02
22195 49 INGIND35
22196 96 FIS01
22197 96 AGR03
22198 41 INGIND35
22199 36 INF01
22200 65 IINF05
22201 72 INGIND35
22202 32 IINF05
22203 61 INF01
22204 11 INF01
22205 89 MED18
22206 70 MED18
22207 23 BIO10
22208 60 IINF05
22209 72 FIS01
22210 64 INGIND35
22211 25 MED18
22212 92 AGR03
22213 28 MAT01
22214 73 INGIND35
22215 63 MED18
22216 99 INF01
22217 14 MAT01
22218 24 MED18
22219 86 FIS01
22220 29 INF01
22221 69 MAT01
22222 17 IINF05
22223 71 MAT01
22224 93 IINF05
22225 93 IINF04
22226 32 IINF05
22227 75 CHIM02
22228 3 MAT01
22229 58 INGIND35
22230 97 IINF05
22231 42 BIO10
22232 43 MED18
22233 55 INGIND35
22234 48 FIS01
22235 35 MED18
22236 74 FIS01
22237 22 INGIND35
22238 43 BIO10
22239 56 MED18
22240 33 MAT01
22241 39 CHIM02
22242 55 IINF05
22243 98 INF01
22244 33 INF01
22245 51 INGIND35
22246 44 BIO10
22247 53 CHIM02
22248 97 BIO10
22249 45 INF01
22250 15 INF01
22251 98 MAT01
22252 95 CHIM02
22253 58 MED18
22254 48 BIO10
22255 81 IINF04
22256 44 CHIM02
22257 18 MAT01
22258 23 IINF04
22259 71 IINF04
22260 81 IINF04
22261 72 MAT01
22262 92 INGIND35
22263 16 BIO10
22264 33 FIS01
22265 26 INGIND35
22266 78 AGR03
22267 25 INF01
22268 71 INGIND35
22269 69 MED18
22270 88 FIS01
22271 91 MAT01
22272 76 IINF04
22273 78 INGIND35
22274 35 INF01
22275 41 FIS01
22276 69 CHIM02
22277 3 MAT01
22278 11 MED18
22279 22 INF01
22280 34 INF01
22281 97 MED18
22282 46 CHIM02
22283 16 MED18
22284 81 MED18
22285 100 INGIND35
22286 23 FIS01
22287 59 INF01
22288 33 CHIM02
22289 68 CHIM02
22290 77 AGR03
22291 56 CHIM02
22292 44 MED18
22293 46 INGIND35
22294 64 MED18
22295 78 INGIND35
22296 34 MED18
22297 76 FIS01
22298 87 IINF04
22299 89 MED18
22300 51 CHIM02
22301 83 CHIM02
22302 39 FIS01
22303 49 FIS01
22304 58 MED18
22305 75 BIO10
22306 96 AGR03
22307 86 AGR03
22308 84 FIS01
22309 79 FIS01
22310 73 AGR03
22311 11 INF01
22312 74 FIS01
22313 4 CHIM02
22314 95 FIS01
22315 15 MED18
22316 8 INGIND35
22317 21 MED18
22318 63 INGIND35
22319 76 CHIM02
22320 64 IINF04
22321 65 AGR03
22322 81 FIS01
22323 95 INGIND35
22324 81 FIS01
22325 81 BIO10
22326 33 IINF04
22327 3 BIO10
22328 71 INGIND35
22329 9 CHIM02
22330 29 MED18
22331 10 MAT01
22332 47 MED18
22333 69 FIS01
22334 54 INGIND35
22335 35 AGR03
22336 75 CHIM02
22337 37 FIS01
22338 96 AGR03
22339 43 IINF04
22340 62 FIS01
22341 18 MED18
22342 86 INF01
22343 13 IINF04
22344 79 AGR03
22345 49 AGR03
22346 65 MED18
22347 47 IINF05
22348 24 FIS01
22349 22 INF01
22350 56 INGIND35
22351 85 BIO10
22352 20 IINF05
22353 66 CHIM02
22354 35 MED18
22355 60 MED18
22356 65 INF01
22357 84 FIS01
22358 16 AGR03
22359 72 BIO10
22360 5 CHIM02
22361 11 AGR03
22362 27 CHIM02
22363 63 IINF05
22364 11 AGR03
22365 88 IINF04
22366 96 IINF05
22367 37 MAT01
22368 59 MAT01
22369 3 MAT01
22370 85 AGR03
22371 9 INGIND35
22372 17 IINF04
22373 21 AGR03
22374 99 INF01
22375 20 CHIM02
22376 19 IINF05
22377 8 AGR03
22378 23 MAT01
22379 13 MED18
22380 33 INGIND35
22381 56 INF01
22382 7 IINF04
22383 45 INF01
22384 34 BIO10
22385 51 AGR03
22386 74 IINF04
22387 17 FIS01
22388 51 BIO10
22389 41 IINF05
22390 14 IINF04
22391 40 CHIM02
22392 20 AGR03
22393 69 IINF05
22394 34 IINF04
22395 86 FIS01
22396 60 FIS01
22397 45 MAT01
22398 49 AGR03
22399 40 MAT01
22400 77 CHIM02
22401 67 IINF04
22402 64 CHIM02
22403 60 MED18
22404 20 IINF04
22405 11 CHIM02
22406 93 INGIND35
22407 95 INGIND35
22408 22 CHIM02
22409 91 CHIM02
22410 97 MED18
22411 2 IINF05
22412 92 IINF05
22413 50 INGIND35
22414 20 INF01
22415 24 IINF04
22416 38 INF01
22417 23 IINF04
22418 21 MAT01
22419 27 MAT01
22420 25 FIS01
22421 72 IINF04
22422 72 MAT01
22423 52 INGIND35
22424 97 INGIND35
22425 71 INF01
22426 23 AGR03
22427 38 FIS01
22428 23 MAT01
22429 59 FIS01
22430 85 AGR03
22431 2 MED18
22432 89 AGR03
22433 35 AGR03
22434 92 INGIND35
22435 98 MED18
22436 34 IINF05
22437 56 IINF05
22438 87 INGIND35
22439 17 AGR03
22440 21 MAT01
22441 35 MED18
22442 76 INF01
22443 16 MED18
22444 16 IINF04
22445 18 CHIM02
22446 93 AGR03
22447 16 CHIM02
22448 55 CHIM02
22449 89 IINF05
22450 42 MAT01
22451 75 INF01
22452 45 INGIND35
22453 65 INGIND35
22454 60 FIS01
22455 60 IINF05
22456 22 IINF05
22457 9 INF01
22458 34 BIO10
22459 36 AGR03
22460 26 AGR03
22461 22 INGIND35
22462 20 AGR03
22463 82 FIS01
22464 63 IINF05
22465 58 AGR03
22466 85 IINF05
22467 99 IINF04
22468 87 IINF05
22469 90 BIO10
22470 45 BIO10
22471 24 IINF05
22472 24 INGIND35
22473 86 BIO10
22474 40 INGIND35
22475 82 INF01
22476 20 IINF05
22477 65 MED18
22478 48 INF01
22479 98 IINF05
22480 92 FIS01
22481 35 IINF05
22482 89 FIS01
22483 91 CHIM02
22484 14 AGR03
22485 10 IINF05
22486 34 INGIND35
22487 29 IINF04
22488 25 INGIND35
22489 100 AGR03
22490 73 CHIM02
22491 80 BIO10
22492 41 AGR03
22493 14 AGR03
22494 75 BIO10
22495 84 MAT01
22496 63 IINF05
22497 59 BIO10
22498 74 INF01
22499 70 FIS01
22500 36 INF01
22501 77 INGIND35
22502 29 MAT01
22503 74 MAT01
22504 32 INF01
22505 47 BIO10
22506 86 CHIM02
22507 28 MED18
22508 56 IINF04
22509 85 AGR03
22510 57 MED18
22511 92 MED18
22512 61 BIO10
22513 47 MED18
22514 65 FIS01
22515 6 FIS01
22516 55 FIS01
22517 77 FIS01
22518 31 INF01
22519 41 BIO10
22520 76 IINF05
22521 51 BIO10
22522 23 AGR03
22523 61 MAT01
22524 34 INGIND35
22525 43 FIS01
22526 88 BIO10
22527 72 IINF04
22528 93 MED18
22529 14 MED18
22530 2 CHIM02
22531 1 INF01
22532 39 INF01
22533 7 AGR03
22534 45 INF01
22535 2 FIS01
22536 80 FIS01
22537 16 MED18
22538 92 FIS01
22539 74 AGR03
22540 57 IINF05
22541 5 INGIND35
22542 58 AGR03
22543 25 MAT01
22544 67 FIS01
22545 49 INF01
22546 81 INF01
22547 19 IINF04
22548 38 AGR03
22549 92 INF01
22550 56 FIS01
22551 45 INF01
22552 52 MAT01
22553 81 CHIM02
22554 98 BIO10
22555 3 IINF05
22556 22 IINF05
22557 37 FIS01
22558 88 MED18
22559 93 INGIND35
22560 14 INF01
22561 12 INGIND35
22562 87 AGR03
22563 85 MAT01
22564 95 CHIM02
22565 93 MAT01
22566 39 MAT01
22567 22 FIS01
22568 96 FIS01
22569 86 FIS01
22570 57 INF01
22571 3 IINF05
22572 50 AGR03
22573 47 IINF05
22574 58 MED18
22575 16 MED18
22576 12 AGR03
22577 27 CHIM02
22578 22 AGR03
22579 49 IINF04
22580 24 FIS01
22581 75 IINF05
22582 66 IINF04
22583 63 CHIM02
22584 54 IINF05
22585 82 AGR03
22586 44 IINF05
22587 38 BIO10
22588 64 AGR03
22589 84 INF01
22590 35 MAT01
22591 26 INGIND35
22592 72 IINF05
22593 23 MAT01
22594 100 MAT01
22595 58 INF01
22596 56 IINF05
22597 19 MED18
22598 44 INGIND35
22599 5 CHIM02
22600 55 MED18
22601 33 AGR03
22602 49 AGR03
22603 73 MAT01
22604 51 CHIM02
22605 12 CHIM02
22606 67 INF01
22607 83 MAT01
22608 71 INF01
22609 18 CHIM02
22610 20 MAT01
22611 100 INGIND35
22612 2 CHIM02
22613 17 BIO10
22614 95 MAT01
22615 25 AGR03
22616 99 MAT01
22617 19 FIS01
22618 98 MED18
22619 30 MED18
22620 44 INGIND35
22621 32 FIS01
22622 21 MED18
22623 74 IINF04
22624 60 MAT01
22625 92 MED18
22626 72 CHIM02
22627 3 INF01
22628 39 BIO10
22629 38 IINF04
22630 33 AGR03
22631 56 IINF04
22632 12 BIO10
22633 47 IINF04
22634 90 AGR03
22635 36 INGIND35
22636 6 MAT01
22637 97 CHIM02
22638 1 FIS01
22639 100 IINF05
22640 17 INF01
22641 73 MED18
22642 38 AGR03
22643 92 FIS01
22644 38 IINF04
22645 94 IINF05
22646 55 IINF05
22647 5 MED18
22648 62 MED18
22649 82 IINF04
22650 93 INF01
22651 7 MED18
22652 43 BIO10
22653 89 BIO10
22654 59 BIO10
22655 53 INF01
22656 74 AGR03
22657 23 IINF05
22658 96 AGR03
22659 46 INGIND35
22660 65 CHIM02
22661 57 MED18
22662 38 IINF05
22663 82 INGIND35
22664 89 MED18
22665 45 FIS01
22666 91 INGIND35
22667 83 IINF05
22668 23 BIO10
22669 51 IINF04
22670 28 IINF05
22671 96 IINF04
22672 59 IINF04
22673 87 INGIND35
22674 86 CHIM02
22675 81 INF01
22676 19 IINF04
22677 14 MAT01
22678 10 CHIM02
22679 39 IINF05
22680 36 CHIM02
22681 11 MAT01
22682 79 AGR03
22683 66 BIO10
22684 84 AGR03
22685 75 FIS01
22686 85 CHIM02
22687 9 INF01
22688 92 FIS01
22689 6 MED18
22690 31 INF01
22691 90 INGIND35
22692 78 IINF05
22693 43 IINF04
22694 36 IINF04
22695 81 FIS01
22696 75 INF01
22697 47 BIO10
22698 17 CHIM02
22699 38 BIO10
22700 46 INF01
22701 88 MAT01
22702 59 INF01
22703 47 CHIM02
22704 21 MAT01
22705 1 FIS01
22706 77 IINF05
22707 8 BIO10
22708 15 AGR03
22709 43 AGR03
22710 93 MAT01
22711 33 IINF05
22712 66 BIO10
22713 23 MAT01
22714 74 AGR03
22715 55 FIS01
22716 94 INGIND35
22717 74 IINF04
22718 42 INGIND35
22719 60 MAT01
22720 20 CHIM02
22721 99 IINF05
22722 13 INF01
22723 37 IINF05
22724 5 CHIM02
22725 34 MED18
22726 74 MED18
22727 92 BIO10
22728 51 MAT01
22729 61 MED18
22730 97 IINF05
22731 37 MAT01
22732 86 IINF05
22733 92 MED18
22734 10 MED18
22735 82 IINF05
22736 18 IINF04
22737 99 FIS01
22738 79 FIS01
22739 39 BIO10
22740 44 MED18
22741 100 FIS01
22742 83 CHIM02
22743 74 MAT01
22744 34 IINF04
22745 85 IINF05
22746 17 INGIND35
22747 5 IINF04
22748 27 IINF05
22749 62 IINF05
22750 96 FIS01
22751 74 IINF05
22752 2 FIS01
22753 52 MED18
22754 11 CHIM02
22755 81 INGIND35
22756 87 FIS01
22757 42 AGR03
22758 98 IINF05
22759 64 CHIM02
22760 30 IINF04
22761 75 CHIM02
22762 1 INGIND35
22763 70 CHIM02
22764 65 MAT01
22765 29 AGR03
22766 4 INF01
22767 30 INGIND35
22768 40 CHIM02
22769 6 MAT01
