5877 INF01 7
86697 65 BIO10
86698 77 INGIND35
86699 50 INGIND35
86700 38 FIS01
86701 90 BIO10
86702 15 MED18
86703 98 AGR03
86704 70 INGIND35
86705 66 BIO10
86706 83 FIS01
86707 41 MAT01
86708 73 INGIND35
86709 96 INF01
86710 100 MED18
86711 3 FIS01
86712 22 CHIM02
86713 77 MED18
86714 94 AGR03
86715 36 FIS01
86716 20 IINF04
86717 62 MAT01
86718 84 INF01
86719 36 MAT01
86720 68 INGIND35
86721 36 INGIND35
86722 97 INGIND35
86723 77 IINF04
86724 92 IINF05
86725 48 INGIND35
86726 44 MED18
86727 14 INF01
86728 50 FIS01
86729 39 IINF05
86730 36 AGR03
86731 75 FIS01
86732 75 MAT01
86733 48 FIS01
86734 57 INGIND35
86735 47 AGR03
86736 12 MED18
86737 4 MAT01
86738 68 IINF04
86739 30 AGR03
86740 86 CHIM02
86741 42 MAT01
86742 82 INGIND35
86743 34 IINF04
86744 97 FIS01
86745 67 MAT01
86746 17 BIO10
86747 4 FIS01
86748 47 FIS01
86749 26 MED18
86750 56 IINF05
86751 100 BIO10
86752 77 FIS01
86753 23 AGR03
86754 64 INF01
86755 17 INF01
86756 11 IINF05
86757 57 AGR03
86758 68 INGIND35
86759 58 BIO10
86760 21 IINF04
86761 27 AGR03
86762 99 MAT01
86763 64 INF01
86764 36 INGIND35
86765 2 CHIM02
86766 58 INGIND35
86767 50 BIO10
86768 35 IINF05
86769 23 IINF05
86770 2 CHIM02
86771 44 AGR03
86772 71 MED18
86773 53 BIO10
86774 90 AGR03
86775 98 MAT01
86776 11 AGR03
86777 27 INGIND35
86778 50 INGIND35
86779 52 MAT01
86780 69 INF01
86781 19 MED18
86782 92 IINF04
86783 49 MED18
86784 11 CHIM02
86785 73 MED18
86786 7 CHIM02
86787 28 IINF05
86788 57 IINF05
86789 57 INF01
86790 38 BIO10
86791 52 FIS01
86792 46 MED18
86793 89 AGR03
86794 92 CHIM02
86795 18 BIO10
86796 25 CHIM02
86797 11 IINF04
86798 84 CHIM02
86799 2 BIO10
86800 82 INGIND35
86801 62 INF01
86802 20 IINF05
86803 72 BIO10
86804 58 IINF05
86805 56 IINF04
86806 83 INGIND35
86807 97 MED18
86808 23 MAT01
86809 68 CHIM02
86810 35 BIO10
86811 30 INGIND35
86812 76 INGIND35
86813 93 IINF05
86814 34 MED18
86815 14 BIO10
86816 69 CHIM02
86817 64 MAT01
86818 66 INF01
86819 85 MAT01
86820 38 MED18
86821 81 MAT01
86822 47 CHIM02
86823 24 MAT01
86824 38 INGIND35
86825 96 MED18
86826 67 FIS01
86827 16 INGIND35
86828 32 MED18
86829 86 MED18
86830 16 AGR03
86831 31 INF01
86832 13 MED18
86833 44 FIS01
86834 81 INF01
86835 14 MAT01
86836 61 INGIND35
86837 66 MED18
86838 54 INF01
86839 16 INGIND35
86840 39 AGR03
86841 79 AGR03
86842 72 FIS01
86843 73 INF01
86844 22 IINF05
86845 37 IINF04
86846 17 IINF05
86847 60 IINF04
86848 12 IINF04
86849 20 IINF04
86850 10 FIS01
86851 85 AGR03
86852 40 IINF04
86853 1 IINF05
86854 8 MED18
86855 26 FIS01
86856 30 MED18
86857 93 INGIND35
86858 6 BIO10
86859 38 AGR03
86860 33 INGIND35
86861 55 MAT01
86862 95 AGR03
86863 43 FIS01
86864 93 BIO10
86865 68 CHIM02
86866 23 BIO10
86867 23 IINF04
86868 8 MED18
86869 77 INF01
86870 70 AGR03
86871 91 INGIND35
86872 71 MED18
86873 77 FIS01
86874 25 IINF04
86875 52 MED18
86876 36 INGIND35
86877 31 FIS01
86878 47 MED18
86879 82 MED18
86880 97 BIO10
86881 44 FIS01
86882 76 IINF04
86883 66 FIS01
86884 74 BIO10
86885 26 BIO10
86886 37 IINF05
86887 29 IINF04
86888 100 IINF05
86889 38 INGIND35
86890 23 INF01
86891 86 FIS01
86892 100 MED18
86893 100 INGIND35
86894 32 AGR03
86895 42 CHIM02
86896 70 IINF04
86897 51 AGR03
86898 20 FIS01
86899 4 IINF05
86900 58 AGR03
86901 9 MAT01
86902 7 FIS01
86903 39 IINF04
86904 98 IINF04
86905 14 CHIM02
86906 81 FIS01
86907 67 INGIND35
86908 75 IINF05
86909 45 INF01
86910 27 AGR03
86911 72 INGIND35
86912 27 CHIM02
86913 58 INGIND35
86914 15 MAT01
86915 51 FIS01
86916 57 CHIM02
86917 8 MED18
86918 33 INGIND35
86919 86 INF01
86920 83 INF01
86921 83 CHIM02
86922 54 IINF04
86923 75 INGIND35
86924 11 INF01
86925 40 AGR03
86926 23 IINF05
86927 79 MED18
86928 30 AGR03
86929 75 IINF04
86930 85 IINF04
86931 71 IINF04
86932 45 CHIM02
86933 99 FIS01
86934 51 BIO10
86935 97 IINF04
86936 22 IINF05
86937 65 FIS01
86938 22 IINF05
86939 20 MAT01
86940 23 BIO10
86941 16 IINF05
86942 53 FIS01
86943 43 INGIND35
86944 43 AGR03
86945 41 MAT01
86946 56 INF01
86947 57 MED18
86948 47 MAT01
86949 39 IINF04
86950 57 MED18
86951 16 INGIND35
86952 78 INGIND35
86953 66 CHIM02
86954 95 AGR03
86955 59 CHIM02
86956 35 BIO10
86957 24 MED18
86958 55 CHIM02
86959 25 INGIND35
86960 62 MAT01
86961 67 MED18
86962 79 IINF04
86963 5 IINF04
86964 75 MAT01
86965 13 FIS01
86966 96 MED18
86967 80 IINF05
86968 90 IINF05
86969 10 CHIM02
86970 64 MED18
86971 31 IINF05
86972 43 INGIND35
86973 57 MED18
86974 14 CHIM02
86975 97 MED18
86976 84 INF01
86977 11 MED18
86978 93 INGIND35
86979 59 MED18
86980 96 CHIM02
86981 28 MED18
86982 40 BIO10
86983 57 AGR03
86984 95 AGR03
86985 51 MAT01
86986 30 INF01
86987 22 INF01
86988 44 CHIM02
86989 67 MED18
86990 64 BIO10
86991 42 BIO10
86992 95 IINF04
86993 88 CHIM02
86994 89 BIO10
86995 47 INF01
86996 14 IINF05
86997 2 INGIND35
86998 5 MAT01
86999 26 IINF05
87000 95 IINF04
87001 80 MAT01
87002 78 INF01
87003 91 FIS01
87004 59 INGIND35
87005 27 IINF05
87006 97 MAT01
87007 57 FIS01
87008 78 CHIM02
87009 22 IINF05
87010 91 INF01
87011 3 MAT01
87012 89 BIO10
87013 12 INGIND35
87014 11 INGIND35
87015 9 IINF04
87016 23 INF01
87017 35 BIO10
87018 74 FIS01
87019 68 MED18
87020 75 MED18
87021 25 AGR03
87022 63 MED18
87023 80 AGR03
87024 42 CHIM02
87025 59 IINF04
87026 17 IINF04
87027 16 IINF04
87028 45 MAT01
87029 100 BIO10
87030 21 FIS01
87031 10 INF01
87032 13 BIO10
87033 54 INGIND35
87034 22 INGIND35
87035 96 MAT01
87036 62 IINF04
87037 56 AGR03
87038 99 INF01
87039 32 FIS01
87040 85 IINF05
87041 12 MED18
87042 10 FIS01
87043 39 IINF05
87044 71 MED18
87045 46 AGR03
87046 33 INF01
87047 32 CHIM02
87048 86 IINF04
87049 100 IINF05
87050 14 FIS01
87051 17 IINF05
87052 4 IINF04
87053 10 IINF05
87054 13 IINF05
87055 37 AGR03
87056 84 IINF04
87057 3 BIO10
87058 3 IINF05
87059 56 INGIND35
87060 34 MED18
87061 29 MAT01
87062 65 INGIND35
87063 10 CHIM02
87064 73 IINF04
87065 35 IINF05
87066 15 MAT01
87067 96 MAT01
87068 28 BIO10
87069 51 AGR03
87070 39 FIS01
87071 66 INF01
87072 4 INGIND35
87073 51 IINF05
87074 69 FIS01
87075 67 INGIND35
87076 94 FIS01
87077 60 MAT01
87078 87 INGIND35
87079 15 MAT01
87080 89 IINF04
87081 90 FIS01
87082 41 CHIM02
87083 87 INGIND35
87084 47 MAT01
87085 16 CHIM02
87086 73 INF01
87087 19 IINF05
87088 10 INGIND35
87089 83 CHIM02
87090 4 MAT01
87091 15 IINF05
87092 79 MED18
87093 37 INGIND35
87094 65 AGR03
87095 10 CHIM02
87096 95 INGIND35
87097 22 INGIND35
87098 67 BIO10
87099 34 INGIND35
87100 2 MED18
87101 53 BIO10
87102 46 AGR03
87103 61 MAT01
87104 60 MAT01
87105 3 INF01
87106 32 MED18
87107 34 MAT01
87108 53 IINF05
87109 16 CHIM02
87110 71 MED18
87111 92 AGR03
87112 67 IINF04
87113 55 INF01
87114 58 INF01
87115 21 IINF04
87116 21 IINF04
87117 19 IINF05
87118 90 IINF04
87119 24 MAT01
87120 46 MED18
87121 22 INGIND35
87122 17 IINF04
87123 13 MED18
87124 27 IINF04
87125 4 INF01
87126 82 CHIM02
87127 98 MAT01
87128 61 IINF05
87129 59 IINF04
87130 12 FIS01
87131 3 INGIND35
87132 54 IINF04
87133 32 IINF05
87134 69 FIS01
87135 82 INGIND35
87136 47 CHIM02
87137 58 INGIND35
87138 12 INF01
87139 21 INGIND35
87140 82 MAT01
87141 13 AGR03
87142 6 FIS01
87143 14 CHIM02
87144 7 MAT01
87145 39 FIS01
87146 19 MED18
87147 18 CHIM02
87148 5 IINF04
87149 51 INGIND35
87150 12 INGIND35
87151 17 IINF05
87152 70 MED18
87153 32 MAT01
87154 84 AGR03
87155 6 INGIND35
87156 49 IINF05
87157 13 MED18
87158 34 AGR03
87159 51 FIS01
87160 46 CHIM02
87161 2 MED18
87162 60 INGIND35
87163 82 AGR03
87164 56 IINF04
87165 2 FIS01
87166 48 CHIM02
87167 42 MAT01
87168 77 INF01
87169 96 INGIND35
87170 5 MED18
87171 30 MAT01
87172 16 IINF05
87173 6 FIS01
87174 85 AGR03
87175 84 INGIND35
87176 52 IINF04
87177 32 IINF05
87178 33 MAT01
87179 28 AGR03
87180 70 INF01
87181 84 MED18
87182 74 FIS01
87183 88 MED18
87184 2 FIS01
87185 51 MED18
87186 65 INF01
87187 94 CHIM02
87188 53 FIS01
87189 56 INF01
87190 100 IINF04
87191 68 MAT01
87192 39 IINF05
87193 41 IINF05
87194 69 CHIM02
87195 76 INGIND35
87196 30 IINF05
87197 3 INF01
87198 95 MED18
87199 73 IINF05
87200 83 AGR03
87201 5 BIO10
87202 56 INF01
87203 20 CHIM02
87204 67 MED18
87205 93 AGR03
87206 53 BIO10
87207 72 IINF04
87208 33 FIS01
87209 91 CHIM02
87210 32 BIO10
87211 91 AGR03
87212 94 CHIM02
87213 97 IINF05
87214 36 CHIM02
87215 89 INF01
87216 31 FIS01
87217 27 IINF04
87218 13 INF01
87219 25 BIO10
87220 96 AGR03
87221 60 AGR03
87222 87 INF01
87223 85 INF01
87224 46 AGR03
87225 2 IINF04
87226 17 IINF04
87227 18 IINF05
87228 44 CHIM02
87229 52 MAT01
87230 5 CHIM02
87231 68 BIO10
87232 43 CHIM02
87233 52 CHIM02
87234 8 INGIND35
87235 29 MED18
87236 39 MED18
87237 8 AGR03
87238 74 AGR03
87239 41 IINF04
87240 54 IINF05
87241 23 IINF04
87242 65 MED18
87243 59 MED18
87244 83 IINF05
87245 65 IINF05
87246 61 MED18
87247 19 CHIM02
87248 27 INGIND35
87249 7 IINF04
87250 46 INF01
87251 20 MED18
87252 10 AGR03
87253 32 IINF05
87254 100 IINF05
87255 38 IINF04
87256 11 IINF05
87257 94 FIS01
87258 67 MED18
87259 90 CHIM02
87260 66 FIS01
87261 67 INGIND35
87262 89 FIS01
87263 64 IINF04
87264 48 MAT01
87265 81 MED18
87266 71 INF01
87267 68 MED18
87268 55 INF01
87269 80 BIO10
87270 17 IINF05
87271 46 AGR03
87272 36 CHIM02
87273 23 INGIND35
87274 19 FIS01
87275 37 MED18
87276 6 IINF04
87277 27 IINF05
87278 4 BIO10
87279 55 FIS01
87280 85 AGR03
87281 1 IINF05
87282 11 AGR03
87283 76 MAT01
87284 11 IINF04
87285 68 MAT01
87286 68 MED18
87287 77 MAT01
87288 30 MAT01
87289 82 IINF04
87290 11 FIS01
87291 37 BIO10
87292 96 INGIND35
87293 11 BIO10
87294 100 IINF05
87295 88 IINF05
87296 99 INGIND35
87297 73 FIS01
87298 60 INF01
87299 69 BIO10
87300 76 MED18
87301 23 IINF04
87302 44 AGR03
87303 73 MED18
87304 16 IINF04
87305 49 CHIM02
87306 19 MAT01
87307 9 FIS01
87308 60 AGR03
87309 33 MED18
87310 45 IINF05
87311 87 FIS01
87312 42 FIS01
87313 87 FIS01
87314 85 FIS01
87315 35 BIO10
87316 82 BIO10
87317 12 IINF05
87318 14 MED18
87319 43 MAT01
87320 99 IINF05
87321 69 FIS01
87322 10 INGIND35
87323 43 CHIM02
87324 52 IINF05
87325 29 MAT01
87326 41 INF01
87327 57 CHIM02
87328 89 MED18
87329 37 MED18
87330 39 IINF04
87331 60 MAT01
87332 81 MAT01
87333 45 BIO10
87334 100 IINF05
87335 8 MAT01
87336 77 CHIM02
87337 4 INGIND35
87338 9 MED18
87339 59 BIO10
87340 37 IINF04
87341 31 MAT01
87342 32 IINF04
87343 94 FIS01
87344 72 IINF05
87345 70 MAT01
87346 19 IINF05
87347 79 MED18
87348 20 AGR03
87349 58 IINF04
87350 32 CHIM02
87351 95 MED18
87352 14 MED18
87353 50 AGR03
87354 51 IINF04
87355 49 IINF04
87356 46 IINF05
87357 42 MAT01
87358 12 AGR03
87359 5 MED18
87360 83 AGR03
87361 87 AGR03
87362 47 INF01
87363 45 INF01
87364 48 AGR03
87365 26 IINF04
87366 12 FIS01
87367 47 MED18
87368 34 MED18
87369 76 AGR03
87370 72 MED18
87371 73 IINF05
87372 36 IINF05
87373 53 FIS01
87374 25 AGR03
87375 73 INGIND35
87376 3 AGR03
87377 89 IINF04
87378 2 INGIND35
87379 64 INF01
87380 96 CHIM02
87381 56 BIO10
87382 20 MAT01
87383 3 IINF05
87384 97 CHIM02
87385 68 INF01
87386 51 MED18
87387 7 BIO10
87388 71 INF01
87389 48 CHIM02
87390 27 IINF04
87391 3 IINF04
87392 86 BIO10
87393 66 IINF05
87394 75 BIO10
87395 40 INF01
87396 21 MAT01
87397 57 AGR03
87398 1 MED18
87399 88 IINF05
87400 88 IINF04
87401 31 FIS01
87402 19 IINF04
87403 17 MAT01
87404 47 IINF04
87405 36 FIS01
87406 44 AGR03
87407 93 AGR03
87408 30 MAT01
87409 26 MED18
87410 35 AGR03
87411 53 MAT01
87412 100 INGIND35
87413 75 IINF04
87414 56 MED18
87415 79 FIS01
87416 34 MED18
87417 27 BIO10
87418 50 BIO10
87419 2 IINF04
87420 57 IINF05
87421 51 INF01
87422 20 IINF04
87423 38 INF01
87424 10 FIS01
87425 2 INGIND35
87426 81 MAT01
87427 34 MED18
87428 4 BIO10
87429 84 CHIM02
87430 86 CHIM02
87431 93 INGIND35
87432 59 AGR03
87433 100 FIS01
87434 22 INF01
87435 97 INF01
87436 99 IINF05
87437 70 BIO10
87438 76 MAT01
87439 96 BIO10
87440 77 INGIND35
87441 73 AGR03
87442 64 INGIND35
87443 34 INF01
87444 100 MAT01
87445 65 INGIND35
87446 9 IINF04
87447 33 CHIM02
87448 65 INF01
87449 68 IINF05
87450 90 IINF04
87451 13 BIO10
87452 79 BIO10
87453 21 AGR03
87454 25 AGR03
87455 61 BIO10
87456 86 MED18
87457 42 MAT01
87458 38 IINF05
87459 26 AGR03
87460 85 AGR03
87461 13 INF01
87462 65 INF01
87463 62 FIS01
87464 10 CHIM02
87465 52 IINF04
87466 99 IINF05
87467 77 AGR03
87468 79 INF01
87469 22 IINF04
87470 38 IINF05
87471 65 IINF04
87472 66 BIO10
87473 24 INF01
87474 54 BIO10
87475 10 CHIM02
87476 46 IINF05
87477 38 AGR03
87478 7 CHIM02
87479 3 INF01
87480 88 BIO10
87481 52 INGIND35
87482 3 AGR03
87483 52 IINF05
87484 21 AGR03
87485 30 INGIND35
87486 75 INGIND35
87487 93 INF01
87488 30 INGIND35
87489 44 CHIM02
87490 45 AGR03
87491 25 INGIND35
87492 46 BIO10
87493 60 INGIND35
87494 82 FIS01
87495 78 INF01
87496 90 AGR03
87497 6 INGIND35
87498 76 IINF05
87499 17 FIS01
87500 65 IINF05
87501 65 BIO10
87502 33 MED18
87503 47 IINF05
87504 8 MAT01
87505 55 INF01
87506 7 INF01
87507 79 INGIND35
87508 48 MAT01
87509 20 AGR03
87510 82 AGR03
87511 8 INGIND35
87512 67 INF01
87513 80 BIO10
87514 63 MED18
87515 37 CHIM02
87516 87 INGIND35
87517 63 FIS01
87518 75 IINF04
87519 82 IINF05
87520 84 INF01
87521 46 IINF04
87522 14 INGIND35
87523 40 IINF04
87524 18 MAT01
87525 59 INGIND35
87526 56 MAT01
87527 2 CHIM02
87528 14 IINF04
87529 84 FIS01
87530 13 MAT01
87531 31 MAT01
87532 45 FIS01
87533 97 IINF05
87534 52 MAT01
87535 10 IINF05
87536 38 IINF05
87537 41 INGIND35
87538 4 AGR03
87539 89 IINF05
87540 26 IINF04
87541 62 IINF05
87542 85 IINF04
87543 28 IINF05
87544 24 INF01
87545 100 IINF04
87546 97 CHIM02
87547 52 FIS01
87548 100 IINF05
87549 98 IINF04
87550 3 BIO10
87551 13 INGIND35
87552 83 IINF05
87553 5 IINF05
87554 97 MED18
87555 97 MED18
87556 98 BIO10
87557 91 IINF05
87558 30 MED18
87559 36 CHIM02
87560 55 CHIM02
87561 71 IINF05
87562 6 BIO10
87563 73 IINF05
87564 12 MED18
87565 37 AGR03
87566 20 MED18
87567 21 FIS01
87568 18 CHIM02
87569 18 BIO10
87570 32 IINF05
87571 79 BIO10
87572 56 FIS01
87573 85 MED18
87574 74 INGIND35
87575 70 CHIM02
87576 21 IINF04
87577 80 INF01
87578 56 IINF04
87579 81 BIO10
87580 37 INF01
87581 37 BIO10
87582 94 INGIND35
87583 32 INGIND35
87584 27 INF01
87585 25 INF01
87586 43 IINF04
87587 72 BIO10
87588 4 BIO10
87589 17 CHIM02
87590 98 INGIND35
87591 70 INGIND35
87592 61 IINF05
87593 35 FIS01
87594 3 INF01
87595 6 MED18
87596 68 MED18
87597 20 CHIM02
87598 28 CHIM02
87599 17 IINF04
87600 32 IINF05
87601 17 MAT01
87602 61 FIS01
87603 24 INF01
87604 85 IINF05
87605 82 AGR03
87606 56 AGR03
87607 10 BIO10
87608 42 AGR03
87609 17 INGIND35
87610 13 BIO10
87611 16 AGR03
87612 13 AGR03
87613 87 AGR03
87614 7 IINF04
87615 32 INGIND35
87616 22 BIO10
87617 31 CHIM02
87618 48 IINF05
87619 49 IINF04
87620 61 BIO10
87621 15 INF01
87622 45 CHIM02
87623 29 MED18
87624 58 IINF04
87625 41 CHIM02
87626 25 IINF05
87627 33 AGR03
87628 30 BIO10
87629 5 AGR03
87630 21 IINF04
87631 25 IINF05
87632 18 INGIND35
87633 27 INF01
87634 63 INGIND35
87635 3 INGIND35
87636 100 MAT01
87637 25 CHIM02
87638 57 FIS01
87639 44 AGR03
87640 67 INGIND35
87641 54 MAT01
87642 71 AGR03
87643 32 IINF04
87644 62 CHIM02
87645 91 IINF04
87646 94 MAT01
87647 2 MAT01
87648 94 MED18
87649 85 BIO10
87650 95 INF01
87651 68 FIS01
87652 77 INF01
87653 60 CHIM02
87654 58 CHIM02
87655 29 AGR03
87656 45 CHIM02
87657 33 MED18
87658 62 MAT01
87659 89 MED18
87660 4 CHIM02
87661 12 BIO10
87662 48 AGR03
87663 37 BIO10
87664 58 AGR03
87665 63 IINF05
87666 30 AGR03
87667 1 MAT01
87668 19 MAT01
87669 74 INF01
87670 90 INGIND35
87671 46 BIO10
87672 19 FIS01
87673 14 FIS01
87674 10 IINF04
87675 81 CHIM02
87676 11 FIS01
87677 37 MED18
87678 66 AGR03
87679 13 AGR03
87680 18 MAT01
87681 16 FIS01
87682 29 INF01
87683 69 FIS01
87684 86 INF01
87685 79 MED18
87686 25 IINF05
87687 69 FIS01
87688 27 CHIM02
87689 51 INF01
87690 34 INGIND35
87691 82 MAT01
87692 19 MED18
87693 48 MAT01
87694 77 MAT01
87695 22 INF01
87696 40 INF01
87697 39 MAT01
87698 48 IINF05
87699 20 MED18
87700 65 FIS01
87701 6 IINF04
87702 87 INF01
87703 90 AGR03
87704 52 IINF05
87705 79 FIS01
87706 64 IINF05
87707 79 IINF05
87708 60 AGR03
87709 63 IINF05
87710 30 BIO10
87711 64 FIS01
87712 40 BIO10
87713 26 AGR03
87714 8 FIS01
87715 5 FIS01
87716 67 FIS01
87717 68 BIO10
87718 20 MED18
87719 17 INGIND35
87720 9 IINF05
87721 97 IINF05
87722 84 CHIM02
87723 98 BIO10
87724 22 MAT01
87725 77 INF01
87726 54 MED18
87727 87 MAT01
87728 58 AGR03
87729 74 MAT01
87730 13 AGR03
87731 18 AGR03
87732 30 IINF04
87733 46 INF01
87734 96 MED18
87735 67 AGR03
87736 40 BIO10
87737 29 AGR03
87738 71 IINF04
87739 85 IINF04
87740 39 BIO10
87741 59 IINF04
87742 99 IINF04
87743 13 CHIM02
87744 46 IINF05
87745 14 CHIM02
87746 48 CHIM02
87747 27 MAT01
87748 61 IINF05
87749 72 AGR03
87750 30 MED18
87751 5 FIS01
87752 5 AGR03
87753 63 IINF04
87754 7 BIO10
87755 92 MAT01
87756 4 CHIM02
87757 19 INGIND35
87758 73 AGR03
87759 9 IINF05
87760 38 CHIM02
87761 95 INGIND35
87762 83 AGR03
87763 29 FIS01
87764 23 AGR03
87765 95 MED18
87766 96 MAT01
87767 53 AGR03
87768 75 BIO10
87769 27 IINF04
87770 48 BIO10
87771 38 INF01
87772 14 BIO10
87773 48 BIO10
87774 16 INGIND35
87775 33 IINF05
87776 20 CHIM02
87777 15 BIO10
87778 61 MAT01
87779 40 MAT01
87780 98 IINF04
87781 32 BIO10
87782 71 BIO10
87783 7 INGIND35
87784 44 MAT01
87785 88 INGIND35
87786 6 BIO10
87787 50 INF01
87788 82 INGIND35
87789 66 MAT01
87790 48 IINF04
87791 97 MED18
87792 52 IINF05
87793 67 AGR03
87794 42 INF01
87795 54 FIS01
87796 39 FIS01
87797 89 FIS01
87798 21 AGR03
87799 87 AGR03
87800 25 BIO10
87801 61 INF01
87802 20 FIS01
87803 11 IINF05
87804 38 AGR03
87805 56 IINF05
87806 78 MAT01
87807 6 MAT01
87808 96 MED18
87809 68 CHIM02
87810 100 IINF04
87811 75 INGIND35
87812 42 IINF05
87813 90 IINF04
87814 13 INGIND35
87815 34 INF01
87816 23 INGIND35
87817 89 MED18
87818 68 IINF04
87819 43 AGR03
87820 100 INF01
87821 45 MAT01
87822 84 MED18
87823 66 BIO10
87824 16 IINF05
87825 66 FIS01
87826 87 INF01
87827 66 MAT01
87828 14 IINF04
87829 61 INGIND35
87830 64 IINF05
87831 90 INGIND35
87832 69 IINF04
87833 95 IINF05
87834 29 IINF04
87835 61 CHIM02
87836 92 MAT01
87837 56 IINF05
87838 83 INF01
87839 47 INF01
87840 20 MAT01
87841 94 MED18
87842 29 AGR03
87843 11 IINF04
87844 46 MED18
87845 15 IINF05
87846 96 MAT01
87847 90 IINF05
87848 17 IINF05
87849 55 IINF05
87850 46 MED18
87851 50 INGIND35
87852 71 CHIM02
87853 90 BIO10
87854 66 BIO10
87855 23 BIO10
87856 85 MED18
87857 91 INGIND35
87858 16 AGR03
87859 1 IINF05
87860 31 MAT01
87861 99 CHIM02
87862 7 BIO10
87863 51 INGIND35
87864 81 AGR03
87865 41 BIO10
87866 48 INF01
87867 26 IINF05
87868 75 IINF04
87869 53 BIO10
87870 22 MED18
87871 66 INF01
87872 44 IINF05
87873 66 INF01
87874 10 INGIND35
87875 52 MED18
87876 52 IINF05
87877 96 INGIND35
87878 23 INGIND35
87879 37 IINF05
87880 35 INF01
87881 84 AGR03
87882 58 BIO10
87883 90 MED18
87884 25 CHIM02
87885 77 INF01
87886 91 INGIND35
87887 58 IINF04
87888 76 BIO10
87889 88 IINF05
87890 89 IINF05
87891 46 MAT01
87892 49 INF01
87893 41 FIS01
87894 44 BIO10
87895 82 INGIND35
87896 34 IINF04
87897 17 MAT01
87898 78 IINF04
87899 62 FIS01
87900 41 MED18
87901 86 IINF05
87902 66 CHIM02
87903 42 BIO10
87904 8 INF01
87905 42 IINF05
87906 48 BIO10
87907 38 IINF05
87908 8 AGR03
87909 76 INF01
87910 79 INGIND35
87911 81 INGIND35
87912 81 INF01
87913 100 INF01
87914 41 FIS01
87915 61 INF01
87916 25 INGIND35
87917 89 CHIM02
87918 43 MAT01
87919 11 INF01
87920 7 BIO10
87921 98 FIS01
87922 63 MAT01
87923 85 AGR03
87924 71 CHIM02
87925 67 INGIND35
87926 40 MED18
87927 96 MAT01
87928 14 IINF04
87929 22 AGR03
87930 83 AGR03
87931 39 MED18
87932 18 IINF05
87933 40 FIS01
87934 93 FIS01
87935 8 IINF04
87936 82 FIS01
87937 51 IINF05
87938 12 AGR03
87939 90 IINF05
87940 15 MED18
87941 52 MED18
87942 50 AGR03
87943 6 FIS01
87944 57 BIO10
87945 70 CHIM02
87946 32 MAT01
87947 37 INF01
87948 91 CHIM02
87949 79 BIO10
87950 27 FIS01
87951 22 CHIM02
87952 57 AGR03
87953 92 CHIM02
87954 18 MAT01
87955 64 IINF05
87956 79 INGIND35
87957 73 AGR03
87958 54 AGR03
87959 10 AGR03
87960 62 FIS01
87961 92 FIS01
87962 37 MED18
87963 73 BIO10
87964 31 MAT01
87965 61 MAT01
87966 100 INF01
87967 66 IINF04
87968 84 MED18
87969 80 INF01
87970 43 BIO10
87971 57 AGR03
87972 23 BIO10
87973 85 IINF05
87974 38 IINF04
87975 49 MED18
87976 54 INGIND35
87977 58 IINF05
87978 68 FIS01
87979 89 FIS01
87980 54 INF01
87981 74 IINF05
87982 64 INGIND35
87983 53 BIO10
87984 68 AGR03
87985 69 IINF04
87986 6 FIS01
87987 56 INGIND35
87988 40 BIO10
87989 47 INGIND35
87990 1 INGIND35
87991 64 BIO10
87992 57 CHIM02
87993 97 MAT01
87994 56 MED18
87995 34 IINF04
87996 89 MAT01
87997 28 INF01
87998 35 FIS01
87999 86 BIO10
88000 16 CHIM02
88001 96 INGIND35
88002 43 MAT01
88003 100 FIS01
88004 34 INGIND35
88005 20 AGR03
88006 44 INF01
88007 10 BIO10
88008 41 IINF05
88009 4 IINF05
88010 20 IINF04
88011 39 FIS01
88012 53 IINF05
88013 27 INGIND35
88014 68 FIS01
88015 89 IINF05
88016 97 MED18
88017 3 IINF04
88018 94 INF01
88019 15 AGR03
88020 48 IINF05
88021 51 MED18
88022 96 CHIM02
88023 45 BIO10
88024 12 INGIND35
88025 90 INF01
88026 56 MAT01
88027 24 MAT01
88028 90 MAT01
88029 51 INGIND35
88030 36 CHIM02
88031 36 MAT01
88032 50 MED18
88033 79 IINF04
88034 20 AGR03
88035 91 INF01
88036 12 MED18
88037 87 BIO10
88038 80 MAT01
88039 54 MAT01
88040 88 INGIND35
88041 70 AGR03
88042 21 FIS01
88043 14 INGIND35
88044 13 FIS01
88045 87 IINF04
88046 54 INGIND35
88047 95 BIO10
88048 53 FIS01
88049 53 AGR03
88050 55 IINF05
88051 57 BIO10
88052 51 CHIM02
88053 63 MAT01
88054 44 MAT01
88055 39 BIO10
88056 31 AGR03
88057 79 AGR03
88058 40 MAT01
88059 78 FIS01
88060 81 FIS01
88061 79 INF01
88062 51 INGIND35
88063 60 FIS01
88064 70 IINF05
88065 50 MED18
88066 33 IINF04
88067 8 MAT01
88068 62 AGR03
88069 53 CHIM02
88070 37 MAT01
88071 85 BIO10
88072 79 MAT01
88073 33 MED18
88074 66 BIO10
88075 18 MED18
88076 28 IINF05
88077 92 IINF04
88078 10 IINF05
88079 45 MED18
88080 51 INGIND35
88081 25 IINF04
88082 27 MED18
88083 45 INGIND35
88084 4 INGIND35
88085 14 IINF04
88086 19 INF01
88087 58 INGIND35
88088 71 BIO10
88089 83 INGIND35
88090 60 INF01
88091 92 INGIND35
88092 95 FIS01
88093 66 FIS01
88094 85 AGR03
88095 69 INGIND35
